LOCAL;DATA;HORA;Temp. Ins. (C);TEMP MAX;Temp. Min. (C);Umi. Ins. (%);Umi. Max. (%);Umi. Min. (%);PA INST;Pressao Max. (hPa);Pressao Min. (hPa);VEL VEN MED;Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
MACEIO;29/11/2023;2000;;;;;;;;;;;;;;
MACEIO;29/11/2023;2100;;;;;;;;;;;;;;
MACEIO;29/11/2023;2200;;;;;;;;;;;;;;
MACEIO;29/11/2023;2300;;;;;;;;;;;;;;
MACEIO;30/11/2023;0;;;;;;;;;;;;;;
MACEIO;30/11/2023;100;;;;;;;;;;;;;;
MACEIO;30/11/2023;200;;;;;;;;;;;;;;
MACEIO;30/11/2023;300;;;;;;;;;;;;;;
MACEIO;30/11/2023;400;;;;;;;;;;;;;;
MACEIO;30/11/2023;500;;;;;;;;;;;;;;
MACEIO;30/11/2023;600;;;;;;;;;;;;;;
MACEIO;30/11/2023;700;;;;;;;;;;;;;;
MACEIO;30/11/2023;800;;;;;;;;;;;;;;
MACEIO;30/11/2023;900;;;;;;;;;;;;;;
MACEIO;30/11/2023;1000;;;;;;;;;;;;;;
MACEIO;30/11/2023;1100;;;;;;;;;;;;;;
MACEIO;30/11/2023;1200;;;;;;;;;;;;;;
MACEIO;30/11/2023;1300;;;;;;;;;;;;;;
MACEIO;30/11/2023;1400;;;;;;;;;;;;;;
MACEIO;30/11/2023;1500;;;;;;;;;;;;;;
MACEIO;30/11/2023;1600;;;;;;;;;;;;;;
MACEIO;30/11/2023;1700;;;;;;;;;;;;;;
MACEIO;30/11/2023;1800;;;;;;;;;;;;;;
MACEIO;30/11/2023;1900;;;;;;;;;;;;;;
MACEIO;30/11/2023;2000;;;;;;;;;;;;;;
MACEIO;30/11/2023;2100;;;;;;;;;;;;;;
MACEIO;30/11/2023;2200;;;;;;;;;;;;;;
MACEIO;30/11/2023;2300;;;;;;;;;;;;;;
MACEIO;01/12/2023;0;;;;;;;;;;;;;;
MACEIO;01/12/2023;100;;;;;;;;;;;;;;
MACEIO;01/12/2023;200;;;;;;;;;;;;;;
MACEIO;01/12/2023;300;;;;;;;;;;;;;;
MACEIO;01/12/2023;400;;;;;;;;;;;;;;
MACEIO;01/12/2023;500;;;;;;;;;;;;;;
MACEIO;01/12/2023;600;;;;;;;;;;;;;;
MACEIO;01/12/2023;700;;;;;;;;;;;;;;
MACEIO;01/12/2023;800;;;;;;;;;;;;;;
MACEIO;01/12/2023;900;;;;;;;;;;;;;;
MACEIO;01/12/2023;1000;;;;;;;;;;;;;;
MACEIO;01/12/2023;1100;;;;;;;;;;;;;;
MACEIO;01/12/2023;1200;;;;;;;;;;;;;;
MACEIO;01/12/2023;1300;;;;;;;;;;;;;;
MACEIO;01/12/2023;1400;;;;;;;;;;;;;;
MACEIO;01/12/2023;1500;;;;;;;;;;;;;;
MACEIO;01/12/2023;1600;;;;;;;;;;;;;;
MACEIO;01/12/2023;1700;;;;;;;;;;;;;;
MACEIO;01/12/2023;1800;;;;;;;;;;;;;;
MACEIO;01/12/2023;1900;;;;;;;;;;;;;;
MACEIO;01/12/2023;2000;;;;;;;;;;;;;;
MACEIO;01/12/2023;2100;;;;;;;;;;;;;;
MACEIO;01/12/2023;2200;;;;;;;;;;;;;;
MACEIO;01/12/2023;2300;;;;;;;;;;;;;;
MACEIO;02/12/2023;0;;;;;;;;;;;;;;
MACEIO;02/12/2023;100;;;;;;;;;;;;;;
MACEIO;02/12/2023;200;;;;;;;;;;;;;;
MACEIO;02/12/2023;300;;;;;;;;;;;;;;
MACEIO;02/12/2023;400;;;;;;;;;;;;;;
MACEIO;02/12/2023;500;;;;;;;;;;;;;;
MACEIO;02/12/2023;600;;;;;;;;;;;;;;
MACEIO;02/12/2023;700;;;;;;;;;;;;;;
MACEIO;02/12/2023;800;;;;;;;;;;;;;;
MACEIO;02/12/2023;900;;;;;;;;;;;;;;
MACEIO;02/12/2023;1000;;;;;;;;;;;;;;
MACEIO;02/12/2023;1100;;;;;;;;;;;;;;
MACEIO;02/12/2023;1200;;;;;;;;;;;;;;
MACEIO;02/12/2023;1300;;;;;;;;;;;;;;
MACEIO;02/12/2023;1400;;;;;;;;;;;;;;
MACEIO;02/12/2023;1500;;;;;;;;;;;;;;
MACEIO;02/12/2023;1600;;;;;;;;;;;;;;
MACEIO;02/12/2023;1700;;;;;;;;;;;;;;
MACEIO;02/12/2023;1800;;;;;;;;;;;;;;
MACEIO;02/12/2023;1900;;;;;;;;;;;;;;
MACEIO;02/12/2023;2000;;;;;;;;;;;;;;
MACEIO;02/12/2023;2100;;;;;;;;;;;;;;
MACEIO;02/12/2023;2200;;;;;;;;;;;;;;
MACEIO;02/12/2023;2300;;;;;;;;;;;;;;
MACEIO;03/12/2023;0;;;;;;;;;;;;;;
MACEIO;03/12/2023;100;;;;;;;;;;;;;;
MACEIO;03/12/2023;200;;;;;;;;;;;;;;
MACEIO;03/12/2023;300;;;;;;;;;;;;;;
MACEIO;03/12/2023;400;;;;;;;;;;;;;;
MACEIO;03/12/2023;500;;;;;;;;;;;;;;
MACEIO;03/12/2023;600;;;;;;;;;;;;;;
MACEIO;03/12/2023;700;;;;;;;;;;;;;;
MACEIO;03/12/2023;800;;;;;;;;;;;;;;
MACEIO;03/12/2023;900;;;;;;;;;;;;;;
MACEIO;03/12/2023;1000;;;;;;;;;;;;;;
MACEIO;03/12/2023;1100;;;;;;;;;;;;;;
MACEIO;03/12/2023;1200;;;;;;;;;;;;;;
MACEIO;03/12/2023;1300;;;;;;;;;;;;;;
MACEIO;03/12/2023;1400;;;;;;;;;;;;;;
MACEIO;03/12/2023;1500;;;;;;;;;;;;;;
MACEIO;03/12/2023;1600;;;;;;;;;;;;;;
MACEIO;03/12/2023;1700;;;;;;;;;;;;;;
MACEIO;03/12/2023;1800;;;;;;;;;;;;;;
MACEIO;03/12/2023;1900;;;;;;;;;;;;;;
MACEIO;03/12/2023;2000;;;;;;;;;;;;;;
MACEIO;03/12/2023;2100;;;;;;;;;;;;;;
MACEIO;03/12/2023;2200;;;;;;;;;;;;;;
MACEIO;03/12/2023;2300;;;;;;;;;;;;;;
MACEIO;04/12/2023;0;;;;;;;;;;;;;;
MACEIO;04/12/2023;100;;;;;;;;;;;;;;
MACEIO;04/12/2023;200;;;;;;;;;;;;;;
MACEIO;04/12/2023;300;;;;;;;;;;;;;;
MACEIO;04/12/2023;400;;;;;;;;;;;;;;
MACEIO;04/12/2023;500;;;;;;;;;;;;;;
MACEIO;04/12/2023;600;;;;;;;;;;;;;;
MACEIO;04/12/2023;700;;;;;;;;;;;;;;
MACEIO;04/12/2023;800;;;;;;;;;;;;;;
MACEIO;04/12/2023;900;;;;;;;;;;;;;;
MACEIO;04/12/2023;1000;;;;;;;;;;;;;;
MACEIO;04/12/2023;1100;;;;;;;;;;;;;;
MACEIO;04/12/2023;1200;;;;;;;;;;;;;;
MACEIO;04/12/2023;1300;;;;;;;;;;;;;;
MACEIO;04/12/2023;1400;;;;;;;;;;;;;;
MACEIO;04/12/2023;1500;;;;;;;;;;;;;;
MACEIO;04/12/2023;1600;;;;;;;;;;;;;;
MACEIO;04/12/2023;1700;;;;;;;;;;;;;;
MACEIO;04/12/2023;1800;;;;;;;;;;;;;;
MACEIO;04/12/2023;1900;;;;;;;;;;;;;;
MACEIO;04/12/2023;2000;;;;;;;;;;;;;;
MACEIO;04/12/2023;2100;;;;;;;;;;;;;;
MACEIO;04/12/2023;2200;;;;;;;;;;;;;;
MACEIO;04/12/2023;2300;;;;;;;;;;;;;;
MACEIO;05/12/2023;0;;;;;;;;;;;;;;
MACEIO;05/12/2023;100;;;;;;;;;;;;;;
MACEIO;05/12/2023;200;;;;;;;;;;;;;;
MACEIO;05/12/2023;300;;;;;;;;;;;;;;
MACEIO;05/12/2023;400;;;;;;;;;;;;;;
MACEIO;05/12/2023;500;;;;;;;;;;;;;;
MACEIO;05/12/2023;600;;;;;;;;;;;;;;
MACEIO;05/12/2023;700;;;;;;;;;;;;;;
MACEIO;05/12/2023;800;;;;;;;;;;;;;;
MACEIO;05/12/2023;900;;;;;;;;;;;;;;
MACEIO;05/12/2023;1000;;;;;;;;;;;;;;
MACEIO;05/12/2023;1100;;;;;;;;;;;;;;
MACEIO;05/12/2023;1200;;;;;;;;;;;;;;
MACEIO;05/12/2023;1300;;;;;;;;;;;;;;
MACEIO;05/12/2023;1400;;;;;;;;;;;;;;
MACEIO;05/12/2023;1500;;;;;;;;;;;;;;
MACEIO;05/12/2023;1600;;;;;;;;;;;;;;
MACEIO;05/12/2023;1700;;;;;;;;;;;;;;
MACEIO;05/12/2023;1800;;;;;;;;;;;;;;
MACEIO;05/12/2023;1900;;;;;;;;;;;;;;
MACEIO;05/12/2023;2000;;;;;;;;;;;;;;
MACEIO;05/12/2023;2100;;;;;;;;;;;;;;
MACEIO;05/12/2023;2200;;;;;;;;;;;;;;
MACEIO;05/12/2023;2300;;;;;;;;;;;;;;
MACEIO;06/12/2023;0;;;;;;;;;;;;;;
MACEIO;06/12/2023;100;;;;;;;;;;;;;;
MACEIO;06/12/2023;200;;;;;;;;;;;;;;
MACEIO;06/12/2023;300;;;;;;;;;;;;;;
MACEIO;06/12/2023;400;;;;;;;;;;;;;;
MACEIO;06/12/2023;500;;;;;;;;;;;;;;
MACEIO;06/12/2023;600;;;;;;;;;;;;;;
MACEIO;06/12/2023;700;;;;;;;;;;;;;;
MACEIO;06/12/2023;800;;;;;;;;;;;;;;
MACEIO;06/12/2023;900;;;;;;;;;;;;;;
MACEIO;06/12/2023;1000;;;;;;;;;;;;;;
MACEIO;06/12/2023;1100;;;;;;;;;;;;;;
MACEIO;06/12/2023;1200;;;;;;;;;;;;;;
MACEIO;06/12/2023;1300;;;;;;;;;;;;;;
MACEIO;06/12/2023;1400;;;;;;;;;;;;;;
MACEIO;06/12/2023;1500;;;;;;;;;;;;;;
MACEIO;06/12/2023;1600;;;;;;;;;;;;;;
MACEIO;06/12/2023;1700;;;;;;;;;;;;;;
MACEIO;06/12/2023;1800;;;;;;;;;;;;;;
MACEIO;06/12/2023;1900;;;;;;;;;;;;;;
MACEIO;06/12/2023;2000;;;;;;;;;;;;;;
MACEIO;06/12/2023;2100;;;;;;;;;;;;;;
MACEIO;06/12/2023;2200;;;;;;;;;;;;;;
MACEIO;06/12/2023;2300;;;;;;;;;;;;;;
MACEIO;07/12/2023;0;;;;;;;;;;;;;;
MACEIO;07/12/2023;100;;;;;;;;;;;;;;
MACEIO;07/12/2023;200;;;;;;;;;;;;;;
MACEIO;07/12/2023;300;;;;;;;;;;;;;;
MACEIO;07/12/2023;400;;;;;;;;;;;;;;
MACEIO;07/12/2023;500;;;;;;;;;;;;;;
MACEIO;07/12/2023;600;;;;;;;;;;;;;;
MACEIO;07/12/2023;700;;;;;;;;;;;;;;
MACEIO;07/12/2023;800;;;;;;;;;;;;;;
MACEIO;07/12/2023;900;;;;;;;;;;;;;;
MACEIO;07/12/2023;1000;;;;;;;;;;;;;;
MACEIO;07/12/2023;1100;;;;;;;;;;;;;;
MACEIO;07/12/2023;1200;;;;;;;;;;;;;;
MACEIO;07/12/2023;1300;;;;;;;;;;;;;;
MACEIO;07/12/2023;1400;;;;;;;;;;;;;;
MACEIO;07/12/2023;1500;;;;;;;;;;;;;;
MACEIO;07/12/2023;1600;;;;;;;;;;;;;;
MACEIO;07/12/2023;1700;;;;;;;;;;;;;;
MACEIO;07/12/2023;1800;;;;;;;;;;;;;;
MACEIO;07/12/2023;1900;;;;;;;;;;;;;;
MACEIO;07/12/2023;2000;;;;;;;;;;;;;;
MACEIO;07/12/2023;2100;;;;;;;;;;;;;;
MACEIO;07/12/2023;2200;;;;;;;;;;;;;;
MACEIO;07/12/2023;2300;;;;;;;;;;;;;;
MACEIO;08/12/2023;0;;;;;;;;;;;;;;
MACEIO;08/12/2023;100;;;;;;;;;;;;;;
MACEIO;08/12/2023;200;;;;;;;;;;;;;;
MACEIO;08/12/2023;300;;;;;;;;;;;;;;
MACEIO;08/12/2023;400;;;;;;;;;;;;;;
MACEIO;08/12/2023;500;;;;;;;;;;;;;;
MACEIO;08/12/2023;600;;;;;;;;;;;;;;
MACEIO;08/12/2023;700;;;;;;;;;;;;;;
MACEIO;08/12/2023;800;;;;;;;;;;;;;;
MACEIO;08/12/2023;900;;;;;;;;;;;;;;
MACEIO;08/12/2023;1000;;;;;;;;;;;;;;
MACEIO;08/12/2023;1100;;;;;;;;;;;;;;
MACEIO;08/12/2023;1200;;;;;;;;;;;;;;
MACEIO;08/12/2023;1300;;;;;;;;;;;;;;
MACEIO;08/12/2023;1400;;;;;;;;;;;;;;
MACEIO;08/12/2023;1500;;;;;;;;;;;;;;
MACEIO;08/12/2023;1600;;;;;;;;;;;;;;
MACEIO;08/12/2023;1700;;;;;;;;;;;;;;
MACEIO;08/12/2023;1800;;;;;;;;;;;;;;
MACEIO;08/12/2023;1900;;;;;;;;;;;;;;
MACEIO;08/12/2023;2000;;;;;;;;;;;;;;
MACEIO;08/12/2023;2100;;;;;;;;;;;;;;
MACEIO;08/12/2023;2200;;;;;;;;;;;;;;
MACEIO;08/12/2023;2300;;;;;;;;;;;;;;
MACEIO;09/12/2023;0;;;;;;;;;;;;;;
MACEIO;09/12/2023;100;;;;;;;;;;;;;;
MACEIO;09/12/2023;200;;;;;;;;;;;;;;
MACEIO;09/12/2023;300;;;;;;;;;;;;;;
MACEIO;09/12/2023;400;;;;;;;;;;;;;;
MACEIO;09/12/2023;500;;;;;;;;;;;;;;
MACEIO;09/12/2023;600;;;;;;;;;;;;;;
MACEIO;09/12/2023;700;;;;;;;;;;;;;;
MACEIO;09/12/2023;800;;;;;;;;;;;;;;
MACEIO;09/12/2023;900;;;;;;;;;;;;;;
MACEIO;09/12/2023;1000;;;;;;;;;;;;;;
MACEIO;09/12/2023;1100;;;;;;;;;;;;;;
MACEIO;09/12/2023;1200;;;;;;;;;;;;;;
MACEIO;09/12/2023;1300;;;;;;;;;;;;;;
MACEIO;09/12/2023;1400;;;;;;;;;;;;;;
MACEIO;09/12/2023;1500;;;;;;;;;;;;;;
MACEIO;09/12/2023;1600;;;;;;;;;;;;;;
MACEIO;09/12/2023;1700;;;;;;;;;;;;;;
MACEIO;09/12/2023;1800;;;;;;;;;;;;;;
MACEIO;09/12/2023;1900;;;;;;;;;;;;;;
MACEIO;09/12/2023;2000;;;;;;;;;;;;;;
MACEIO;09/12/2023;2100;;;;;;;;;;;;;;
MACEIO;09/12/2023;2200;;;;;;;;;;;;;;
MACEIO;09/12/2023;2300;;;;;;;;;;;;;;
MACEIO;10/12/2023;0;;;;;;;;;;;;;;
MACEIO;10/12/2023;100;;;;;;;;;;;;;;
MACEIO;10/12/2023;200;;;;;;;;;;;;;;
MACEIO;10/12/2023;300;;;;;;;;;;;;;;
MACEIO;10/12/2023;400;;;;;;;;;;;;;;
MACEIO;10/12/2023;500;;;;;;;;;;;;;;
MACEIO;10/12/2023;600;;;;;;;;;;;;;;
MACEIO;10/12/2023;700;;;;;;;;;;;;;;
MACEIO;10/12/2023;800;;;;;;;;;;;;;;
MACEIO;10/12/2023;900;;;;;;;;;;;;;;
MACEIO;10/12/2023;1000;;;;;;;;;;;;;;
MACEIO;10/12/2023;1100;;;;;;;;;;;;;;
MACEIO;10/12/2023;1200;;;;;;;;;;;;;;
MACEIO;10/12/2023;1300;;;;;;;;;;;;;;
MACEIO;10/12/2023;1400;;;;;;;;;;;;;;
MACEIO;10/12/2023;1500;;;;;;;;;;;;;;
MACEIO;10/12/2023;1600;;;;;;;;;;;;;;
MACEIO;10/12/2023;1700;;;;;;;;;;;;;;
MACEIO;10/12/2023;1800;;;;;;;;;;;;;;
MACEIO;10/12/2023;1900;;;;;;;;;;;;;;
MACEIO;10/12/2023;2000;;;;;;;;;;;;;;
MACEIO;10/12/2023;2100;;;;;;;;;;;;;;
MACEIO;10/12/2023;2200;;;;;;;;;;;;;;
MACEIO;10/12/2023;2300;;;;;;;;;;;;;;
MACEIO;11/12/2023;0;;;;;;;;;;;;;;
MACEIO;11/12/2023;100;;;;;;;;;;;;;;
MACEIO;11/12/2023;200;;;;;;;;;;;;;;
MACEIO;11/12/2023;300;;;;;;;;;;;;;;
MACEIO;11/12/2023;400;;;;;;;;;;;;;;
MACEIO;11/12/2023;500;;;;;;;;;;;;;;
MACEIO;11/12/2023;600;;;;;;;;;;;;;;
MACEIO;11/12/2023;700;;;;;;;;;;;;;;
MACEIO;11/12/2023;800;;;;;;;;;;;;;;
MACEIO;11/12/2023;900;;;;;;;;;;;;;;
MACEIO;11/12/2023;1000;;;;;;;;;;;;;;
MACEIO;11/12/2023;1100;;;;;;;;;;;;;;
MACEIO;11/12/2023;1200;;;;;;;;;;;;;;
MACEIO;11/12/2023;1300;;;;;;;;;;;;;;
MACEIO;11/12/2023;1400;;;;;;;;;;;;;;
MACEIO;11/12/2023;1500;;;;;;;;;;;;;;
MACEIO;11/12/2023;1600;;;;;;;;;;;;;;
MACEIO;11/12/2023;1700;;;;;;;;;;;;;;
MACEIO;11/12/2023;1800;;;;;;;;;;;;;;
MACEIO;11/12/2023;1900;;;;;;;;;;;;;;
MACEIO;11/12/2023;2000;;;;;;;;;;;;;;
MACEIO;11/12/2023;2100;;;;;;;;;;;;;;
MACEIO;11/12/2023;2200;;;;;;;;;;;;;;
MACEIO;11/12/2023;2300;;;;;;;;;;;;;;
MACEIO;12/12/2023;0;;;;;;;;;;;;;;
MACEIO;12/12/2023;100;;;;;;;;;;;;;;
MACEIO;12/12/2023;200;;;;;;;;;;;;;;
MACEIO;12/12/2023;300;;;;;;;;;;;;;;
MACEIO;12/12/2023;400;;;;;;;;;;;;;;
MACEIO;12/12/2023;500;;;;;;;;;;;;;;
MACEIO;12/12/2023;600;;;;;;;;;;;;;;
MACEIO;12/12/2023;700;;;;;;;;;;;;;;
MACEIO;12/12/2023;800;;;;;;;;;;;;;;
MACEIO;12/12/2023;900;;;;;;;;;;;;;;
MACEIO;12/12/2023;1000;;;;;;;;;;;;;;
MACEIO;12/12/2023;1100;;;;;;;;;;;;;;
MACEIO;12/12/2023;1200;;;;;;;;;;;;;;
MACEIO;12/12/2023;1300;;;;;;;;;;;;;;
MACEIO;12/12/2023;1400;;;;;;;;;;;;;;
MACEIO;12/12/2023;1500;;;;;;;;;;;;;;
MACEIO;12/12/2023;1600;;;;;;;;;;;;;;
MACEIO;12/12/2023;1700;;;;;;;;;;;;;;
MACEIO;12/12/2023;1800;;;;;;;;;;;;;;
MACEIO;12/12/2023;1900;;;;;;;;;;;;;;
MACEIO;12/12/2023;2000;;;;;;;;;;;;;;
MACEIO;12/12/2023;2100;;;;;;;;;;;;;;
MACEIO;12/12/2023;2200;;;;;;;;;;;;;;
MACEIO;12/12/2023;2300;;;;;;;;;;;;;;
MACEIO;13/12/2023;0;;;;;;;;;;;;;;
MACEIO;13/12/2023;100;;;;;;;;;;;;;;
MACEIO;13/12/2023;200;;;;;;;;;;;;;;
MACEIO;13/12/2023;300;;;;;;;;;;;;;;
MACEIO;13/12/2023;400;;;;;;;;;;;;;;
MACEIO;13/12/2023;500;;;;;;;;;;;;;;
MACEIO;13/12/2023;600;;;;;;;;;;;;;;
MACEIO;13/12/2023;700;;;;;;;;;;;;;;
MACEIO;13/12/2023;800;;;;;;;;;;;;;;
MACEIO;13/12/2023;900;;;;;;;;;;;;;;
MACEIO;13/12/2023;1000;;;;;;;;;;;;;;
MACEIO;13/12/2023;1100;;;;;;;;;;;;;;
MACEIO;13/12/2023;1200;;;;;;;;;;;;;;
MACEIO;13/12/2023;1300;;;;;;;;;;;;;;
MACEIO;13/12/2023;1400;;;;;;;;;;;;;;
MACEIO;13/12/2023;1500;29,8;30,6;29,1;63;66;56;1003,6;1004,1;1003,6;4,8;106;8,4;2960,1;0
MACEIO;13/12/2023;1600;29,8;30,9;29,2;63;67;56;1002,9;1003,7;1002,9;5,2;94;9;3349,1;0
MACEIO;13/12/2023;1700;29,1;30,4;28,6;63;68;58;1002,1;1002,9;1002,1;4,8;105;8,8;2739;0
MACEIO;13/12/2023;1800;29,2;30,5;28,9;58;65;56;1001,7;1002,1;1001,7;5;105;8,5;2486,4;0
MACEIO;13/12/2023;1900;28,7;29,5;27,8;64;66;54;1001,6;1001,8;1001,5;4,2;107;8,2;1496;0
MACEIO;13/12/2023;2000;27,3;29;27,3;67;68;61;1001,8;1001,8;1001,6;4,1;96;7,8;270,7;0
MACEIO;13/12/2023;2100;26,6;27,3;26,6;72;72;67;1002,5;1002,5;1001,8;2,6;99;6,6;38,6;0
MACEIO;13/12/2023;2200;26,2;26,6;26,1;75;75;72;1003,3;1003,3;1002,5;1,5;117;4,6;;0
MACEIO;13/12/2023;2300;26,1;26,3;26,1;76;77;75;1003,9;1003,9;1003,3;2,4;119;4,5;;0
MACEIO;14/12/2023;0;25,9;26,2;25,9;76;76;75;1004,3;1004,3;1003,8;1,6;119;4,5;;0
MACEIO;14/12/2023;100;25,7;26;25,7;77;78;75;1004,2;1004,3;1004,2;2,3;116;4,4;;0
MACEIO;14/12/2023;200;25,2;25,8;25,2;78;79;76;1003,6;1004,3;1003,6;1,4;117;4,3;;0
MACEIO;14/12/2023;300;24,5;25,3;24,5;82;82;77;1002,9;1003,6;1002,9;0,8;122;2,6;;0
MACEIO;14/12/2023;400;24,4;25,1;24,3;84;85;81;1002,3;1003;1002,3;0,7;120;2,6;;0
MACEIO;14/12/2023;500;23,4;24,4;23,4;89;89;84;1002;1002,3;1002;0,4;255;1,5;;0
MACEIO;14/12/2023;600;23,1;23,4;23;91;91;89;1001,8;1002,1;1001,8;0,9;243;1,4;;0
MACEIO;14/12/2023;700;23,2;23,2;22,6;91;93;91;1001,8;1001,9;1001,6;1,4;264;1,9;;0
MACEIO;14/12/2023;800;23,2;23,2;23,1;91;92;90;1002,2;1002,2;1001,7;0,6;283;2,1;;0
MACEIO;14/12/2023;900;23,8;23,8;23,1;96;96;91;1003;1003,1;1002,2;0,7;53;2,9;162,8;1,2
MACEIO;14/12/2023;1000;23,2;25,3;23,2;97;97;89;1003,8;1003,9;1003;6,6;78;11;470,7;0,2
MACEIO;14/12/2023;1100;27,1;27,1;23,2;77;97;76;1003,9;1003,9;1003,6;3;108;11;1667,8;0
MACEIO;14/12/2023;1200;27,8;27,9;26,5;76;84;75;1004,2;1004,3;1003,8;3,8;100;7,2;1823,7;0,2
MACEIO;14/12/2023;1300;27,9;28,6;24,5;73;89;70;1004;1004,4;1004;5,8;94;10,1;2010,6;0,4
MACEIO;14/12/2023;1400;27,4;28,4;27,3;79;81;74;1004,1;1004,2;1003,9;3,5;132;9,7;2605,8;0
MACEIO;14/12/2023;1500;28,2;29;27,2;72;80;69;1003,6;1004,1;1003,6;5,4;110;9,4;3420,3;0
MACEIO;14/12/2023;1600;26,8;29,3;26,7;73;75;67;1003;1003,7;1003;5,3;83;11;2665,8;0
MACEIO;14/12/2023;1700;28,7;28,9;26,9;64;73;62;1002,1;1003,1;1002;2,7;97;8,5;2014;0
MACEIO;14/12/2023;1800;28,9;29,3;28,1;67;69;64;1001,6;1002,1;1001,6;3,4;102;7,7;1837,9;0
MACEIO;14/12/2023;1900;27,9;29,3;27,9;71;71;64;1001,3;1001,7;1001,2;3,3;102;7,5;1347,3;0
MACEIO;14/12/2023;2000;26,8;28,3;26,8;79;79;70;1001,5;1001,5;1001,1;3,4;108;6,6;249;0
MACEIO;14/12/2023;2100;26,2;26,8;26,2;83;83;79;1001,6;1001,7;1001,4;2,7;108;5,6;34,7;0
MACEIO;14/12/2023;2200;26,3;26,3;26,1;82;85;82;1002,5;1002,5;1001,5;2,9;87;6,5;;0
MACEIO;14/12/2023;2300;24,4;26,3;24,3;97;97;82;1002,6;1002,7;1002,5;0,4;74;6,6;;0,6
MACEIO;15/12/2023;0;25;25,2;24,4;95;97;92;1002,7;1002,8;1002,6;2;80;3,3;;0
MACEIO;15/12/2023;100;24,4;25;24,3;96;97;94;1002,8;1002,8;1002,6;1,1;86;3,5;;0,2
MACEIO;15/12/2023;200;24,6;25,1;24,4;93;97;91;1002,8;1002,9;1002,8;1,4;95;3,3;;0
MACEIO;15/12/2023;300;24,7;24,8;24,6;92;93;92;1002;1002,8;1002;1,4;108;3;;0
MACEIO;15/12/2023;400;24,9;25;24,6;90;92;90;1001,7;1002;1001,7;1,4;129;3,5;;0
MACEIO;15/12/2023;500;24,8;24,9;24,6;90;91;90;1001,7;1001,7;1001,6;1;135;3,3;;0
MACEIO;15/12/2023;600;25;25;24,6;86;92;86;1001,8;1001,8;1001,5;2,2;106;4,3;;0
MACEIO;15/12/2023;700;24,3;25,3;24,3;89;89;79;1002,1;1002,1;1001,7;1,9;131;6,6;;0
MACEIO;15/12/2023;800;23,4;24,3;23,4;95;95;89;1002,8;1002,8;1002,1;2,7;108;4,7;;0
MACEIO;15/12/2023;900;23,4;23,4;22,8;99;100;95;1003,6;1003,6;1002,8;1,5;64;4,7;92,7;1,4
MACEIO;15/12/2023;1000;23,3;23,5;23;98;100;97;1003,6;1003,9;1003,6;0,6;227;4,2;273,3;1
MACEIO;15/12/2023;1100;24,9;24,9;23,3;92;99;92;1004,1;1004,1;1003,6;0,7;25;2,5;673,7;0,4
MACEIO;15/12/2023;1200;28,3;28,4;24,9;77;92;77;1004,1;1004,1;1003,9;4,7;107;8,1;1861,2;0
MACEIO;15/12/2023;1300;28,2;29,6;27,6;75;80;71;1004,2;1004,2;1003,9;5;105;8,6;2444,3;0
MACEIO;15/12/2023;1400;29,1;29,3;28,2;70;75;65;1003,7;1004,2;1003,7;5,9;102;9,3;3103,7;0
MACEIO;15/12/2023;1500;29,5;29,9;28,8;66;71;63;1003;1003,7;1003;5,3;102;9,8;3258;0
MACEIO;15/12/2023;1600;28,8;31;28,6;69;71;59;1002,6;1003,1;1002,5;3,9;113;9;2377,1;0
MACEIO;15/12/2023;1700;29,3;29,7;28,3;70;75;63;1001,6;1002,6;1001,6;5,1;102;8,2;2322,1;0
MACEIO;15/12/2023;1800;28,1;29,5;27,9;74;75;66;1002;1002;1001,6;4,7;98;8,4;1507,4;0
MACEIO;15/12/2023;1900;28,3;28,3;27,7;71;75;68;1002;1002,1;1001,9;3,5;102;7,1;876,2;0
MACEIO;15/12/2023;2000;27;28,3;27;78;78;71;1002,8;1002,8;1002;2,4;125;5,8;307,8;0
MACEIO;15/12/2023;2100;26,1;27;26,1;82;82;77;1003;1003;1002,8;2,5;123;5,2;44,5;0
MACEIO;15/12/2023;2200;26;26,2;26;83;84;82;1003,5;1003,5;1002,9;1,4;110;5,2;;0
MACEIO;15/12/2023;2300;25,6;26;25,6;82;83;82;1004;1004;1003,5;1,3;129;2,8;;0
MACEIO;16/12/2023;0;25,2;25,6;24,9;86;88;82;1004,6;1004,6;1004;1;133;2,6;;0
MACEIO;16/12/2023;100;24,6;25,2;24,2;88;91;86;1004,8;1004,8;1004,6;1,1;131;2,5;;0
MACEIO;16/12/2023;200;24,1;24,9;24,1;89;90;86;1004,2;1004,8;1004,2;0,7;134;2,1;;0
MACEIO;16/12/2023;300;23,3;24,1;23,3;92;93;89;1003,6;1004,2;1003,6;0,3;88;1,5;;0
MACEIO;16/12/2023;400;22,8;23,3;22,5;95;97;92;1003;1003,6;1003;0,9;138;1,8;;0
MACEIO;16/12/2023;500;23;24,1;22,6;91;95;87;1002,9;1003;1002,8;0,6;154;2,1;;0
MACEIO;16/12/2023;600;21,5;23;21,5;97;97;91;1002,6;1002,9;1002,6;0,2;332;1,5;;0
MACEIO;16/12/2023;700;21,2;21,5;20,8;100;100;97;1002,7;1002,7;1002,5;0,6;220;1,4;;0
