LOCAL;DATA;HORA;Temp. Ins. (C);TEMP MAX;Temp. Min. (C);Umi. Ins. (%);Umi. Max. (%);Umi. Min. (%);PA INST;Pressao Max. (hPa);Pressao Min. (hPa);VEL VEN MED;Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
PIRANHAS;14/10/2023;0;;;;;;;;;;;;;;
PIRANHAS;14/10/2023;100;;;;;;;;;;;;;;
PIRANHAS;14/10/2023;200;25,1;25,5;25,1;78;78;76;993,6;993,9;993,6;3;94;6,7;;0
PIRANHAS;14/10/2023;300;24,6;25,1;24,6;80;80;78;993,4;993,6;993,3;2,5;98;6,5;;0
PIRANHAS;14/10/2023;400;24,1;24,6;24,1;81;81;80;992,9;993,4;992,9;2,4;101;5,7;;0
PIRANHAS;14/10/2023;500;23,7;24,1;23,7;83;83;81;992,6;992,9;992,6;2,5;95;6,1;;0
PIRANHAS;14/10/2023;600;23,5;23,8;23,5;84;84;82;992,6;992,6;992,5;2,4;84;5,8;;0
PIRANHAS;14/10/2023;700;23,1;23,5;23,1;87;87;84;993,1;993,1;992,6;2;92;4,3;;0
PIRANHAS;14/10/2023;800;22,9;23,1;22,9;87;87;87;993,9;993,9;993,1;0,2;109;3,5;;0
PIRANHAS;14/10/2023;900;23,4;23,4;22,8;84;87;84;994,4;994,4;993,9;1,4;97;3,9;133,5;0
PIRANHAS;14/10/2023;1000;25,7;25,7;23,4;73;84;73;995,1;995,1;994,4;2,9;84;5,6;904,9;0
PIRANHAS;14/10/2023;1100;27,4;27,5;25,2;64;75;64;995,3;995,3;995,1;3,2;100;7,2;1808,3;0
PIRANHAS;14/10/2023;1200;29,2;29,7;27,1;54;65;53;995,3;995,4;995,2;4,4;99;8,3;2488,4;0
PIRANHAS;14/10/2023;1300;30,6;31,4;28,6;48;56;47;994,9;995,4;994,9;3,5;101;8,8;2608,5;0
PIRANHAS;14/10/2023;1400;32;32,2;30,5;44;50;41;994;994,9;994;3,6;92;9,1;2641,5;0
PIRANHAS;14/10/2023;1500;33,3;33,7;32;39;44;39;992,8;994;992,8;3,5;87;9,3;3244,8;0
PIRANHAS;14/10/2023;1600;34,1;34,3;32,5;37;41;37;991,6;992,8;991,6;4,4;90;10,4;2472,6;0
PIRANHAS;14/10/2023;1700;34,7;35,4;33,3;37;40;35;991,1;991,6;991,1;3,8;84;10;2671,6;0
PIRANHAS;14/10/2023;1800;33,8;34,8;33,6;41;41;36;990,8;991,1;990,8;4,2;102;10,2;1862,4;0
PIRANHAS;14/10/2023;1900;32,6;33,9;32,6;44;44;40;991,2;991,2;990,8;5,5;99;12,1;1457;0
PIRANHAS;14/10/2023;2000;30,7;32,6;30,7;48;48;44;992,1;992,1;991,2;6,3;98;12,4;238,7;0
PIRANHAS;14/10/2023;2100;29,1;30,7;29,1;53;53;48;992,9;992,9;992,1;6,7;97;12,7;7,1;0
PIRANHAS;14/10/2023;2200;;;;;;;;;;;;;;
PIRANHAS;14/10/2023;2300;26,2;27,5;26,2;67;67;62;995,3;995,3;993,9;5,3;94;12,5;;0
PIRANHAS;15/10/2023;0;25,5;26,2;25,5;70;70;67;996,6;996,6;995,3;4,3;98;11,3;;0
PIRANHAS;15/10/2023;100;25;25,5;25;74;74;70;997,1;997,1;996,6;5,2;93;9,7;;0
PIRANHAS;15/10/2023;200;24,6;25;24,6;77;77;74;997;997,2;997;4,4;90;9,7;;0
PIRANHAS;15/10/2023;300;24;24,6;24;81;81;77;996,6;997;996,6;3,5;93;8,9;;0
PIRANHAS;15/10/2023;400;23,5;24;23,5;83;83;81;995,7;996,6;995,7;2,5;99;6,3;;0
PIRANHAS;15/10/2023;500;23,3;23,5;23,3;84;84;83;995,3;995,7;995,3;2,7;100;5,4;;0
PIRANHAS;15/10/2023;600;22,9;23,3;22,9;86;86;84;995,3;995,3;995,2;2,4;97;5,4;;0
PIRANHAS;15/10/2023;700;22,6;22,9;22,6;88;88;86;995,6;995,6;995,3;1,6;95;4;;0
PIRANHAS;15/10/2023;800;22,4;22,6;22,4;89;89;88;996;996;995,6;0,8;81;3,8;;0
PIRANHAS;15/10/2023;900;23,3;23,3;22,4;85;89;85;996,9;996,9;996;1,4;103;2,7;184,8;0
PIRANHAS;15/10/2023;1000;24,6;24,6;23,3;79;85;79;997,2;997,2;996,9;3,4;93;5,7;705,5;0
PIRANHAS;15/10/2023;1100;26,8;26,8;24,6;66;79;66;997,3;997,3;997,1;4,1;92;8,8;1719,8;0
PIRANHAS;15/10/2023;1200;28,8;29,3;26,8;53;66;52;997,1;997,3;997,1;4,6;85;10,7;2200,9;0
PIRANHAS;15/10/2023;1300;30,2;30,2;27;49;62;49;996,8;997,1;996,8;4;102;10,6;1574,5;0
PIRANHAS;15/10/2023;1400;31,6;32,1;30,2;40;49;39;995,9;996,8;995,9;5,1;96;10,3;3348,7;0
PIRANHAS;15/10/2023;1500;31;32,3;30,4;43;45;39;994,9;995,9;994,9;5,5;93;10,9;1905,7;0
PIRANHAS;15/10/2023;1600;30,5;31,8;30,5;45;45;41;993,7;994,9;993,7;4,3;110;11,8;2019;0
PIRANHAS;15/10/2023;1700;32,3;32,9;30,3;37;46;37;992,6;993,7;992,6;4,6;104;10,6;2103,7;0
PIRANHAS;15/10/2023;1800;32,7;33,2;31,8;33;38;32;992;992,6;992;4,8;90;11,5;1993,8;0
PIRANHAS;15/10/2023;1900;31,3;32,7;31,2;37;37;33;992,1;992,1;991,8;5,6;98;11,5;970,7;0
PIRANHAS;15/10/2023;2000;29,9;31,4;29,9;42;42;37;992,8;992,8;992;5;91;13,1;323,5;0
PIRANHAS;15/10/2023;2100;27,6;29,9;27,6;56;57;41;993,7;993,8;992,8;6,2;97;13,2;22,4;0
PIRANHAS;15/10/2023;2200;;;;;;;;;;;;;;
PIRANHAS;15/10/2023;2300;;;;;;;;;;;;;;
PIRANHAS;16/10/2023;0;24,5;25,4;24,5;69;69;65;996,9;996,9;996,2;3,8;104;8,8;;0
PIRANHAS;16/10/2023;100;23,8;24,5;23,8;75;75;69;997,1;997,1;996,9;2,9;101;7,2;;0
PIRANHAS;16/10/2023;200;23,2;23,8;23,2;78;78;75;996,8;997,1;996,8;2,5;99;6,8;;0
PIRANHAS;16/10/2023;300;22,6;23,2;22,6;82;82;78;996,3;996,8;996,3;1,2;76;5,7;;0
PIRANHAS;16/10/2023;400;21,6;22,6;21,6;86;86;82;995,8;996,3;995,8;0;218;2,8;;0
PIRANHAS;16/10/2023;500;21,1;21,6;21;88;88;86;995,2;995,8;995,2;0;159;1,1;;0
PIRANHAS;16/10/2023;600;20,9;21,2;20,9;90;90;88;994,9;995,2;994,8;0;131;0;;0
PIRANHAS;16/10/2023;700;20,6;21;20,6;90;90;89;994,9;995;994,9;0;222;0;;0
PIRANHAS;16/10/2023;800;20,4;20,7;20,4;91;91;90;995;995;994,8;0;221;1,1;;0
PIRANHAS;16/10/2023;900;21,7;21,7;20,3;84;92;84;995,4;995,4;995;0;113;1,2;152,5;0
PIRANHAS;16/10/2023;1000;23,8;23,8;21,6;77;84;75;996,2;996,2;995,4;1;96;2,9;911,8;0
PIRANHAS;16/10/2023;1100;26,4;26,7;23,8;61;78;60;996,7;996,7;996,2;3,6;77;7;1861,8;0
PIRANHAS;16/10/2023;1200;28,1;28,3;26,3;50;63;50;996,5;996,8;996,5;4,7;85;9,3;2886,9;0
PIRANHAS;16/10/2023;1300;29,8;29,9;28;43;51;43;995,9;996,5;995,9;5;90;9,9;3562,3;0
PIRANHAS;16/10/2023;1400;31,6;31,7;29,7;36;46;35;995,1;995,9;995,1;4,7;80;10,4;3837,4;0
PIRANHAS;16/10/2023;1500;31,4;32,6;30,5;36;40;33;994,1;995,1;994,1;3,6;110;10,3;2750,2;0
PIRANHAS;16/10/2023;1600;33,3;33,3;31,2;31;37;30;992,9;994,1;992,9;3,9;96;8,8;2723,2;0
PIRANHAS;16/10/2023;1700;33,2;33,7;32,2;30;33;30;992;992,9;992;4,3;95;10;2650,9;0
PIRANHAS;16/10/2023;1800;32,9;33,8;32,3;31;33;28;991,5;992;991,5;4,1;103;10,5;2232,7;0
PIRANHAS;16/10/2023;1900;31,6;33;31,6;33;33;31;991,4;991,5;991,3;5,1;98;11;1417;0
PIRANHAS;16/10/2023;2000;30,3;31,8;30,3;38;38;33;992,1;992,1;991,4;5,9;93;10,4;607,8;0
PIRANHAS;16/10/2023;2100;28,6;30,2;28,6;46;46;38;992,8;992,8;992,1;5;104;10,4;46;0
PIRANHAS;16/10/2023;2200;;;;;;;;;;;;;;
PIRANHAS;16/10/2023;2300;;;;;;;;;;;;;;
PIRANHAS;17/10/2023;0;24,7;25,8;24,7;70;70;63;994,9;994,9;994,3;5,3;91;9,3;;0
PIRANHAS;17/10/2023;100;23,9;24,7;23,9;76;76;70;995;995,1;994,9;3,2;92;9,3;;0
PIRANHAS;17/10/2023;200;23,2;23,9;23,2;78;78;76;994,5;995;994,5;2,8;95;6,8;;0
PIRANHAS;17/10/2023;300;22,8;23,2;22,7;81;81;78;993,9;994,5;993,9;1,7;97;5,8;;0
PIRANHAS;17/10/2023;400;22,3;22,8;22,3;83;83;81;993,6;993,9;993,6;0,3;91;4;;0
PIRANHAS;17/10/2023;500;21,6;22,3;21,6;86;86;83;993,1;993,6;993,1;0;96;1,6;;0
PIRANHAS;17/10/2023;600;21,7;21,9;21,6;83;86;83;992,9;993,1;992,9;0;148;2;;0
PIRANHAS;17/10/2023;700;21,2;21,7;21,1;86;87;83;993,3;993,3;992,9;0;136;1,4;;0
PIRANHAS;17/10/2023;800;21,4;21,4;21;86;87;85;993,9;993,9;993,3;0;20;1,2;;0
PIRANHAS;17/10/2023;900;21,9;21,9;21,4;89;89;84;994,4;994,4;993,9;0,2;120;2,6;112,2;0
PIRANHAS;17/10/2023;1000;23,8;23,8;21,9;78;89;78;995,1;995,1;994,4;3,2;100;6,1;909,4;0
PIRANHAS;17/10/2023;1100;26,6;26,7;23,8;61;79;60;995,4;995,5;995,1;4,4;90;8,4;1644,8;0
PIRANHAS;17/10/2023;1200;27,2;27,3;25,8;51;63;51;995,2;995,5;995,2;2,6;127;8,4;1271,4;0
PIRANHAS;17/10/2023;1300;30,2;30,6;27;38;52;37;995;995,3;995;3,6;108;8,7;2719,8;0
PIRANHAS;17/10/2023;1400;31;31,7;29,9;37;43;36;994,2;995,1;994,2;3,2;127;9,1;3474,9;0
PIRANHAS;17/10/2023;1500;32,7;33,2;31;27;38;27;992,7;994,2;992,7;2,1;135;9,3;3753,2;0
PIRANHAS;17/10/2023;1600;33,1;33,6;32,2;28;31;26;991,8;992,8;991,8;3,4;114;12,2;3547,7;0
PIRANHAS;17/10/2023;1700;33;33,9;31,5;27;31;27;991,1;991,8;991,1;3,5;113;11,3;2365,8;0
PIRANHAS;17/10/2023;1800;32,5;33,9;31,9;31;31;26;990,7;991,2;990,7;4,5;98;10,4;2091,4;0
PIRANHAS;17/10/2023;1900;31,8;32,5;31,6;36;36;31;991;991,1;990,5;2,9;114;10,9;1539,7;0
PIRANHAS;17/10/2023;2000;29,4;32;29,4;43;43;35;991,7;991,7;991;4,4;107;11,6;723,4;0
PIRANHAS;17/10/2023;2100;28;29,4;28;44;44;43;992,6;992,6;991,6;3,9;105;11,6;42,9;0
PIRANHAS;17/10/2023;2200;26,5;28;26,5;48;48;44;993,5;993,5;992,6;4,6;106;11,3;;0
PIRANHAS;17/10/2023;2300;25,5;26,5;25,5;54;54;48;994;994;993,5;5,1;99;9,5;;0
PIRANHAS;18/10/2023;0;24,4;25,5;24,4;62;62;54;995,1;995,1;994;3,8;105;9,5;;0
PIRANHAS;18/10/2023;100;;;;;;;;;;;;;;
PIRANHAS;18/10/2023;200;22,9;23,6;22,9;74;74;70;995;995,2;995;2,6;98;5,2;;0
PIRANHAS;18/10/2023;300;22;22,9;22;79;79;74;994,5;995;994,5;0,1;88;4,8;;0
PIRANHAS;18/10/2023;400;21,6;22;21,4;81;82;79;994,4;994,5;994,4;0,4;71;2,2;;0
PIRANHAS;18/10/2023;500;20,8;21,6;20,8;84;85;81;994;994,4;994;0;151;2,2;;0
PIRANHAS;18/10/2023;600;20,5;21,1;20,4;86;87;84;994;994,1;993,9;0,2;180;2,9;;0
PIRANHAS;18/10/2023;700;20,1;20,5;19,9;87;88;86;994,4;994,4;994;0;8;2,7;;0
PIRANHAS;18/10/2023;800;20,2;20,6;20,1;86;88;85;994,6;994,7;994,4;0,1;123;1,8;;0
PIRANHAS;18/10/2023;900;20,9;20,9;20,1;83;86;83;995,1;995,1;994,6;0,4;74;3,4;159,6;0
PIRANHAS;18/10/2023;1000;23,1;23,1;20,9;74;83;74;995,6;995,6;995,1;1,5;87;3,2;861,2;0
PIRANHAS;18/10/2023;1100;24,7;25,4;22,9;65;74;62;995,7;995,8;995,6;1,9;94;4,7;1656;0
PIRANHAS;18/10/2023;1200;27,4;27,4;24,4;54;67;54;995,4;995,7;995,4;2,7;93;6,2;2335,2;0
PIRANHAS;18/10/2023;1300;28,4;29,5;26,8;46;57;45;994,8;995,5;994,8;1,9;101;6,7;3435,8;0
PIRANHAS;18/10/2023;1400;30,3;31,1;28,4;38;48;37;993,9;994,8;993,9;3,1;74;6,7;3476,4;0
PIRANHAS;18/10/2023;1500;32,1;32,3;30,4;35;39;35;992,5;993,9;992,5;2,9;88;7,6;2988,1;0
PIRANHAS;18/10/2023;1600;31,9;33,2;31,6;35;38;34;991,1;992,5;991,1;3,6;95;9;2970,3;0
PIRANHAS;18/10/2023;1700;33,3;33,9;31,8;33;37;31;990;991,1;990;3,1;104;8,9;3144,4;0
PIRANHAS;18/10/2023;1800;33,2;33,6;32,5;32;34;31;989,7;990;989,6;3,7;110;9,3;1969,4;0
PIRANHAS;18/10/2023;1900;32,2;33,6;32;34;35;31;989,7;989,8;989,6;3,4;95;7,8;1272;0
PIRANHAS;18/10/2023;2000;31,2;32,5;31,2;38;38;34;990,3;990,3;989,7;3,6;98;8,1;565,3;0
PIRANHAS;18/10/2023;2100;28,8;31,2;28,8;48;48;38;990,9;990,9;990,3;5,9;97;10,9;28,1;0
PIRANHAS;18/10/2023;2200;27;28,8;27;56;56;48;991,8;991,8;990,9;6,1;96;11,4;;0
PIRANHAS;18/10/2023;2300;25,4;27;25,4;63;63;56;992,7;992,7;991,8;5,6;97;11,4;;0
PIRANHAS;19/10/2023;0;24,3;25,4;24,3;70;70;63;993,7;993,7;992,7;4;102;10,9;;0
PIRANHAS;19/10/2023;100;23,6;24,3;23,6;75;75;70;994;994;993,7;4;99;9,1;;0
PIRANHAS;19/10/2023;200;22,9;23,6;22,9;78;78;75;993,6;994,1;993,6;3;106;7,8;;0
PIRANHAS;19/10/2023;300;22,8;23;22,7;79;79;78;993,1;993,6;993,1;2,4;101;6,7;;0
PIRANHAS;19/10/2023;400;22,4;22,8;22,4;80;80;79;993;993,2;993;1,9;110;5,9;;0
PIRANHAS;19/10/2023;500;22;22,4;22;83;83;80;992,8;993;992,7;1,2;96;4,8;;0
PIRANHAS;19/10/2023;600;21,4;22;21,4;86;86;83;992,7;992,9;992,7;0,1;101;2,9;;0
PIRANHAS;19/10/2023;700;20,9;21,4;20,9;88;88;86;993;993;992,7;0;110;1,9;;0
PIRANHAS;19/10/2023;800;20,9;20,9;20,5;89;90;88;993,7;993,7;993;0;115;1;;0
PIRANHAS;19/10/2023;900;21,6;21,7;20,7;84;90;84;994,3;994,3;993,7;0;102;1,1;134,3;0
PIRANHAS;19/10/2023;1000;23;23,3;21,6;79;85;78;995,2;995,2;994,3;0,1;96;2;636,5;0
PIRANHAS;19/10/2023;1100;25,5;25,8;23;68;80;67;995,7;995,8;995,2;2;102;5,1;1774,3;0
PIRANHAS;19/10/2023;1200;28,1;28,1;25,5;54;68;52;995,4;995,7;995,4;2,8;82;6,1;2502,5;0
PIRANHAS;19/10/2023;1300;28,1;29,1;27,5;50;54;46;994,9;995,4;994,9;1,8;68;6,3;2277,3;0
PIRANHAS;19/10/2023;1400;30,4;30,5;28,1;42;51;41;994;994,9;994;1,5;116;6,1;3177,8;0
PIRANHAS;19/10/2023;1500;30,6;32,4;30,3;41;45;37;992,9;994;992,9;0,9;120;5,5;3500,1;0
PIRANHAS;19/10/2023;1600;33;33,4;30,6;33;42;33;991,7;992,8;991,7;1,4;190;5,9;3251,1;0
PIRANHAS;19/10/2023;1700;33,6;34,4;32,7;31;37;30;990,9;991,7;990,9;2,5;106;7,6;3061,8;0
PIRANHAS;19/10/2023;1800;34,3;34,9;33,2;29;34;28;990,2;990,9;990,2;2,2;94;7,6;2318,5;0
PIRANHAS;19/10/2023;1900;33,8;34,8;33,7;30;31;28;990,1;990,2;990;1;105;6,4;1504,9;0
PIRANHAS;19/10/2023;2000;32,7;34,1;32,7;33;33;29;990,5;990,5;990;3,1;96;6,4;605,5;0
PIRANHAS;19/10/2023;2100;30;32,7;30;49;49;33;991,4;991,4;990,5;6,3;93;10,5;38,2;0
PIRANHAS;19/10/2023;2200;;;;;;;;;;;;;;
PIRANHAS;19/10/2023;2300;26,4;27,9;26,4;66;66;59;993,6;993,7;992,7;4,7;105;11;;0
PIRANHAS;20/10/2023;0;;;;;;;;;;;;;;
PIRANHAS;20/10/2023;100;24,6;25,3;24,6;77;77;72;995;995;994,5;4;93;8,6;;0
PIRANHAS;20/10/2023;200;24,4;24,6;24,4;78;79;77;994,9;995;994,8;2,6;106;8,9;;0
PIRANHAS;20/10/2023;300;24;24,4;23,9;82;82;78;994,6;994,9;994,6;2,9;106;8,1;;0
PIRANHAS;20/10/2023;400;23,8;24;23,8;83;83;82;994,1;994,6;994,1;3,3;96;7,1;;0
PIRANHAS;20/10/2023;500;23,7;23,9;23,7;83;83;82;993,6;994;993,6;1,1;105;5,8;;0
PIRANHAS;20/10/2023;600;23,3;23,7;23,3;85;85;83;993,4;993,6;993,2;1,8;110;5,6;;0
PIRANHAS;20/10/2023;700;22,9;23,3;22,8;87;87;85;993,6;993,6;993,3;1,5;107;5,6;;0
PIRANHAS;20/10/2023;800;22,5;22,9;22,5;89;89;87;994;994;993,6;1,7;104;4,3;;0
PIRANHAS;20/10/2023;900;22,8;22,9;22,5;88;89;87;994,8;994,8;994;1,5;100;4,8;109;0
PIRANHAS;20/10/2023;1000;24,2;24,3;22,8;81;88;80;995,2;995,2;994,8;2,8;102;5,9;513,4;0
PIRANHAS;20/10/2023;1100;26,7;26,8;24,2;66;81;65;995,4;995,5;995,2;4,1;72;7;1641,3;0
PIRANHAS;20/10/2023;1200;28,2;28,4;26,6;58;66;58;995,2;995,5;995,1;2,4;92;6,9;2133,6;0
PIRANHAS;20/10/2023;1300;31,2;31,2;28,2;43;58;43;994,5;995,2;994,5;2,8;104;8,8;2382,3;0
PIRANHAS;20/10/2023;1400;32,8;32,8;30,4;36;47;36;993,5;994,6;993,5;1,6;122;8,8;3565,6;0
PIRANHAS;20/10/2023;1500;33;33,7;32;35;38;33;992,1;993,5;992,1;3,6;87;9,6;3591,3;0
PIRANHAS;20/10/2023;1600;34,5;34,6;32,8;33;36;32;990,7;992,1;990,7;3;93;9,7;3024,1;0
PIRANHAS;20/10/2023;1700;34,4;35,3;34;33;35;31;990;990,8;989,9;3,8;99;9,2;2632,4;0
PIRANHAS;20/10/2023;1800;34,3;35,1;34,2;36;36;32;989,9;990;989,8;4,9;95;9,7;2230,4;0
PIRANHAS;20/10/2023;1900;32,7;34,6;32,7;42;42;35;990,2;990,2;989,7;6;95;10,9;1557,8;0
PIRANHAS;20/10/2023;2000;30;32,7;30;53;53;42;991,3;991,3;990,2;6,6;98;11,8;429,4;0
PIRANHAS;20/10/2023;2100;27,4;30;27,4;65;65;53;992,5;992,5;991,3;7,1;90;13,4;39,2;0
PIRANHAS;20/10/2023;2200;;;;;;;;;;;;;;
PIRANHAS;20/10/2023;2300;25,7;26,4;25,7;69;69;66;994,2;994,2;993,4;5,2;92;10,5;;0
PIRANHAS;21/10/2023;0;;;;;;;;;;;;;;
PIRANHAS;21/10/2023;100;24,7;25,3;24,7;73;73;66;995,3;995,4;994,9;4;94;9,9;;0
PIRANHAS;21/10/2023;200;24,2;24,7;24,2;77;77;73;994,9;995,4;994,9;3,2;91;7;;0
PIRANHAS;21/10/2023;300;24;24,2;24;79;79;77;994,3;994,9;994,3;3;99;6;;0
PIRANHAS;21/10/2023;400;23,7;24;23,7;81;81;79;993,9;994,3;993,9;2,7;91;5,4;;0
PIRANHAS;21/10/2023;500;23,5;23,7;23,5;82;83;81;993,6;993,9;993,6;2,2;96;4,5;;0
PIRANHAS;21/10/2023;600;23,3;23,6;23,3;83;83;82;993,7;993,7;993,5;1,8;91;5;;0
PIRANHAS;21/10/2023;700;23;23,3;22,9;85;86;83;993,9;993,9;993,7;2,5;90;4,7;;0
PIRANHAS;21/10/2023;800;22,9;23;22,9;85;86;85;994,2;994,2;993,9;2;98;4,7;;0
PIRANHAS;21/10/2023;900;23;23;22,6;86;88;85;994,4;994,4;994,2;2,1;84;3,9;128,6;0
PIRANHAS;21/10/2023;1000;24,4;24,4;23;78;86;78;994,8;994,8;994,4;2,4;84;4,8;558,1;0
PIRANHAS;21/10/2023;1100;26,8;27,1;24,4;67;78;66;995;995,1;994,8;3,9;87;8,2;1563,8;0
PIRANHAS;21/10/2023;1200;28;28;26,4;60;69;60;994,8;995;994,8;4,9;89;9;1887,4;0
PIRANHAS;21/10/2023;1300;29,1;29,1;27,7;57;62;57;994,4;994,8;994,4;4,1;78;9,4;2114,9;0
PIRANHAS;21/10/2023;1400;30,4;30,9;29;52;57;51;993,6;994,4;993,6;3,6;97;9,4;2465,9;0
PIRANHAS;21/10/2023;1500;29,9;31,3;29,9;53;53;48;992,5;993,6;992,5;3;96;7,6;1197,6;0
PIRANHAS;21/10/2023;1600;30,2;30,6;29,7;52;54;51;991,4;992,5;991,4;2,4;113;8;1061,3;0
PIRANHAS;21/10/2023;1700;30,7;31,1;30;51;53;49;990,6;991,4;990,6;3,1;98;8,1;1320,9;0
PIRANHAS;21/10/2023;1800;30,5;31,1;30,4;51;51;49;990,3;990,7;990,3;4,6;92;7,9;1078,2;0
PIRANHAS;21/10/2023;1900;29,8;30,6;29,8;54;54;51;990,5;990,5;990,2;4,4;96;8,8;553,4;0
PIRANHAS;21/10/2023;2000;29;29,9;29;57;57;54;991,2;991,2;990,5;5;96;8,7;210,2;0
PIRANHAS;21/10/2023;2100;27,8;29;27,8;61;61;57;992;992;991,2;4,4;96;9,4;18,8;0
PIRANHAS;21/10/2023;2200;27;27,8;27;64;65;61;992,9;992,9;992;4,8;89;10,1;;0
PIRANHAS;21/10/2023;2300;26,5;27;26,5;68;68;63;993,9;993,9;992,9;4,2;97;10,7;;0
PIRANHAS;22/10/2023;0;25,3;26,5;25,3;73;74;68;994,4;994,5;993,9;4,7;91;9,1;;0
PIRANHAS;22/10/2023;100;24,9;25,3;24,9;73;74;71;994,7;994,7;994,4;4,5;89;9,9;;0
PIRANHAS;22/10/2023;200;24,3;24,9;24,3;78;78;73;994,2;994,7;994,2;4,2;92;9,4;;0
PIRANHAS;22/10/2023;300;23,8;24,3;23,8;82;82;78;993,7;994,2;993,7;2,7;96;7,9;;0
PIRANHAS;22/10/2023;400;23,3;23,8;23,3;84;84;82;993,2;993,7;993,2;1;85;4,7;;0
PIRANHAS;22/10/2023;500;23,1;23,3;23,1;85;86;84;993,2;993,2;993;0,3;90;3,4;;0
PIRANHAS;22/10/2023;600;22,5;23,1;22,5;87;87;85;993,5;993,5;993,1;0;165;1,9;;0
PIRANHAS;22/10/2023;700;22,9;22,9;22,5;86;87;86;994;994;993,5;0,9;107;2,2;;0
PIRANHAS;22/10/2023;800;23;23,1;22,9;86;86;86;994,3;994,3;994;1;103;3,6;;0
PIRANHAS;22/10/2023;900;23,5;23,5;23;85;86;85;994,9;994,9;994,3;1,4;96;4,3;151,3;0
PIRANHAS;22/10/2023;1000;24,4;24,4;23,5;80;85;80;995,6;995,6;994,9;1,8;86;3,4;385;0
PIRANHAS;22/10/2023;1100;26,1;26,5;24,4;71;81;69;995,6;995,7;995,4;2,7;97;5,2;1197,8;0
PIRANHAS;22/10/2023;1200;27,6;27,7;25,9;64;73;63;995,3;995,6;995,3;3,6;87;7,7;1350,3;0
PIRANHAS;22/10/2023;1300;29,4;29,5;27,6;56;64;55;994,7;995,3;994,7;2,7;79;7,7;1900,8;0
PIRANHAS;22/10/2023;1400;31,2;31,7;29,4;48;56;47;993,5;994,7;993,5;3,4;76;6,4;2544;0
PIRANHAS;22/10/2023;1500;32,8;33,2;31,1;43;49;43;992,1;993,5;992,1;4,3;97;8,4;3206,3;0
PIRANHAS;22/10/2023;1600;34,2;34,3;32,5;40;45;38;990,6;992,1;990,6;2,6;127;8,5;3319,2;0
PIRANHAS;22/10/2023;1700;33,2;34,6;33,1;42;42;38;989,7;990,6;989,7;4,4;98;9,3;2905,4;0
PIRANHAS;22/10/2023;1800;32,9;33,6;31,8;47;49;40;989,6;989,7;989,5;4,6;101;12,6;1069,8;0
PIRANHAS;22/10/2023;1900;30,9;33;30,4;53;55;46;990;990,1;989,5;5,6;94;14,1;1375,8;0
PIRANHAS;22/10/2023;2000;29,8;30,9;29,8;55;55;52;990,8;990,8;990;5,4;102;11,4;588,8;0
PIRANHAS;22/10/2023;2100;28,5;29,8;28,5;60;60;55;991,7;991,7;990,8;4,8;106;11,5;32,5;0
PIRANHAS;22/10/2023;2200;27,7;28,5;27,7;63;63;59;992,5;992,5;991,7;5,2;104;11,2;;0
PIRANHAS;22/10/2023;2300;;;;;;;;;;;;;;
PIRANHAS;23/10/2023;0;25,7;26,5;25,7;72;72;68;994,3;994,3;993,4;4,5;96;12,1;;0
PIRANHAS;23/10/2023;100;25,1;25,7;25,1;73;73;72;994,4;994,5;994,3;4,5;94;9,1;;0
PIRANHAS;23/10/2023;200;24,4;25,1;24,4;76;76;72;994,1;994,5;994,1;3,2;97;9,1;;0
PIRANHAS;23/10/2023;300;23,6;24,4;23,6;81;81;76;993,6;994,1;993,6;1;112;5,6;;0
PIRANHAS;23/10/2023;400;23,1;23,6;23,1;84;84;81;993;993,6;993;2,6;95;6;;0
PIRANHAS;23/10/2023;500;22,7;23,1;22,7;87;87;84;992,7;993;992,6;0,8;118;4,8;;0
PIRANHAS;23/10/2023;600;22,5;22,7;22,5;88;88;87;992,9;992,9;992,4;0,5;95;3,3;;0
PIRANHAS;23/10/2023;700;22,5;22,6;22,4;88;89;88;993,2;993,2;992,9;1,3;96;2,6;;0
PIRANHAS;23/10/2023;800;22,5;22,7;22,5;89;90;88;994,2;994,2;993,2;1,6;94;4,1;;0
PIRANHAS;23/10/2023;900;23,5;23,5;22,5;85;90;85;994,7;994,9;994,2;2,3;83;4;191;0
PIRANHAS;23/10/2023;1000;25,2;25,5;23,5;74;85;73;995,7;995,7;994,7;3,5;90;6,2;916,5;0
PIRANHAS;23/10/2023;1100;26,4;27;25;68;76;66;996,3;996,3;995,6;3,8;91;7,9;1301,5;0
PIRANHAS;23/10/2023;1200;29,2;29,2;26,4;55;68;55;995,9;996,3;995,8;4,5;84;9,4;2540,8;0
PIRANHAS;23/10/2023;1300;30,6;31;28,8;46;56;46;995,1;995,9;995,1;4;81;10,4;3338,6;0
PIRANHAS;23/10/2023;1400;32,3;32,7;30;40;47;40;994,1;995,1;994,1;3,4;109;9,8;3376,4;0
PIRANHAS;23/10/2023;1500;33;33,7;31,9;39;43;37;992,5;994,1;992,5;3,4;103;9,4;3739,2;0
PIRANHAS;23/10/2023;1600;33,7;34,5;32,4;36;41;35;990,9;992,5;990,9;3,4;98;10,2;3428,1;0
PIRANHAS;23/10/2023;1700;34,4;35;33,6;34;36;33;989,9;990,9;989,9;2,7;91;9,1;3069,4;0
