LOCAL;DATA;HORA;Temp. Ins. (C);TEMP MAX;Temp. Min. (C);Umi. Ins. (%);Umi. Max. (%);Umi. Min. (%);PA INST;Pressao Max. (hPa);Pressao Min. (hPa);VEL VEN MED;Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
PIRANHAS;24/12/2023;900;24,3;24,3;24,1;85;87;85;993,5;993,5;993;1,3;61;4,4;86,7;0
PIRANHAS;24/12/2023;1000;25,9;26,2;24,3;78;85;77;994,2;994,2;993,5;2,3;87;4,9;701,2;0
PIRANHAS;24/12/2023;1100;27,6;27,6;25,8;69;79;69;994,4;994,4;994,2;2,7;82;6,2;1052,3;0
PIRANHAS;24/12/2023;1200;28,1;28,4;27,5;67;70;66;994,7;994,8;994,4;2,6;85;6,4;1641,8;0
PIRANHAS;24/12/2023;1300;30,4;30,5;28,1;59;68;58;994,4;994,8;994,4;2,1;112;6,3;2183,9;0
PIRANHAS;24/12/2023;1400;31,6;32,6;30,4;53;60;50;993,4;994,4;993,4;2,8;92;6,3;3708,7;0
PIRANHAS;24/12/2023;1500;33,7;34,1;31,6;46;54;44;992,3;993,4;992,3;2,8;93;6,8;3541,4;0
PIRANHAS;24/12/2023;1600;35,1;35,6;33,7;41;46;40;991;992,3;991;2,9;94;7,1;3581,2;0
PIRANHAS;24/12/2023;1700;35,9;36,2;34,9;37;42;35;990;991;990;2,7;85;6,9;3229,7;0
PIRANHAS;24/12/2023;1800;35,3;36,4;35;39;39;36;989,3;990;989,3;3,9;102;9,3;1384,8;0
PIRANHAS;24/12/2023;1900;35,8;35,8;34,6;37;42;37;989,1;989,3;989,1;2,7;115;9,2;1482,3;0
PIRANHAS;24/12/2023;2000;33,8;36;33,8;45;45;37;989,9;989,9;989,1;4,9;102;10,2;969,1;0
PIRANHAS;24/12/2023;2100;32,3;33,9;32,3;50;50;45;991;991;989,9;5,2;104;10,2;182,8;0
PIRANHAS;24/12/2023;2200;30,3;32,3;30,3;61;61;50;991,7;991,7;991;6,1;97;10,6;;0
PIRANHAS;24/12/2023;2300;28,5;30,3;28,5;68;68;61;992,7;992,7;991,7;5,4;95;13,4;;0
PIRANHAS;25/12/2023;0;27,5;28,5;27,5;68;69;68;993,4;993,4;992,7;5,3;98;9,9;;0
PIRANHAS;25/12/2023;100;26,6;27,5;26,6;71;71;68;994;994;993,4;3,4;91;9,8;;0
PIRANHAS;25/12/2023;200;;;;;;;;;;;;;;
PIRANHAS;25/12/2023;300;25;25,7;25;80;80;77;993,2;993,9;993,2;2,7;102;6,3;;0
PIRANHAS;25/12/2023;400;24,5;25;24,5;83;83;80;992,6;993,2;992,6;3,4;99;6,7;;0
PIRANHAS;25/12/2023;500;24,2;24,5;24,2;85;85;83;992,1;992,6;992,1;3,4;92;6,7;;0
PIRANHAS;25/12/2023;600;23,9;24,2;23,9;87;87;85;992,2;992,2;992;2,3;95;6;;0
PIRANHAS;25/12/2023;700;23,7;23,9;23,7;88;88;87;992,5;992,5;992,2;0,8;79;3,4;;0
PIRANHAS;25/12/2023;800;23,8;23,8;23,6;89;89;88;992,7;992,7;992,4;0,1;127;2,9;;0
PIRANHAS;25/12/2023;900;24,1;24,1;23,8;87;89;87;993,3;993,3;992,7;0,2;126;2,2;77,5;0
PIRANHAS;25/12/2023;1000;25,2;25,3;24,1;83;88;82;994,1;994,1;993,3;0,6;101;2,3;428,1;0
PIRANHAS;25/12/2023;1100;25,9;26,2;25,2;80;83;77;994,5;994,5;994,1;3,2;82;5,8;580,3;0
PIRANHAS;25/12/2023;1200;25,9;26,9;25,7;84;84;77;994,8;994,8;994,5;3,7;83;6,4;1279,8;0
PIRANHAS;25/12/2023;1300;29,5;29,9;25,9;65;89;64;994,2;994,8;994,2;2,9;92;7;2786,2;0
PIRANHAS;25/12/2023;1400;32,1;32,3;29,5;53;65;51;993,6;994,2;993,6;3,2;101;8,9;3362,2;0
PIRANHAS;25/12/2023;1500;32,6;33,3;31,9;49;53;47;992,6;993,6;992,6;4,1;77;9,1;2503,1;0
PIRANHAS;25/12/2023;1600;33,8;34,4;32,5;49;49;45;991,9;992,6;991,9;4,9;87;10,2;3300,1;0
PIRANHAS;25/12/2023;1700;32,1;33,7;31,8;53;53;49;991,4;992;991,4;3,9;90;11,3;2331,9;0
PIRANHAS;25/12/2023;1800;34,2;34,2;32,1;43;52;43;990,6;991,4;990,6;4,4;82;8,8;1725,6;0
PIRANHAS;25/12/2023;1900;34,1;34,4;33,7;43;45;42;990,2;990,6;990,1;3,1;108;8,4;1615,2;0
PIRANHAS;25/12/2023;2000;33,2;34,3;33,2;43;43;41;990,3;990,3;990;4,7;95;9,3;887,4;0
PIRANHAS;25/12/2023;2100;31,8;33,2;31,8;46;46;43;990,9;990,9;990,3;4,8;96;9,7;169,9;0
PIRANHAS;25/12/2023;2200;30,5;31,8;30,5;52;52;46;991,6;991,6;990,9;4,8;98;10,7;;0
PIRANHAS;25/12/2023;2300;;;;;;;;;;;;;;
PIRANHAS;26/12/2023;0;;;;;;;;;;;;;;
PIRANHAS;26/12/2023;100;26,5;27,4;26,5;77;77;71;993,5;993,5;993,1;4,7;97;10,7;;0
PIRANHAS;26/12/2023;200;;;;;;;;;;;;;;
PIRANHAS;26/12/2023;300;25,7;26,1;25,7;81;81;79;992,5;993,1;992,5;2,8;97;7,3;;0
PIRANHAS;26/12/2023;400;25,6;25,8;25,6;82;82;81;991,9;992,5;991,9;1,9;116;5,6;;0
PIRANHAS;26/12/2023;500;25,3;25,6;25,3;84;84;82;992,1;992,2;991,9;1,1;97;5,4;;0
PIRANHAS;26/12/2023;600;25,1;25,3;25,1;85;85;84;991,9;992,1;991,9;1,6;105;4,2;;0
PIRANHAS;26/12/2023;700;24,8;25,1;24,7;86;86;85;992,3;992,3;991,8;1,9;99;4,7;;0
PIRANHAS;26/12/2023;800;24,7;24,8;24,7;86;86;86;992,9;992,9;992,3;0,6;105;4;;0
PIRANHAS;26/12/2023;900;25,2;25,2;24,5;83;87;83;993,6;993,6;992,9;2,2;97;4,1;117,8;0
PIRANHAS;26/12/2023;1000;26,5;26,5;25,1;76;84;76;994;994;993,6;1,1;89;4,1;641;0
PIRANHAS;26/12/2023;1100;27,2;27,2;26,5;73;77;73;994,4;994,4;994;2;82;4,9;905,4;0
PIRANHAS;26/12/2023;1200;29,5;29,8;27,1;62;74;61;994,5;994,5;994,4;3,3;83;7,1;1895,3;0
PIRANHAS;26/12/2023;1300;30,3;30,4;29,3;60;63;59;994,3;994,5;994,2;3,6;85;7,2;1557;0
PIRANHAS;26/12/2023;1400;32,4;32,4;30,3;49;61;49;993,4;994,3;993,4;3,1;70;7,6;2894,1;0
PIRANHAS;26/12/2023;1500;33,4;34,9;32,4;48;50;42;992,5;993,4;992,5;3,1;69;7,8;2910,6;0
PIRANHAS;26/12/2023;1600;34,6;35,4;32,9;44;48;40;991,5;992,5;991,5;3,4;86;7,8;2979,3;0
PIRANHAS;26/12/2023;1700;35,6;35,9;34,5;38;44;38;990,4;991,5;990,4;2,6;71;7,4;2444,4;0
PIRANHAS;26/12/2023;1800;36,3;37,1;35,5;36;38;33;989,5;990,4;989,5;2,2;88;8;1576,2;0
PIRANHAS;26/12/2023;1900;35,6;36,9;35,6;36;36;33;989,3;989,5;989,2;3,3;99;7,8;1223,8;0
PIRANHAS;26/12/2023;2000;34,8;36,3;34,8;39;39;34;989,1;989,3;989,1;4,2;97;8,3;825,6;0
PIRANHAS;26/12/2023;2100;33,1;34,8;33,1;46;46;39;989,4;989,4;989,1;5,1;93;9,3;164,3;0
PIRANHAS;26/12/2023;2200;30,9;33,1;30,9;53;53;46;990,1;990,1;989,4;5,6;97;10,6;;0
PIRANHAS;26/12/2023;2300;;;;;;;;;;;;;;
PIRANHAS;27/12/2023;0;;;;;;;;;;;;;;
PIRANHAS;27/12/2023;100;27,4;28,2;27,4;69;69;65;992,1;992,1;991,7;4,4;87;9,2;;0
PIRANHAS;27/12/2023;200;26,6;27,4;26,6;73;73;69;992,2;992,3;992,1;3,9;91;8,6;;0
PIRANHAS;27/12/2023;300;25,8;26,6;25,8;77;77;73;992;992,3;991,9;2,4;93;6,9;;0
PIRANHAS;27/12/2023;400;25,2;25,8;25,2;81;81;77;991,5;992;991,5;2,6;89;5;;0
PIRANHAS;27/12/2023;500;24,6;25,2;24,6;85;85;81;991,1;991,6;991,1;2;92;4,7;;0
PIRANHAS;27/12/2023;600;24,1;24,6;24,1;88;88;85;991,1;991,1;990,9;1,4;91;4,5;;0
PIRANHAS;27/12/2023;700;23,7;24,1;23,7;91;91;88;991,2;991,2;991,1;0,1;119;2,8;;0
PIRANHAS;27/12/2023;800;23,8;23,8;23,7;91;92;91;991,6;991,6;991,2;1;111;3,4;;0
PIRANHAS;27/12/2023;900;24,5;24,5;23,8;87;91;87;992,3;992,3;991,6;2,1;103;4,1;147,8;0
PIRANHAS;27/12/2023;1000;25,2;25,2;24,5;83;87;83;992,3;992,3;992,2;2,2;88;5,2;736,5;0
PIRANHAS;27/12/2023;1100;27,9;27,9;25,2;68;83;68;992,6;992,7;992,3;2,5;88;5,4;1796;0
PIRANHAS;27/12/2023;1200;30,8;30,8;27,8;55;68;54;992,5;992,7;992,5;3,2;101;6,1;2656,7;0
PIRANHAS;27/12/2023;1300;32,2;32,9;30,2;47;56;46;992;992,6;991,9;3,2;80;6,4;3270,6;0
PIRANHAS;27/12/2023;1400;34,5;35;32,2;39;48;38;991,1;992;991,1;2,9;104;7;3663,5;0
PIRANHAS;27/12/2023;1500;36,2;36,5;34,2;31;41;31;990,4;991,2;990,4;3,8;87;7,6;3780,7;0
PIRANHAS;27/12/2023;1600;37,5;37,6;36,1;29;33;28;989,4;990,4;989,3;3,3;80;8,9;3649,8;0
PIRANHAS;27/12/2023;1700;38,6;38,7;36,7;25;31;24;988,6;989,4;988,6;3;104;8,9;3106,1;0
PIRANHAS;27/12/2023;1800;38,8;39,5;38,4;23;27;20;988;988,6;988;3,5;101;8,5;1611,4;0
PIRANHAS;27/12/2023;1900;38,1;39;37,9;25;26;23;987,6;988;987,6;3,9;98;9,7;1630;0
PIRANHAS;27/12/2023;2000;36,7;38,1;36,7;28;28;23;988,1;988,1;987,6;4,5;104;9,6;957,5;0
PIRANHAS;27/12/2023;2100;34,8;36,7;34,8;36;36;28;988,8;988,8;988,1;4,5;104;9,5;186,8;0
PIRANHAS;27/12/2023;2200;;;;;;;;;;;;;;
PIRANHAS;27/12/2023;2300;29,4;31,8;29,4;62;62;52;990,6;990,6;989,5;6,2;97;10,9;;0
PIRANHAS;28/12/2023;0;;;;;;;;;;;;;;
PIRANHAS;28/12/2023;100;;;;;;;;;;;;;;
PIRANHAS;28/12/2023;200;26,4;27,3;26,4;77;77;72;992,2;992,4;992,2;2,9;95;7;;0
PIRANHAS;28/12/2023;300;25,8;26,4;25,8;80;80;77;991,9;992,3;991,8;2,7;93;6,1;;0
PIRANHAS;28/12/2023;400;25,3;25,8;25,3;83;83;80;991,9;992;991,8;3;111;7;;0
PIRANHAS;28/12/2023;500;24,9;25,3;24,9;85;85;83;991,8;991,9;991,8;3,3;93;7,3;;0
PIRANHAS;28/12/2023;600;24,7;24,9;24,7;86;86;85;991,3;991,8;991,3;3,2;82;6,8;;0
PIRANHAS;28/12/2023;700;24,3;24,7;24,3;86;86;85;991,6;991,6;991,2;1,9;71;6,8;;0
PIRANHAS;28/12/2023;800;24;24,3;24;87;87;86;992,5;992,5;991,6;0,4;101;4,5;;0
PIRANHAS;28/12/2023;900;24,8;24,8;23,5;82;88;82;993;993;992,5;0,6;86;3,8;103,1;0
PIRANHAS;28/12/2023;1000;26,1;26,1;24,8;77;82;77;993,3;993,3;993;3,4;83;6;874,3;0
PIRANHAS;28/12/2023;1100;28,3;28,3;26;65;77;65;993,4;993,4;993,2;2,8;78;6;1666,2;0
PIRANHAS;28/12/2023;1200;30,1;30,3;27,3;55;68;54;993,5;993,6;993,4;4;88;8,2;1939,5;0
PIRANHAS;28/12/2023;1300;32;32,1;29,7;49;57;48;992,9;993,5;992,8;3,5;102;8,9;3172,7;0
PIRANHAS;28/12/2023;1400;33,5;33,5;31,8;44;49;43;992,2;992,9;992,2;2,8;66;8,3;3672,5;0
PIRANHAS;28/12/2023;1500;35,9;35,9;33,5;37;44;36;991,1;992,2;991,1;2,7;118;8,3;3751,9;0
PIRANHAS;28/12/2023;1600;36,2;36,4;34,8;35;38;34;990,2;991,2;990,2;3,8;105;9,4;3623;0
PIRANHAS;28/12/2023;1700;36,7;37,8;35,7;33;37;31;988,9;990,2;988,9;3,5;108;9,4;3083,6;0
PIRANHAS;28/12/2023;1800;36,5;37,9;36,5;32;33;30;988,4;988,9;988,3;4,7;87;10,7;1650,6;0
PIRANHAS;28/12/2023;1900;36,3;37,4;36,3;33;33;31;988,4;988,4;988,3;4,3;98;10;1664,1;0
PIRANHAS;28/12/2023;2000;34,9;36,4;34,9;36;36;32;988,7;988,7;988,3;5;99;10;927,9;0
PIRANHAS;28/12/2023;2100;32,5;34,9;32,5;46;46;36;989,3;989,3;988,7;6;98;11,1;187,6;0
PIRANHAS;28/12/2023;2200;30;32,5;30;57;57;46;990,6;990,6;989,3;6,3;99;12,1;;0
PIRANHAS;28/12/2023;2300;28,2;30;28,2;65;65;57;991,4;991,4;990,6;6,2;100;12,2;;0
PIRANHAS;29/12/2023;0;;;;;;;;;;;;;;
PIRANHAS;29/12/2023;100;;;;;;;;;;;;;;
PIRANHAS;29/12/2023;200;26;26,4;26;77;78;76;993,4;993,5;993,2;4,6;101;10,6;;0
PIRANHAS;29/12/2023;300;25,8;26;25,7;79;79;77;993,2;993,5;993,2;3,1;98;8,9;;0
PIRANHAS;29/12/2023;400;25,2;25,8;25,2;81;81;79;992,8;993,2;992,8;3,8;98;7,3;;0
PIRANHAS;29/12/2023;500;24,8;25,2;24,8;83;83;81;992,6;992,9;992,6;3,4;96;7;;0
PIRANHAS;29/12/2023;600;24,5;24,8;24,5;85;85;83;992,6;992,6;992,5;2,1;96;6,3;;0
PIRANHAS;29/12/2023;700;24,1;24,5;24,1;88;88;85;992,6;992,6;992,4;1,4;90;5,2;;0
PIRANHAS;29/12/2023;800;24;24,2;23,9;89;90;88;993,1;993,1;992,6;0,3;126;4,3;;0
PIRANHAS;29/12/2023;900;24,1;24,1;23,9;88;89;88;993,6;993,6;993;1,6;95;3,5;83,7;0
PIRANHAS;29/12/2023;1000;25,7;26;24,1;80;88;78;993,9;993,9;993,6;3;95;5,3;731,7;0
PIRANHAS;29/12/2023;1100;28;28;25,7;65;80;65;993,9;994;993,8;3,4;87;7,4;1279,1;0
PIRANHAS;29/12/2023;1200;30;30;27,5;54;68;54;993,6;994;993,6;2,9;94;7,1;2221,8;0
PIRANHAS;29/12/2023;1300;30,6;31,4;29;53;58;49;992,9;993,6;992,9;3,4;103;7,5;2409,7;0
PIRANHAS;29/12/2023;1400;33;33,5;30,6;45;53;42;992;992,9;992;2,7;103;6,8;3644,5;0
PIRANHAS;29/12/2023;1500;34,1;34,3;32,8;41;45;40;990,9;992;990,9;3,2;75;8;3744,4;0
PIRANHAS;29/12/2023;1600;34,8;35,8;33,8;38;41;35;989,9;990,9;989,9;2,3;99;7,4;3461,1;0
PIRANHAS;29/12/2023;1700;36;36,5;34,8;31;39;30;989;989,9;989;2,9;73;8,1;2732,4;0
PIRANHAS;29/12/2023;1800;36,6;37;35,9;29;32;28;988,2;989;988,2;3,9;89;8,5;1689;0
PIRANHAS;29/12/2023;1900;36,8;37,1;35,7;27;29;27;988,4;988,4;988,1;2,4;109;8,5;1412,9;0
PIRANHAS;29/12/2023;2000;35,7;37,5;35,6;31;31;26;988,9;988,9;988,4;2,2;121;10;1109,4;0
PIRANHAS;29/12/2023;2100;33,6;35,7;33,6;32;33;30;989,4;989,4;988,9;3,6;100;8;200,5;0
PIRANHAS;29/12/2023;2200;31,5;33,6;31,5;46;46;32;990,3;990,3;989,4;5,8;97;10,7;;0
PIRANHAS;29/12/2023;2300;29,2;31,5;29,2;56;56;46;991,2;991,2;990,3;5,4;89;12,1;;0
PIRANHAS;30/12/2023;0;;;;;;;;;;;;;;
PIRANHAS;30/12/2023;100;;;;;;;;;;;;;;
PIRANHAS;30/12/2023;200;25,7;26,4;25,7;76;76;72;992,7;992,7;992,6;3,4;99;9;;0
PIRANHAS;30/12/2023;300;;;;;;;;;;;;;;
PIRANHAS;30/12/2023;400;24,8;25,2;24,8;82;82;80;992;992,3;992;2,7;97;5,8;;0
PIRANHAS;30/12/2023;500;24,5;24,8;24,5;84;84;82;991,5;992;991,5;2,3;97;5,8;;0
PIRANHAS;30/12/2023;600;24,2;24,5;24,2;85;86;84;991,7;991,7;991,5;1,9;99;4,5;;0
PIRANHAS;30/12/2023;700;23,7;24,2;23,7;87;87;85;991,7;991,7;991,6;1,1;112;4,4;;0
PIRANHAS;30/12/2023;800;23,5;23,8;23,5;88;88;87;992,7;992,7;991,6;1,4;74;4;;0
PIRANHAS;30/12/2023;900;24,3;24,3;23,3;85;89;85;993,5;993,5;992,7;0,5;106;3,4;117,1;0
PIRANHAS;30/12/2023;1000;25,6;25,7;24,2;79;86;78;993,8;993,8;993,5;2,6;94;4,9;871;0
PIRANHAS;30/12/2023;1100;27,4;27,6;25,5;68;79;67;993,5;993,8;993,5;2,4;91;5,6;1793;0
PIRANHAS;30/12/2023;1200;30,1;30,1;27,4;55;68;55;993,2;993,5;993,2;1,9;107;6;2619,7;0
PIRANHAS;30/12/2023;1300;32;32,3;29,9;45;55;45;992,4;993,3;992,4;2,6;104;5,7;3203,6;0
PIRANHAS;30/12/2023;1400;33,6;34,1;31,9;41;47;39;991,8;992,5;991,8;2,1;101;5,9;3523,8;0
PIRANHAS;30/12/2023;1500;34,9;35,6;33,6;33;42;33;990,9;991,8;990,9;1,4;44;5,9;3736,4;0
PIRANHAS;30/12/2023;1600;37,2;37,4;34,9;29;34;29;989,7;990,9;989,7;1,2;69;6,1;3586;0
PIRANHAS;30/12/2023;1700;37,7;38,5;36,1;24;31;24;988,6;989,7;988,6;2,2;259;7,4;3009,3;0
PIRANHAS;30/12/2023;1800;37,7;38,4;37,1;26;28;24;987,4;988,6;987,4;1,4;170;6,3;1770,2;0
PIRANHAS;30/12/2023;1900;37,6;38,7;37;25;27;24;986,9;987,4;986,9;1,4;123;6;1636,6;0
PIRANHAS;30/12/2023;2000;36,9;37,7;36,9;26;26;25;986,7;986,9;986,7;1,5;126;4,8;976,4;0
PIRANHAS;30/12/2023;2100;35,3;36,9;35,3;29;29;26;986,9;986,9;986,7;3,5;95;6,9;180,1;0
PIRANHAS;30/12/2023;2200;33,7;35,2;33,7;37;37;29;987,4;987,4;986,9;4,4;88;10,3;;0
PIRANHAS;30/12/2023;2300;;;;;;;;;;;;;;
PIRANHAS;31/12/2023;0;29,3;30,7;29,3;56;56;52;989,4;989,4;988,4;4,4;99;9,1;;0
PIRANHAS;31/12/2023;100;27,9;29,3;27,9;61;61;56;990,3;990,3;989,4;4,1;104;8,1;;0
PIRANHAS;31/12/2023;200;26,9;27,9;26,9;65;65;61;990,5;990,6;990,3;3,8;96;7,9;;0
PIRANHAS;31/12/2023;300;26,2;26,9;26,2;69;69;65;989,9;990,5;989,9;3,1;94;6,6;;0
PIRANHAS;31/12/2023;400;25,6;26,2;25,6;73;73;69;989,9;990,1;989,9;2,2;98;5,5;;0
PIRANHAS;31/12/2023;500;25;25,6;25;76;76;73;989,3;989,9;989,3;2;95;3,9;;0
PIRANHAS;31/12/2023;600;24,5;25;24,5;80;80;76;989,3;989,4;989,3;0,6;119;3,3;;0
PIRANHAS;31/12/2023;700;24,1;24,5;24,1;83;83;80;989,8;989,8;989,3;0;177;2,8;;0
PIRANHAS;31/12/2023;800;23,9;24,1;23,8;84;85;83;990;990;989,8;0,1;100;1,7;;0
PIRANHAS;31/12/2023;900;24,8;24,8;23,8;81;85;81;990,6;990,6;990;0,8;99;2,7;110,8;0
PIRANHAS;31/12/2023;1000;26;26,1;24,8;76;81;75;991,3;991,3;990,6;1,1;94;3;747,2;0
PIRANHAS;31/12/2023;1100;28,5;28,5;26;66;76;66;991,8;991,8;991,3;1,4;107;3,7;1629,4;0
PIRANHAS;31/12/2023;1200;31,4;31,5;28,5;54;66;54;991,8;991,9;991,7;0,8;247;3,9;2441,3;0
PIRANHAS;31/12/2023;1300;33,4;33,4;31,3;48;55;48;991,3;991,8;991,3;1,2;277;5,8;3067,7;0
PIRANHAS;31/12/2023;1400;35,3;35,7;33,2;43;50;41;990,9;991,3;990,8;1,3;141;4,1;3624,5;0
PIRANHAS;31/12/2023;1500;36,4;36,4;35,1;36;44;36;989,8;990,9;989,8;1,7;110;4,8;3754,3;0
PIRANHAS;31/12/2023;1600;37,9;38,1;36,3;29;36;29;988,7;989,8;988,7;1,3;174;4,9;3743,1;0
PIRANHAS;31/12/2023;1700;38,2;39,3;37,4;31;35;29;987,5;988,7;987,5;1,3;211;5,5;3113,9;0
PIRANHAS;31/12/2023;1800;38,5;39,3;37,7;31;33;29;986,7;987,5;986,6;2,7;104;7;2084,2;0
PIRANHAS;31/12/2023;1900;35,8;38,8;35,6;37;39;29;986,6;986,9;986,6;2,2;204;8,5;937;0
PIRANHAS;31/12/2023;2000;35,5;35,8;35,1;38;40;37;987,1;987,1;986,6;0,3;129;7,4;494;0
PIRANHAS;31/12/2023;2100;34,1;35,5;34,1;38;39;36;987,9;987,9;987,1;4;104;10,4;61,3;0
PIRANHAS;31/12/2023;2200;30,7;34,1;30,7;58;58;38;989,1;989,1;987,8;6;101;13,8;;0
PIRANHAS;31/12/2023;2300;29,1;30,7;29,1;63;63;58;990,5;990,5;989,1;5,3;97;10,7;;0
PIRANHAS;01/01/2024;0;;;;;;;;;;;;;;
PIRANHAS;01/01/2024;100;27,6;28,3;27,6;69;69;65;992,3;992,5;991,7;3;101;6,9;;0
PIRANHAS;01/01/2024;200;27;27,6;27;71;71;69;992,2;992,3;992,1;1,7;111;5,8;;0
PIRANHAS;01/01/2024;300;26,3;27;26,3;76;76;72;991,4;992,2;991,4;1,4;119;7,1;;0
PIRANHAS;01/01/2024;400;25,8;26,3;25,8;79;79;76;991,7;991,7;991,4;1;107;6,5;;0
PIRANHAS;01/01/2024;500;25,6;25,8;25,6;80;80;79;991,2;991,7;991,2;2,8;103;5,7;;0
PIRANHAS;01/01/2024;600;25,5;25,6;25,4;82;82;80;991,3;991,4;991;1,4;97;5,7;;0
PIRANHAS;01/01/2024;700;25,4;25,5;25,3;82;82;81;991,1;991,3;991;1,4;92;3,5;;0
PIRANHAS;01/01/2024;800;25,4;25,5;25,2;82;83;82;991,5;991,5;991;0,4;108;3,4;;0
PIRANHAS;01/01/2024;900;25,7;25,7;25,3;82;83;82;992;992;991,5;1,6;91;4,1;83,3;0
PIRANHAS;01/01/2024;1000;26,8;26,8;25,7;77;82;77;992,2;992,2;992;1,6;96;4,1;695,6;0
PIRANHAS;01/01/2024;1100;27,7;28,3;26,8;72;77;69;992,6;992,6;992,2;1,9;92;4,2;1370,8;0
PIRANHAS;01/01/2024;1200;30,8;30,8;27,7;61;73;61;992,3;992,6;992,3;0,6;114;4,4;2134,7;0
PIRANHAS;01/01/2024;1300;32,5;32,5;30,5;50;61;50;992;992,3;992;1,8;114;5,1;3310,3;0
PIRANHAS;01/01/2024;1400;32,4;34,2;32,3;48;50;44;991,5;992;991,4;1,7;101;5;3027;0
PIRANHAS;01/01/2024;1500;34,4;35;32,4;43;49;42;990,4;991,5;990,4;2,1;100;5;2997;0
PIRANHAS;01/01/2024;1600;35,6;36,1;34,4;38;44;38;989,2;990,4;989,2;1,5;89;4,7;3157,5;0
PIRANHAS;01/01/2024;1700;36,5;36,7;35,3;35;38;34;987,6;989,2;987,6;1,7;50;6,3;2678,9;0
PIRANHAS;01/01/2024;1800;36,8;37,1;35,6;33;37;32;986,6;987,6;986,6;3,2;72;7,3;1285,7;0
PIRANHAS;01/01/2024;1900;36,7;37,7;36,4;31;34;30;986,4;986,7;986,2;3,9;96;9,2;1859,6;0
PIRANHAS;01/01/2024;2000;35,8;36,9;35,8;33;33;30;986,6;986,6;986,2;3,8;99;8,8;1029,2;0
PIRANHAS;01/01/2024;2100;33,3;35,8;33,3;42;42;33;987,5;987,5;986,6;7,1;101;14,1;164,8;0
PIRANHAS;01/01/2024;2200;30,6;33,3;30,6;54;54;42;989,3;989,3;987,5;6,3;87;14,1;;0
PIRANHAS;01/01/2024;2300;;;;;;;;;;;;;;
PIRANHAS;02/01/2024;0;;;;;;;;;;;;;;
PIRANHAS;02/01/2024;100;;;;;;;;;;;;;;
PIRANHAS;02/01/2024;200;26,9;27,8;26,9;70;70;63;991,3;991,7;991,2;2,3;96;7,4;;0
PIRANHAS;02/01/2024;300;26,4;26,9;26,4;73;73;70;991,2;991,5;991,2;1,6;100;4,7;;0
PIRANHAS;02/01/2024;400;25,8;26,4;25,8;75;75;73;990,6;991,2;990,6;2;103;4,4;;0
PIRANHAS;02/01/2024;500;25,3;25,8;25,3;79;79;75;990,4;990,7;990,4;2,1;92;5,3;;0
PIRANHAS;02/01/2024;600;25;25,3;25;81;81;79;990,4;990,5;990,4;0,7;106;4,5;;0
PIRANHAS;02/01/2024;700;24,9;25;24,9;82;82;81;990,7;990,7;990,2;1,2;111;2,8;;0
PIRANHAS;02/01/2024;800;24,9;24,9;24,8;83;83;82;991,2;991,2;990,8;1,3;80;3,2;;0
PIRANHAS;02/01/2024;900;25,1;25,2;24,8;83;84;83;991,7;991,7;991,1;2,2;88;4,4;120,5;0
PIRANHAS;02/01/2024;1000;26,4;26,5;25,1;77;84;76;992;992;991,7;1,2;97;3,8;809,7;0
PIRANHAS;02/01/2024;1100;28,4;28,4;25,9;69;79;69;992,2;992,2;992;1,5;89;3,2;1535,4;0
PIRANHAS;02/01/2024;1200;30,4;30,4;28;58;70;56;991,8;992,2;991,8;1,4;20;4,4;2575,6;0
PIRANHAS;02/01/2024;1300;30,8;32;30,4;53;58;50;991,5;991,8;991,5;1,1;259;4,8;2713,8;0
PIRANHAS;02/01/2024;1400;33;33,4;30,8;45;54;45;990,9;991,5;990,9;1,3;273;3,8;3028,6;0
PIRANHAS;02/01/2024;1500;35,4;36,1;33;38;46;35;990,1;990,9;990,1;1,2;135;5;3939,6;0
PIRANHAS;02/01/2024;1600;37,8;37,8;35,3;28;38;27;988,9;990,1;988,9;1,4;206;5,3;3868,6;0
PIRANHAS;02/01/2024;1700;37,7;37,8;36,2;28;32;27;987,7;988,9;987,7;1;174;4,9;3120,3;0
PIRANHAS;02/01/2024;1800;37,8;38,5;36,9;28;29;24;986,7;987,7;986,7;1,3;90;6,6;2049;0
PIRANHAS;02/01/2024;1900;36,6;38,2;36,4;30;30;26;986,4;986,7;986,4;2;49;4,8;923,2;0
PIRANHAS;02/01/2024;2000;36,2;36,8;35,9;29;31;29;986,5;986,5;986,3;1,9;100;4,9;638,3;0
PIRANHAS;02/01/2024;2100;35,3;36,2;35,3;30;30;29;986,9;986,9;986,5;1,2;102;3,5;135,2;0
PIRANHAS;02/01/2024;2200;31;35,4;31;55;55;30;988,4;988,4;986,9;6,7;98;13,7;;0
PIRANHAS;02/01/2024;2300;;;;;;;;;;;;;;
PIRANHAS;03/01/2024;0;28,5;29,4;28,5;66;66;61;990,9;990,9;989,8;4,4;100;9,9;;0
PIRANHAS;03/01/2024;100;27,8;28,5;27,8;70;70;66;991,3;991,4;990,9;4,1;100;9,2;;0
PIRANHAS;03/01/2024;200;27,1;27,8;27,1;75;75;70;991,2;991,5;991,2;3,2;98;7,7;;0
PIRANHAS;03/01/2024;300;27;27,1;26,9;76;76;75;990,5;991,2;990,5;3,1;95;6,1;;0
