Data;Hora UTC;PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);VENTO, DIREÇÃO HORARIA (gr) (° (gr))
04/04/2023;2200 UTC;972,8;976,1;972,8;;132
04/04/2023;2300 UTC;970,9;972,8;970,9;;143
05/04/2023;0000 UTC;970,4;971;970,4;;150
05/04/2023;0100 UTC;970,7;970,7;970,4;;142
05/04/2023;0200 UTC;971,5;971,5;970,7;;136
05/04/2023;0300 UTC;972,8;972,8;971,5;;140
05/04/2023;0400 UTC;974,4;974,4;972,8;;152
05/04/2023;0500 UTC;975,4;975,4;974,4;;163
05/04/2023;0600 UTC;976,4;976,4;975,4;;89
05/04/2023;0700 UTC;977,3;977,3;976,4;;6
05/04/2023;0800 UTC;977,7;977,7;977,3;;136
05/04/2023;0900 UTC;978,3;978,4;977,7;;26
05/04/2023;1000 UTC;980,3;980,3;978,3;;39
05/04/2023;1100 UTC;985,5;985,5;980,3;;83
05/04/2023;1200 UTC;997,7;997,7;985,5;;139
05/04/2023;1300 UTC;1005,1;1005,1;997,7;;135
05/04/2023;1400 UTC;1008;1008;1005,1;;124
05/04/2023;1500 UTC;1007,9;1008,4;1007,9;;68
05/04/2023;1600 UTC;1002,5;1008,1;1002,5;;137
05/04/2023;1700 UTC;1004,4;1004,4;1002,1;;126
05/04/2023;1800 UTC;1003,9;1005,7;1003,9;;118
05/04/2023;1900 UTC;992,4;1003,8;992,4;;141
05/04/2023;2000 UTC;984,4;992,4;984,4;;142
05/04/2023;2100 UTC;972,6;984,4;972,6;;139
05/04/2023;2200 UTC;966,8;972,6;966,8;;141
05/04/2023;2300 UTC;965,5;966,8;965,4;;144
06/04/2023;0000 UTC;965,5;965,6;965,4;;149
06/04/2023;0100 UTC;966,5;966,5;965,5;;151
06/04/2023;0200 UTC;967,9;967,9;966,5;;158
06/04/2023;0300 UTC;969,2;969,2;967,9;;135
06/04/2023;0400 UTC;970,7;970,7;969,2;;154
06/04/2023;0500 UTC;972,2;972,2;970,7;;138
06/04/2023;0600 UTC;973;973;972,2;;360
06/04/2023;0700 UTC;973,4;973,4;973;;1
06/04/2023;0800 UTC;973,7;973,7;973,4;;6
06/04/2023;0900 UTC;974,6;974,6;973,7;;6
06/04/2023;1000 UTC;981,3;981,3;974,6;;33
06/04/2023;1100 UTC;994,5;994,5;981,4;;146
06/04/2023;1200 UTC;1001,7;1001,7;994,5;;134
06/04/2023;1300 UTC;1005,4;1005,4;1001,7;;147
06/04/2023;1400 UTC;1009,1;1009,1;1005,4;;136
06/04/2023;1500 UTC;1009,5;1009,6;1009,1;;141
06/04/2023;1600 UTC;1006,9;1009,6;1006,9;;143
06/04/2023;1700 UTC;997,3;1006,8;997,3;;149
06/04/2023;1800 UTC;991,2;997,3;991,1;;139
06/04/2023;1900 UTC;988;991,4;988;;146
06/04/2023;2000 UTC;980,2;988;980,2;;143
06/04/2023;2100 UTC;973,8;980,2;973,8;;142
06/04/2023;2200 UTC;970,2;973,8;970,2;;142
06/04/2023;2300 UTC;968,9;970,2;968,9;;61
07/04/2023;0000 UTC;968,8;969;968,7;;147
07/04/2023;0100 UTC;969,9;969,9;968,8;;169
07/04/2023;0200 UTC;971,7;971,7;969,9;;83
07/04/2023;0300 UTC;973,7;973,7;971,7;;69
07/04/2023;0400 UTC;975,5;975,5;973,7;;36
07/04/2023;0500 UTC;975,5;975,9;975,5;;4
07/04/2023;0600 UTC;974,9;975,7;974,9;;34
07/04/2023;0700 UTC;975,2;975,2;974,9;;34
07/04/2023;0800 UTC;975,7;975,8;975,2;;34
07/04/2023;0900 UTC;976,1;976,1;975,7;;34
07/04/2023;1000 UTC;983,5;983,5;976,1;;33
07/04/2023;1100 UTC;992,3;992,3;983,5;;114
07/04/2023;1200 UTC;1002,2;1002,2;992,3;;129
07/04/2023;1300 UTC;1006,9;1006,9;1002,2;;129
07/04/2023;1400 UTC;1010,2;1010,2;1006,9;;124
07/04/2023;1500 UTC;1011,9;1011,9;1010,2;;137
07/04/2023;1600 UTC;1012,4;1012,7;1011,9;;147
07/04/2023;1700 UTC;1010,2;1012,6;1010,2;;148
07/04/2023;1800 UTC;1004,8;1010,2;1004,8;;144
07/04/2023;1900 UTC;999;1004,8;999;;143
07/04/2023;2000 UTC;989;999;989;;149
07/04/2023;2100 UTC;973,5;989;973,5;;149
07/04/2023;2200 UTC;965,8;973,5;965,8;;144
07/04/2023;2300 UTC;963,6;965,8;963,6;;142
08/04/2023;0000 UTC;963,8;963,8;963,6;;125
08/04/2023;0100 UTC;965,3;965,3;963,8;;60
08/04/2023;0200 UTC;967,6;967,6;965,3;;39
08/04/2023;0300 UTC;969,2;969,2;967,6;;39
08/04/2023;0400 UTC;970,4;970,4;969,2;;163
08/04/2023;0500 UTC;972,1;972,1;970,4;;141
08/04/2023;0600 UTC;974,1;974,1;972,1;;141
08/04/2023;0700 UTC;975,7;975,7;974,1;;45
08/04/2023;0800 UTC;977;977;975,7;;34
08/04/2023;0900 UTC;978,9;978,9;977;;34
08/04/2023;1000 UTC;981,1;981,1;978,9;;54
08/04/2023;1100 UTC;987,2;987,2;981,1;;83
08/04/2023;1200 UTC;996,5;996,5;987,2;;145
08/04/2023;1300 UTC;1003,8;1003,8;996,6;;149
08/04/2023;1400 UTC;1002;1004,3;1002;;117
08/04/2023;1500 UTC;1001,9;1004;1001,9;;139
08/04/2023;1600 UTC;996,6;1001,9;996,6;;131
08/04/2023;1700 UTC;988,5;996,5;988,5;;147
08/04/2023;1800 UTC;987,3;988,5;987,3;;120
08/04/2023;1900 UTC;985,1;987,3;985,1;;140
08/04/2023;2000 UTC;979,3;985,1;979,3;;138
08/04/2023;2100 UTC;974,1;979,3;974,1;;81
08/04/2023;2200 UTC;973,5;974,2;973,5;;45
08/04/2023;2300 UTC;974,3;974,3;973,5;;145
09/04/2023;0000 UTC;975,8;975,8;974,3;;51
09/04/2023;0100 UTC;977,3;977,3;975,8;;174
09/04/2023;0200 UTC;978,9;978,9;977,3;;27
09/04/2023;0300 UTC;979,8;979,8;978,9;;158
09/04/2023;0400 UTC;979,4;980;979,4;;146
09/04/2023;0500 UTC;979;979,6;978,9;;159
09/04/2023;0600 UTC;979,8;979,8;979;;158
09/04/2023;0700 UTC;980;980,1;979,8;;38
09/04/2023;0800 UTC;980,2;980,2;980;;360
09/04/2023;0900 UTC;979,8;980,4;979,8;;6
09/04/2023;1000 UTC;984,6;984,6;979,8;;39
09/04/2023;1100 UTC;994,3;994,3;984,6;;138
09/04/2023;1200 UTC;1000,7;1000,7;994,3;;107
09/04/2023;1300 UTC;1005,5;1005,5;1000,7;;28
09/04/2023;1400 UTC;1007,6;1007,7;1005,5;;80
09/04/2023;1500 UTC;1007,8;1008,2;1007,6;;71
09/04/2023;1600 UTC;1004,1;1007,8;1004,1;;134
09/04/2023;1700 UTC;1004,3;1004,3;1003,6;;149
09/04/2023;1800 UTC;1007,8;1007,8;1004,3;;150
09/04/2023;1900 UTC;999,6;1008,1;999,6;;148
09/04/2023;2000 UTC;987,5;999,6;987,5;;147
09/04/2023;2100 UTC;976,1;987,4;976,1;;140
09/04/2023;2200 UTC;969,7;976;969,7;;142
09/04/2023;2300 UTC;967,8;969,7;967,8;;144
10/04/2023;0000 UTC;968,6;968,6;967,8;;93
10/04/2023;0100 UTC;970,6;970,6;968,6;;117
10/04/2023;0200 UTC;972,5;972,5;970,6;;51
10/04/2023;0300 UTC;974;974;972,5;;139
10/04/2023;0400 UTC;974;974,3;974;;135
10/04/2023;0500 UTC;974,4;974,4;974;;135
10/04/2023;0600 UTC;974,6;974,7;974,4;;135
10/04/2023;0700 UTC;975,7;975,7;974,6;;133
10/04/2023;0800 UTC;976,7;976,7;975,7;;135
10/04/2023;0900 UTC;977,4;977,4;976,7;;132
10/04/2023;1000 UTC;984,5;984,5;977,4;;21
10/04/2023;1100 UTC;995,4;995,4;984,5;;25
10/04/2023;1200 UTC;1003,6;1003,6;995,4;;18
10/04/2023;1300 UTC;1008,6;1008,6;1003,6;;125
10/04/2023;1400 UTC;1011,3;1011,3;1008,6;;76
10/04/2023;1500 UTC;1013,9;1013,9;1011,3;;90
10/04/2023;1600 UTC;1014,2;1014,3;1013,9;;99
10/04/2023;1700 UTC;1014;1014,6;1014;;148
10/04/2023;1800 UTC;1008,8;1014;1008,8;;138
10/04/2023;1900 UTC;996,5;1008,8;996,5;;141
10/04/2023;2000 UTC;987,6;996,4;987,6;;138
10/04/2023;2100 UTC;974,5;987,6;974,5;;144
10/04/2023;2200 UTC;967,6;974,5;967,6;;136
10/04/2023;2300 UTC;965,5;967,5;965,4;;98
11/04/2023;0000 UTC;966,4;966,4;965,5;;147
11/04/2023;0100 UTC;968;968;966,4;;129
11/04/2023;0200 UTC;969,6;969,6;968,1;;43
11/04/2023;0300 UTC;971;971;969,6;;34
11/04/2023;0400 UTC;972,3;972,3;971;;20
11/04/2023;0500 UTC;972,9;972,9;972,3;;10
11/04/2023;0600 UTC;973,3;973,3;972,9;;21
11/04/2023;0700 UTC;973,6;973,6;973,3;;33
11/04/2023;0800 UTC;974,5;974,5;973,6;;30
11/04/2023;0900 UTC;975,7;975,7;974,5;;32
11/04/2023;1000 UTC;983,2;983,2;975,7;;21
11/04/2023;1100 UTC;994,3;994,3;983,2;;34
11/04/2023;1200 UTC;1001,1;1001,1;994,3;;54
11/04/2023;1300 UTC;1006,6;1006,6;1001,1;;74
11/04/2023;1400 UTC;1008,2;1008,2;1006,6;;119
11/04/2023;1500 UTC;1010;1010;1008,2;;96
11/04/2023;1600 UTC;1013,6;1013,6;1010;;46
11/04/2023;1700 UTC;1008,7;1014,1;1008,7;;117
11/04/2023;1800 UTC;1003,1;1008,7;1003,1;;103
11/04/2023;1900 UTC;997,8;1003,1;997,8;;115
11/04/2023;2000 UTC;989,9;997,8;989,9;;139
11/04/2023;2100 UTC;975,1;989,9;975,1;;143
11/04/2023;2200 UTC;966,6;975,1;966,6;;126
11/04/2023;2300 UTC;963,7;966,6;963,7;;125
12/04/2023;0000 UTC;963,7;963,8;963,5;;99
12/04/2023;0100 UTC;965;965;963,7;;69
12/04/2023;0200 UTC;966,5;966,5;965;;118
12/04/2023;0300 UTC;968,2;968,2;966,5;;25
12/04/2023;0400 UTC;970,1;970,1;968,2;;35
12/04/2023;0500 UTC;970,5;970,5;970,1;;143
12/04/2023;0600 UTC;971;971;970,5;;169
12/04/2023;0700 UTC;972,2;972,2;971;;170
12/04/2023;0800 UTC;973;973;972,2;;169
12/04/2023;0900 UTC;973,9;973,9;973,1;;169
12/04/2023;1000 UTC;980,8;980,8;973,9;;26
12/04/2023;1100 UTC;995,3;995,3;980,8;;135
12/04/2023;1200 UTC;1005;1005;995,3;;136
12/04/2023;1300 UTC;1009,9;1009,9;1005;;130
12/04/2023;1400 UTC;1012;1012;1009,9;;138
12/04/2023;1500 UTC;1011,6;1013,1;1011,6;;140
12/04/2023;1600 UTC;1012,4;1012,4;1011,2;;118
12/04/2023;1700 UTC;1013,2;1013,3;1012,4;;131
12/04/2023;1800 UTC;1008,6;1013,3;1008,6;;137
12/04/2023;1900 UTC;997,9;1008,6;997,9;;145
12/04/2023;2000 UTC;986,4;997,9;986,4;;141
12/04/2023;2100 UTC;972;986,4;972;;137
12/04/2023;2200 UTC;963,8;972;963,8;;142
12/04/2023;2300 UTC;960,9;963,8;960,9;;149
13/04/2023;0000 UTC;961,2;961,2;960,9;;148
13/04/2023;0100 UTC;962,1;962,1;961,2;;109
13/04/2023;0200 UTC;963,9;963,9;962,1;;142
13/04/2023;0300 UTC;965,2;965,2;963,9;;168
13/04/2023;0400 UTC;966,8;966,8;965,2;;174
13/04/2023;0500 UTC;968,7;968,7;966,8;;163
13/04/2023;0600 UTC;970,8;970,8;968,7;;136
13/04/2023;0700 UTC;972,2;972,2;970,8;;143
13/04/2023;0800 UTC;976,2;976,2;972,2;;169
13/04/2023;0900 UTC;978,7;978,7;976,2;;169
13/04/2023;1000 UTC;982,9;982,9;978,7;;13
13/04/2023;1100 UTC;989;989;982,9;;30
13/04/2023;1200 UTC;992,4;992,4;989;;69
13/04/2023;1300 UTC;997,3;997,3;992,4;;38
13/04/2023;1400 UTC;1002,2;1002,2;997,3;;84
13/04/2023;1500 UTC;1007,4;1007,4;1002,2;;121
13/04/2023;1600 UTC;1006,9;1007,7;1006,9;;123
13/04/2023;1700 UTC;1000,5;1006,9;1000,5;;139
13/04/2023;1800 UTC;996,1;1000,5;996;;135
13/04/2023;1900 UTC;994,2;996,8;994,2;;139
13/04/2023;2000 UTC;987,1;994,2;987,1;;87
13/04/2023;2100 UTC;976,1;987;976,1;;141
13/04/2023;2200 UTC;968,9;976;968,9;;145
13/04/2023;2300 UTC;966,5;968,9;966,5;;150
14/04/2023;0000 UTC;965,8;966,6;965,8;;138
14/04/2023;0100 UTC;965,9;966;965,7;;169
14/04/2023;0200 UTC;966,7;966,7;965,9;;169
14/04/2023;0300 UTC;968,4;968,4;966,7;;169
14/04/2023;0400 UTC;970,1;970,1;968,4;;169
14/04/2023;0500 UTC;971,5;971,5;970,1;;168
14/04/2023;0600 UTC;971,7;971,8;971,5;;164
14/04/2023;0700 UTC;972,2;972,2;971,7;;163
14/04/2023;0800 UTC;973;973;972,2;;158
14/04/2023;0900 UTC;973,5;973,5;973;;162
14/04/2023;1000 UTC;981,7;981,7;973,5;;158
14/04/2023;1100 UTC;995,7;995,7;981,7;;155
14/04/2023;1200 UTC;1006,4;1006,4;995,7;;106
14/04/2023;1300 UTC;1011,7;1011,7;1006,4;;119
14/04/2023;1400 UTC;1013,6;1013,6;1011,7;;143
14/04/2023;1500 UTC;1013;1014;1013;;140
14/04/2023;1600 UTC;1012,6;1013,5;1012,6;;137
14/04/2023;1700 UTC;1008,3;1012,6;1008,3;;138
14/04/2023;1800 UTC;1003,1;1008,3;1003,1;;141
14/04/2023;1900 UTC;1000;1003,3;1000;;141
14/04/2023;2000 UTC;990,1;1000;990,1;;137
14/04/2023;2100 UTC;974,8;990;974,8;;145
14/04/2023;2200 UTC;967,1;974,8;967,1;;140
14/04/2023;2300 UTC;964,6;967,1;964,6;;143
15/04/2023;0000 UTC;963,8;964,6;963,8;;111
15/04/2023;0100 UTC;964,4;964,4;963,8;;149
15/04/2023;0200 UTC;966;966;964,4;;151
15/04/2023;0300 UTC;967,7;967,7;966;;98
15/04/2023;0400 UTC;968,6;968,6;967,7;;169
15/04/2023;0500 UTC;970,2;970,2;968,6;;169
15/04/2023;0600 UTC;972;972;970,2;;174
15/04/2023;0700 UTC;973,6;973,6;972;;360
15/04/2023;0800 UTC;974,9;974,9;973,6;;360
15/04/2023;0900 UTC;976,4;976,4;974,9;;26
15/04/2023;1000 UTC;984,2;984,2;976,4;;24
15/04/2023;1100 UTC;997;997;984,2;;97
15/04/2023;1200 UTC;1006;1006;997;;75
15/04/2023;1300 UTC;1011,2;1011,2;1006;;92
15/04/2023;1400 UTC;1013,7;1013,7;1011,2;;108
15/04/2023;1500 UTC;1015,7;1015,7;1013,7;;126
15/04/2023;1600 UTC;1016,9;1016,9;1015,7;;97
15/04/2023;1700 UTC;1013,7;1017,4;1013,7;;133
15/04/2023;1800 UTC;1006,7;1013,7;1006,7;;128
15/04/2023;1900 UTC;998,9;1006,7;998,9;;140
15/04/2023;2000 UTC;987,6;998,8;987,6;;128
15/04/2023;2100 UTC;972,2;987,5;972,2;;137
15/04/2023;2200 UTC;965,2;972,2;965,2;;141
15/04/2023;2300 UTC;963,7;965,1;963,7;;108
16/04/2023;0000 UTC;964;964;963,7;;68
16/04/2023;0100 UTC;965,4;965,4;964;;143
16/04/2023;0200 UTC;966,8;966,8;965,4;;174
16/04/2023;0300 UTC;967,7;967,7;966,8;;169
16/04/2023;0400 UTC;969,1;969,1;967,7;;169
16/04/2023;0500 UTC;970,5;970,5;969,1;;102
16/04/2023;0600 UTC;971,9;971,9;970,5;;172
16/04/2023;0700 UTC;972,4;972,4;971,9;;169
16/04/2023;0800 UTC;972,5;972,7;972,4;;138
16/04/2023;0900 UTC;973,7;973,7;972,5;;150
16/04/2023;1000 UTC;981,5;981,5;973,7;;169
16/04/2023;1100 UTC;993,3;993,3;981,6;;32
16/04/2023;1200 UTC;1002,5;1002,5;993,3;;80
16/04/2023;1300 UTC;1009,7;1009,7;1002,5;;132
16/04/2023;1400 UTC;1011,6;1011,8;1009,7;;147
16/04/2023;1500 UTC;1012,2;1012,2;1011,1;;139
16/04/2023;1600 UTC;1014,8;1014,8;1012,2;;136
16/04/2023;1700 UTC;1014,3;1015,9;1014,3;;147
16/04/2023;1800 UTC;1006,5;1014,3;1006,5;;142
16/04/2023;1900 UTC;991;1006,4;991;;144
16/04/2023;2000 UTC;979;990,9;979;;139
16/04/2023;2100 UTC;968;979;968;;141
16/04/2023;2200 UTC;963,2;968;963,2;;139
16/04/2023;2300 UTC;963,4;963,4;963,2;;138
17/04/2023;0000 UTC;963,5;963,6;963,4;;144
17/04/2023;0100 UTC;964,3;964,3;963,5;;88
17/04/2023;0200 UTC;965,2;965,2;964,3;;15
17/04/2023;0300 UTC;966,7;966,7;965,2;;16
17/04/2023;0400 UTC;968,8;968,8;966,7;;32
17/04/2023;0500 UTC;970,9;970,9;968,8;;26
17/04/2023;0600 UTC;971,2;971,3;970,9;;26
17/04/2023;0700 UTC;971,3;971,5;971,2;;8
17/04/2023;0800 UTC;972;972;971,3;;134
17/04/2023;0900 UTC;972,9;972,9;972;;143
17/04/2023;1000 UTC;980,1;980,1;972,9;;151
17/04/2023;1100 UTC;993;993;980,1;;151
17/04/2023;1200 UTC;1002,9;1002,9;993;;108
17/04/2023;1300 UTC;1006,9;1006,9;1002,9;;127
17/04/2023;1400 UTC;1007,1;1007,4;1006,9;;151
17/04/2023;1500 UTC;1004;1007,4;1004;;156
17/04/2023;1600 UTC;1006,1;1006,1;1003,5;;152
17/04/2023;1700 UTC;1004,8;1007,1;1004,8;;147
17/04/2023;1800 UTC;999,1;1004,8;999,1;;140
17/04/2023;1900 UTC;988,9;999,1;988,9;;146
17/04/2023;2000 UTC;980,4;988,9;980,4;;101
17/04/2023;2100 UTC;968,2;980,4;968,2;;87
17/04/2023;2200 UTC;962,7;968,2;962,7;;140
17/04/2023;2300 UTC;961,2;962,7;961,2;;143
18/04/2023;0000 UTC;961,7;961,7;961,2;;71
18/04/2023;0100 UTC;962,7;962,7;961,7;;149
18/04/2023;0200 UTC;964;964;962,7;;143
18/04/2023;0300 UTC;965,2;965,2;964;;17
18/04/2023;0400 UTC;966,9;966,9;965,2;;21
18/04/2023;0500 UTC;968,7;968,7;966,9;;116
18/04/2023;0600 UTC;971,5;971,5;968,7;;140
18/04/2023;0700 UTC;973,4;973,4;971,5;;14
18/04/2023;0800 UTC;973,3;973,6;973,3;;6
18/04/2023;0900 UTC;973,8;973,8;973,2;;54
18/04/2023;1000 UTC;979,9;979,9;973,8;;84
18/04/2023;1100 UTC;991,2;991,2;979,9;;59
18/04/2023;1200 UTC;1002,6;1002,6;991,2;;78
18/04/2023;1300 UTC;1008;1008;1002,6;;127
18/04/2023;1400 UTC;1009,6;1009,6;1008;;112
18/04/2023;1500 UTC;1014,7;1014,7;1009,6;;71
18/04/2023;1600 UTC;1011,5;1015,5;1011,5;;140
18/04/2023;1700 UTC;1006,1;1011,5;1006,1;;136
18/04/2023;1800 UTC;1005,6;1006,9;1005,6;;141
18/04/2023;1900 UTC;991,1;1005,6;991,1;;139
18/04/2023;2000 UTC;979,5;991,1;979,5;;135
18/04/2023;2100 UTC;966,1;979,5;966,1;;135
18/04/2023;2200 UTC;959,3;966,1;959,3;;138
18/04/2023;2300 UTC;958,6;959,3;958,5;;115
19/04/2023;0000 UTC;959,8;959,8;958,6;;79
19/04/2023;0100 UTC;961,6;961,6;959,8;;41
19/04/2023;0200 UTC;963,8;963,8;961,6;;46
19/04/2023;0300 UTC;965,5;965,5;963,8;;27
19/04/2023;0400 UTC;967,3;967,3;965,5;;48
19/04/2023;0500 UTC;969,2;969,2;967,3;;32
19/04/2023;0600 UTC;970,9;970,9;969,3;;24
19/04/2023;0700 UTC;972,3;972,3;971;;30
19/04/2023;0800 UTC;973,6;973,6;972,3;;29
19/04/2023;0900 UTC;974,1;974,1;973,6;;34
19/04/2023;1000 UTC;981,3;981,3;974,1;;26
19/04/2023;1100 UTC;993,3;993,3;981,3;;19
19/04/2023;1200 UTC;1002,6;1002,6;993,4;;20
19/04/2023;1300 UTC;1006,6;1006,6;1002,6;;153
19/04/2023;1400 UTC;1010,5;1010,5;1006,6;;53
19/04/2023;1500 UTC;1013,2;1013,2;1010,5;;76
19/04/2023;1600 UTC;1015,8;1015,8;1013,2;;35
19/04/2023;1700 UTC;1015,7;1016,6;1015,7;;146
19/04/2023;1800 UTC;1007;1015,7;1007;;83
19/04/2023;1900 UTC;1000,5;1006,9;1000,5;;143
19/04/2023;2000 UTC;984;1000,5;984;;137
19/04/2023;2100 UTC;967,2;984;967,2;;138
19/04/2023;2200 UTC;959,8;967,2;959,8;;112
19/04/2023;2300 UTC;958;959,8;957,9;;88
20/04/2023;0000 UTC;959,1;959,1;958;;68
20/04/2023;0100 UTC;961;961;959,1;;42
20/04/2023;0200 UTC;962,8;962,8;961;;40
20/04/2023;0300 UTC;964,3;964,3;962,8;;35
20/04/2023;0400 UTC;966;966;964,3;;28
20/04/2023;0500 UTC;967,5;967,5;966;;33
20/04/2023;0600 UTC;969,1;969,1;967,5;;24
20/04/2023;0700 UTC;969,8;969,8;969,1;;25
20/04/2023;0800 UTC;970,1;970,1;969,8;;2
20/04/2023;0900 UTC;971;971;970,1;;2
20/04/2023;1000 UTC;978,9;978,9;971;;28
20/04/2023;1100 UTC;992,5;992,5;979;;20
20/04/2023;1200 UTC;1003,8;1003,8;992,5;;55
20/04/2023;1300 UTC;1011,4;1011,4;1003,8;;66
20/04/2023;1400 UTC;1013,8;1013,8;1011,4;;134
20/04/2023;1500 UTC;1015,6;1015,6;1013,8;;91
20/04/2023;1600 UTC;1016,7;1016,8;1015,6;;107
20/04/2023;1700 UTC;1014,3;1016,9;1014,3;;116
20/04/2023;1800 UTC;1008,8;1014,3;1008,8;;131
20/04/2023;1900 UTC;999,5;1008,8;999,5;;116
20/04/2023;2000 UTC;983,5;999,5;983,5;;118
20/04/2023;2100 UTC;966,7;983,5;966,7;;136
20/04/2023;2200 UTC;958,9;966,7;958,9;;107
20/04/2023;2300 UTC;957,5;958,9;957,5;;48
21/04/2023;0000 UTC;958,7;958,7;957,5;;47
21/04/2023;0100 UTC;960,8;960,8;958,8;;58
21/04/2023;0200 UTC;962,6;962,6;960,9;;64
21/04/2023;0300 UTC;964;964;962,6;;29
21/04/2023;0400 UTC;965,3;965,3;964;;30
21/04/2023;0500 UTC;967,2;967,2;965,3;;32
21/04/2023;0600 UTC;968,3;968,3;967,2;;25
21/04/2023;0700 UTC;968,4;968,6;968,3;;39
21/04/2023;0800 UTC;968,9;968,9;968,4;;5
21/04/2023;0900 UTC;971,1;971,1;968,9;;16
21/04/2023;1000 UTC;979;979;971,1;;24
21/04/2023;1100 UTC;991,9;991,9;979;;33
21/04/2023;1200 UTC;1000,6;1000,6;991,9;;28
21/04/2023;1300 UTC;1005,1;1005,1;1000,6;;46
21/04/2023;1400 UTC;1008,4;1008,4;1005,1;;55
21/04/2023;1500 UTC;1011,9;1011,9;1008,4;;113
21/04/2023;1600 UTC;1011,8;1012,8;1011,7;;107
21/04/2023;1700 UTC;1011,5;1012,2;1011,5;;91
21/04/2023;1800 UTC;1009,3;1011,7;1009,3;;131
21/04/2023;1900 UTC;998,4;1009,3;998,4;;139
21/04/2023;2000 UTC;981,1;998,4;981,1;;144
21/04/2023;2100 UTC;968,6;981,1;968,6;;142
21/04/2023;2200 UTC;964,3;968,6;964,3;;143
21/04/2023;2300 UTC;964;964,4;963,8;;142
22/04/2023;0000 UTC;965,6;965,6;964;;146
22/04/2023;0100 UTC;968,1;968,1;965,6;;146
22/04/2023;0200 UTC;970,2;970,2;968,1;;148
22/04/2023;0300 UTC;970,8;970,8;970,2;;152
22/04/2023;0400 UTC;970,8;971;970,7;;160
22/04/2023;0500 UTC;972,6;972,6;970,8;;146
22/04/2023;0600 UTC;974,6;974,6;972,6;;155
22/04/2023;0700 UTC;976,2;976,2;974,6;;152
22/04/2023;0800 UTC;976,7;976,8;976,2;;139
22/04/2023;0900 UTC;976,9;976,9;976,7;;144
22/04/2023;1000 UTC;980,2;980,2;976,9;;153
22/04/2023;1100 UTC;988;988;980,2;;122
22/04/2023;1200 UTC;996,5;996,5;988;;122
22/04/2023;1300 UTC;1003;1003;996,5;;130
22/04/2023;1400 UTC;1005,5;1005,6;1003,1;;116
22/04/2023;1500 UTC;1004,5;1005,6;1004,4;;135
22/04/2023;1600 UTC;1005,8;1005,8;1004,5;;141
22/04/2023;1700 UTC;1006,5;1007;1005,8;;137
22/04/2023;1800 UTC;1002;1006,4;1002;;145
22/04/2023;1900 UTC;994,4;1002;994,4;;128
22/04/2023;2000 UTC;983,1;994,4;983,1;;142
22/04/2023;2100 UTC;969,9;983,1;969,9;;145
22/04/2023;2200 UTC;963,3;969,9;963,3;;144
22/04/2023;2300 UTC;961,1;963,3;961,1;;143
23/04/2023;0000 UTC;961,2;961,2;961;;135
23/04/2023;0100 UTC;962,5;962,5;961,2;;141
23/04/2023;0200 UTC;964,4;964,4;962,5;;146
23/04/2023;0300 UTC;966,6;966,6;964,4;;146
23/04/2023;0400 UTC;968,4;968,4;966,7;;146
23/04/2023;0500 UTC;969,9;969,9;968,4;;42
23/04/2023;0600 UTC;971,3;971,3;969,9;;138
23/04/2023;0700 UTC;972,5;972,5;971,3;;108
23/04/2023;0800 UTC;975,2;975,2;972,6;;11
23/04/2023;0900 UTC;977,1;977,1;975,2;;103
23/04/2023;1000 UTC;983,3;983,3;977,1;;27
23/04/2023;1100 UTC;993,6;993,6;983,3;;58
23/04/2023;1200 UTC;1002,4;1002,4;993,6;;136
23/04/2023;1300 UTC;1008,1;1008,1;1002,4;;114
23/04/2023;1400 UTC;1010,3;1010,3;1008,1;;149
23/04/2023;1500 UTC;1009,4;1010,6;1009,3;;138
23/04/2023;1600 UTC;1007,3;1010;1007,3;;141
23/04/2023;1700 UTC;1006,8;1007,4;1006,8;;143
23/04/2023;1800 UTC;1002,4;1007;1002,4;;139
23/04/2023;1900 UTC;993,8;1002,4;993,8;;144
23/04/2023;2000 UTC;984,2;993,8;984,2;;144
23/04/2023;2100 UTC;972,5;984,2;972,5;;149
23/04/2023;2200 UTC;966,7;972,5;966,7;;148
23/04/2023;2300 UTC;964,9;966,7;964,9;;152
24/04/2023;0000 UTC;964,9;965,1;964,9;;153
24/04/2023;0100 UTC;965,8;965,8;964,9;;169
24/04/2023;0200 UTC;967,8;967,8;965,8;;160
24/04/2023;0300 UTC;969,2;969,2;967,8;;169
24/04/2023;0400 UTC;970,6;970,6;969,2;;169
24/04/2023;0500 UTC;971,9;971,9;970,6;;174
24/04/2023;0600 UTC;973,2;973,2;971,9;;169
24/04/2023;0700 UTC;974;974;973,2;;141
24/04/2023;0800 UTC;974,9;974,9;974;;159
24/04/2023;0900 UTC;975,8;975,8;974,9;;141
24/04/2023;1000 UTC;981;981;975,8;;152
24/04/2023;1100 UTC;989;989;981,1;;154
24/04/2023;1200 UTC;1002,3;1002,3;989;;151
24/04/2023;1300 UTC;1009,7;1009,9;1002,3;;140
24/04/2023;1400 UTC;1004,3;1009,7;1004,3;;142
24/04/2023;1500 UTC;998,2;1004,3;998,2;;154
