Data;Hora UTC;PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);VENTO, DIREÇÃO HORARIA (gr) (° (gr))
24/04/2023;1600 UTC;1000;1000;998,1;;153
24/04/2023;1700 UTC;1001,5;1001,6;1000;;150
24/04/2023;1800 UTC;993;1001,5;993;;68
24/04/2023;1900 UTC;983,1;993;983,1;;130
24/04/2023;2000 UTC;980,7;983,1;980,7;;109
24/04/2023;2100 UTC;976,5;980,7;976,5;;102
24/04/2023;2200 UTC;974,5;976,5;974,5;;3
24/04/2023;2300 UTC;975,1;975,1;974,5;;164
25/04/2023;0000 UTC;976,8;976,8;975,1;;148
25/04/2023;0100 UTC;978,3;978,3;976,8;;169
25/04/2023;0200 UTC;978,8;978,8;978,3;;360
25/04/2023;0300 UTC;978,8;979,4;978,8;;107
25/04/2023;0400 UTC;978,8;979;978,7;;8
25/04/2023;0500 UTC;978,8;979;978,7;;34
25/04/2023;0600 UTC;979,7;979,7;978,8;;129
25/04/2023;0700 UTC;980,7;980,7;979,7;;152
25/04/2023;0800 UTC;980,4;980,9;980,3;;147
25/04/2023;0900 UTC;980,2;980,5;980,1;;16
25/04/2023;1000 UTC;982,6;982,6;980,2;;42
25/04/2023;1100 UTC;991,1;991,1;982,6;;152
25/04/2023;1200 UTC;1000,1;1000,1;991,2;;155
25/04/2023;1300 UTC;1003;1003,9;1000,1;;160
25/04/2023;1400 UTC;996,4;1003;996,4;;116
25/04/2023;1500 UTC;991,6;996,4;991,6;;25
25/04/2023;1600 UTC;993,9;993,9;991,6;;138
25/04/2023;1700 UTC;997,8;998;993,9;;136
25/04/2023;1800 UTC;995,2;997,8;995,2;;151
25/04/2023;1900 UTC;993,7;995,3;993,6;;149
25/04/2023;2000 UTC;990,6;993,9;990,6;;147
25/04/2023;2100 UTC;984,7;990,6;984,7;;137
25/04/2023;2200 UTC;981,4;984,7;981,4;;140
25/04/2023;2300 UTC;980,4;981,4;980,4;;142
26/04/2023;0000 UTC;980,5;980,5;980,3;;151
26/04/2023;0100 UTC;981,2;981,2;980,5;;148
26/04/2023;0200 UTC;981,9;981,9;981,2;;129
26/04/2023;0300 UTC;982,3;982,3;981,9;;120
26/04/2023;0400 UTC;981,9;982,5;981,9;;26
26/04/2023;0500 UTC;982,2;982,2;981,9;;28
26/04/2023;0600 UTC;983,2;983,2;982,2;;68
26/04/2023;0700 UTC;983,8;983,8;983,2;;20
26/04/2023;0800 UTC;984,2;984,2;983,8;;154
26/04/2023;0900 UTC;984,6;984,6;984,2;;6
26/04/2023;1000 UTC;988,4;988,4;984,6;;71
26/04/2023;1100 UTC;999,1;999,1;988,5;;123
26/04/2023;1200 UTC;1003,5;1003,5;999,1;;124
26/04/2023;1300 UTC;1007,9;1007,9;1003,5;;134
26/04/2023;1400 UTC;1010,7;1010,7;1007,9;;140
26/04/2023;1500 UTC;1010,9;1011,8;1010,7;;139
26/04/2023;1600 UTC;1012,5;1012,8;1010,9;;140
26/04/2023;1700 UTC;1006;1012,5;1006;;133
26/04/2023;1800 UTC;997;1006;997;;144
26/04/2023;1900 UTC;988,9;997;988,9;;142
26/04/2023;2000 UTC;983,5;988,9;983,5;;142
26/04/2023;2100 UTC;976;983,5;976;;143
26/04/2023;2200 UTC;971,6;976;971,6;;142
26/04/2023;2300 UTC;969,8;971,6;969,8;;112
27/04/2023;0000 UTC;970;970;969,5;;154
27/04/2023;0100 UTC;971,1;971,1;970;;152
27/04/2023;0200 UTC;971,7;971,7;971,1;;145
27/04/2023;0300 UTC;974,3;974,3;971,7;;164
27/04/2023;0400 UTC;976,3;976,3;974,3;;141
27/04/2023;0500 UTC;976,3;976,6;976,3;;135
27/04/2023;0600 UTC;975,9;976,5;975,8;;159
27/04/2023;0700 UTC;976,4;976,4;975,9;;30
27/04/2023;0800 UTC;978,3;978,3;976,4;;83
27/04/2023;0900 UTC;980,1;980,1;978,3;;90
27/04/2023;1000 UTC;982,5;982,5;980,1;;9
27/04/2023;1100 UTC;989,3;989,3;982,5;;22
27/04/2023;1200 UTC;997;997;989,3;;25
27/04/2023;1300 UTC;1003,5;1003,5;997;;58
27/04/2023;1400 UTC;1001,3;1003,7;1001,1;;108
27/04/2023;1500 UTC;1006,4;1006,4;1001,3;;121
27/04/2023;1600 UTC;1009,6;1009,7;1006,4;;84
27/04/2023;1700 UTC;1007,2;1009,8;1007,1;;122
27/04/2023;1800 UTC;1003,2;1008,7;1003,2;;109
27/04/2023;1900 UTC;992,3;1003,1;992,3;;136
27/04/2023;2000 UTC;984,1;992,3;984,1;;16
27/04/2023;2100 UTC;973,1;984,1;973,1;;117
27/04/2023;2200 UTC;970,5;973,1;970,5;;154
27/04/2023;2300 UTC;971,4;971,4;970,5;;150
28/04/2023;0000 UTC;973,4;973,4;971,4;;139
28/04/2023;0100 UTC;975,9;975,9;973,4;;141
28/04/2023;0200 UTC;976,7;976,7;975,9;;135
28/04/2023;0300 UTC;977,8;977,8;976,7;;162
28/04/2023;0400 UTC;979,6;979,6;977,8;;149
28/04/2023;0500 UTC;980,4;980,4;979,6;;157
28/04/2023;0600 UTC;981;981;980,4;;149
28/04/2023;0700 UTC;980,8;981,3;980,8;;144
28/04/2023;0800 UTC;981;981;980,8;;86
28/04/2023;0900 UTC;981,8;981,8;981;;21
28/04/2023;1000 UTC;983,8;983,8;981,8;;32
28/04/2023;1100 UTC;987,4;987,4;983,8;;16
28/04/2023;1200 UTC;997,4;997,4;987,4;;109
28/04/2023;1300 UTC;1004,1;1004,1;997,4;;55
28/04/2023;1400 UTC;1009,9;1009,9;1004,1;;38
28/04/2023;1500 UTC;1013,3;1013,3;1009,9;;106
28/04/2023;1600 UTC;1012,4;1014;1012,4;;137
28/04/2023;1700 UTC;1008,8;1012,4;1008,8;;122
28/04/2023;1800 UTC;1002,7;1009;1002,7;;141
28/04/2023;1900 UTC;996,1;1002,7;996,1;;135
28/04/2023;2000 UTC;981,3;996,1;981,3;;98
28/04/2023;2100 UTC;973,1;981,3;973,1;;136
28/04/2023;2200 UTC;969,7;973,1;969,7;;133
28/04/2023;2300 UTC;968,9;969,7;968,8;;134
29/04/2023;0000 UTC;969,3;969,3;968,9;;133
29/04/2023;0100 UTC;970,2;970,2;969,3;;160
29/04/2023;0200 UTC;971,6;971,6;970,2;;143
29/04/2023;0300 UTC;972,9;972,9;971,6;;170
29/04/2023;0400 UTC;974;974;972,9;;169
29/04/2023;0500 UTC;975,7;975,7;974;;169
29/04/2023;0600 UTC;976,7;976,7;975,7;;169
29/04/2023;0700 UTC;977,5;977,5;976,7;;169
29/04/2023;0800 UTC;978,7;978,7;977,5;;169
29/04/2023;0900 UTC;979,8;979,8;978,7;;169
29/04/2023;1000 UTC;986,7;986,7;979,8;;26
29/04/2023;1100 UTC;998,2;998,2;986,8;;32
29/04/2023;1200 UTC;1005,7;1005,7;998,2;;68
29/04/2023;1300 UTC;1010,3;1010,3;1005,7;;114
29/04/2023;1400 UTC;1011,7;1011,7;1010,3;;138
29/04/2023;1500 UTC;1011,1;1012,8;1011,1;;135
29/04/2023;1600 UTC;1012,4;1012,4;1011,1;;118
29/04/2023;1700 UTC;1011,1;1013,3;1011,1;;145
29/04/2023;1800 UTC;1006,6;1011,1;1006,6;;140
29/04/2023;1900 UTC;999;1006,6;999;;141
29/04/2023;2000 UTC;989,3;999;989,3;;139
29/04/2023;2100 UTC;973,8;989,3;973,8;;137
29/04/2023;2200 UTC;967;973,8;967;;144
29/04/2023;2300 UTC;965,8;967;965,8;;145
30/04/2023;0000 UTC;967,1;967,1;965,8;;73
30/04/2023;0100 UTC;969,7;969,7;967,1;;56
30/04/2023;0200 UTC;972,4;972,4;969,7;;104
30/04/2023;0300 UTC;974;974;972,4;;148
30/04/2023;0400 UTC;975;975;974;;151
30/04/2023;0500 UTC;976,2;976,2;975;;141
30/04/2023;0600 UTC;977,2;977,2;976,3;;135
30/04/2023;0700 UTC;977,9;977,9;977,2;;135
30/04/2023;0800 UTC;979;979;977,9;;135
30/04/2023;0900 UTC;979,6;979,6;979;;142
30/04/2023;1000 UTC;982,4;982,4;979,6;;135
30/04/2023;1100 UTC;989,7;989,7;982,4;;100
30/04/2023;1200 UTC;993,7;993,7;989,7;;57
30/04/2023;1300 UTC;995,6;995,7;993,7;;95
30/04/2023;1400 UTC;995,7;995,7;995,1;;150
30/04/2023;1500 UTC;994,8;995,9;994,8;;143
30/04/2023;1600 UTC;1000,2;1000,2;994,8;;140
30/04/2023;1700 UTC;998,4;1003,3;998,4;;71
30/04/2023;1800 UTC;985,4;998,4;985,4;;134
30/04/2023;1900 UTC;984,9;985,4;984,4;;61
30/04/2023;2000 UTC;981,4;984,9;981,4;;10
30/04/2023;2100 UTC;978,2;981,4;978,2;;34
30/04/2023;2200 UTC;976,3;978,2;976,3;;8
30/04/2023;2300 UTC;975,7;976,4;975,7;;5
01/05/2023;0000 UTC;976,5;976,5;975,7;;360
01/05/2023;0100 UTC;978,3;978,3;976,5;;35
01/05/2023;0200 UTC;980;980;978,3;;27
01/05/2023;0300 UTC;980,4;980,4;980;;29
01/05/2023;0400 UTC;980;980,6;979,9;;26
01/05/2023;0500 UTC;980,1;980,1;980;;39
01/05/2023;0600 UTC;981,2;981,2;980,1;;32
01/05/2023;0700 UTC;982,1;982,1;981,2;;15
01/05/2023;0800 UTC;982,7;982,7;982,1;;122
01/05/2023;0900 UTC;983,2;983,2;982,7;;84
01/05/2023;1000 UTC;985,5;985,5;983,2;;160
01/05/2023;1100 UTC;990,5;990,5;985,5;;150
01/05/2023;1200 UTC;998,9;998,9;990,5;;145
01/05/2023;1300 UTC;998,3;1000;998,2;;69
01/05/2023;1400 UTC;1004,9;1004,9;998,3;;130
01/05/2023;1500 UTC;1008,3;1008,3;1004,9;;38
01/05/2023;1600 UTC;1009,5;1009,7;1008,3;;112
01/05/2023;1700 UTC;1010,8;1010,8;1009,5;;126
01/05/2023;1800 UTC;1007,1;1011,2;1007,1;;144
01/05/2023;1900 UTC;996,5;1007,1;996,5;;140
01/05/2023;2000 UTC;987,5;996,5;987,5;;137
01/05/2023;2100 UTC;975,8;987,5;975,8;;147
01/05/2023;2200 UTC;970,8;975,8;970,8;;127
01/05/2023;2300 UTC;969,7;970,8;969,7;;149
02/05/2023;0000 UTC;970,3;970,3;969,7;;142
02/05/2023;0100 UTC;972;972;970,3;;8
02/05/2023;0200 UTC;973,7;973,7;972;;10
02/05/2023;0300 UTC;974,1;974,1;973,7;;7
02/05/2023;0400 UTC;974;974,3;974;;26
02/05/2023;0500 UTC;974,8;974,8;974;;6
02/05/2023;0600 UTC;975,3;975,3;974,8;;8
02/05/2023;0700 UTC;975,6;975,6;975,4;;20
02/05/2023;0800 UTC;976,5;976,5;975,6;;9
02/05/2023;0900 UTC;977,6;977,6;976,5;;34
02/05/2023;1000 UTC;983,7;983,7;977,6;;24
02/05/2023;1100 UTC;994,5;994,5;983,7;;20
02/05/2023;1200 UTC;1002;1002;994,5;;61
02/05/2023;1300 UTC;1006,9;1006,9;1002;;122
02/05/2023;1400 UTC;1008,7;1008,8;1007;;127
02/05/2023;1500 UTC;1010,4;1010,4;1008,7;;123
02/05/2023;1600 UTC;1013,1;1013,1;1010,4;;141
02/05/2023;1700 UTC;1008,2;1013,4;1008,2;;131
02/05/2023;1800 UTC;1002,9;1008,2;1002,9;;142
02/05/2023;1900 UTC;995,2;1003;995,2;;144
02/05/2023;2000 UTC;980,8;995,1;980,8;;146
02/05/2023;2100 UTC;970,5;980,8;970,5;;144
02/05/2023;2200 UTC;966,3;970,5;966,3;;139
02/05/2023;2300 UTC;964,8;966,3;964,8;;127
03/05/2023;0000 UTC;965,7;965,7;964,8;;50
03/05/2023;0100 UTC;968,2;968,2;965,7;;27
03/05/2023;0200 UTC;970,4;970,4;968,2;;62
03/05/2023;0300 UTC;971,9;971,9;970,4;;80
03/05/2023;0400 UTC;973,7;973,7;971,9;;139
03/05/2023;0500 UTC;975,3;975,3;973,7;;26
03/05/2023;0600 UTC;975,3;975,6;975,3;;13
03/05/2023;0700 UTC;975,4;975,5;975,3;;34
03/05/2023;0800 UTC;976,6;976,6;975,4;;28
03/05/2023;0900 UTC;977,4;977,4;976,6;;26
03/05/2023;1000 UTC;983,3;983,3;977,4;;22
03/05/2023;1100 UTC;992,6;992,6;983,3;;15
03/05/2023;1200 UTC;999,8;999,8;992,6;;18
03/05/2023;1300 UTC;1004,8;1004,8;999,8;;147
03/05/2023;1400 UTC;1007,2;1007,2;1004,8;;145
03/05/2023;1500 UTC;1009,1;1009,2;1007,2;;108
03/05/2023;1600 UTC;1010,5;1010,5;1009,1;;146
03/05/2023;1700 UTC;1005,1;1010,8;1005,1;;140
03/05/2023;1800 UTC;1003,2;1005,1;1003,2;;141
03/05/2023;1900 UTC;990,9;1003,2;990,9;;137
03/05/2023;2000 UTC;980,1;990,9;980,1;;77
03/05/2023;2100 UTC;972,4;980,1;972,4;;136
03/05/2023;2200 UTC;969,5;972,4;969,5;;69
03/05/2023;2300 UTC;969,1;969,6;969;;147
04/05/2023;0000 UTC;969,7;969,7;969,1;;128
04/05/2023;0100 UTC;971,2;971,2;969,7;;72
04/05/2023;0200 UTC;972,6;972,6;971,2;;54
04/05/2023;0300 UTC;974,2;974,2;972,7;;53
04/05/2023;0400 UTC;975;975;974,2;;12
04/05/2023;0500 UTC;975,2;975,2;975;;57
04/05/2023;0600 UTC;975,7;975,7;975,2;;23
04/05/2023;0700 UTC;976,3;976,3;975,7;;6
04/05/2023;0800 UTC;976,8;976,8;976,3;;5
04/05/2023;0900 UTC;978;978;976,8;;32
04/05/2023;1000 UTC;985,2;985,2;978;;28
04/05/2023;1100 UTC;996,8;996,8;985,2;;50
04/05/2023;1200 UTC;1005,1;1005,1;996,8;;54
04/05/2023;1300 UTC;1007,7;1007,7;1005,1;;110
04/05/2023;1400 UTC;1009,8;1009,8;1007,7;;99
04/05/2023;1500 UTC;1010,9;1010,9;1009,8;;119
04/05/2023;1600 UTC;1010;1011,1;1009,9;;106
04/05/2023;1700 UTC;1008,4;1010,3;1008,3;;128
04/05/2023;1800 UTC;1007,1;1008,8;1007,1;;125
04/05/2023;1900 UTC;999,9;1007,1;999,9;;144
04/05/2023;2000 UTC;989,1;999,9;989,1;;131
04/05/2023;2100 UTC;974,9;989,1;974,9;;75
04/05/2023;2200 UTC;969,5;974,9;969,5;;112
04/05/2023;2300 UTC;968,6;969,5;968,6;;84
05/05/2023;0000 UTC;969,9;969,9;968,6;;78
05/05/2023;0100 UTC;972;972;969,9;;43
05/05/2023;0200 UTC;973,4;973,4;972;;111
05/05/2023;0300 UTC;973,7;973,7;973,5;;23
05/05/2023;0400 UTC;975,1;975,1;973,7;;4
05/05/2023;0500 UTC;976,4;976,4;975,1;;31
05/05/2023;0600 UTC;977,8;977,8;976,4;;141
05/05/2023;0700 UTC;979,1;979,1;977,8;;17
05/05/2023;0800 UTC;979,9;980;979,1;;32
05/05/2023;0900 UTC;979,6;980;979,5;;39
05/05/2023;1000 UTC;985,9;985,9;979,6;;19
05/05/2023;1100 UTC;995,4;995,4;985,9;;148
05/05/2023;1200 UTC;1001,8;1001,8;995,4;;61
05/05/2023;1300 UTC;1006,2;1006,2;1001,8;;141
05/05/2023;1400 UTC;1003,8;1007,8;1003,8;;150
05/05/2023;1500 UTC;989,6;1003,8;989,6;;152
05/05/2023;1600 UTC;988,5;989,6;987,3;;158
05/05/2023;1700 UTC;997,3;997,3;988,5;;142
05/05/2023;1800 UTC;991,4;999;991,4;;36
05/05/2023;1900 UTC;982,9;991,4;982,9;;6
05/05/2023;2000 UTC;980,1;982,9;980,1;;146
05/05/2023;2100 UTC;978,2;980,2;978,2;;145
05/05/2023;2200 UTC;977,4;978,2;977,4;;145
05/05/2023;2300 UTC;977,8;977,8;977,4;;146
06/05/2023;0000 UTC;978,6;978,6;977,8;;137
06/05/2023;0100 UTC;980,3;980,3;978,6;;96
06/05/2023;0200 UTC;981,4;981,4;980,3;;148
06/05/2023;0300 UTC;982,1;982,1;981,4;;150
06/05/2023;0400 UTC;983,2;983,2;982,1;;157
06/05/2023;0500 UTC;983;983,6;983;;48
06/05/2023;0600 UTC;982,3;983,1;982,3;;148
06/05/2023;0700 UTC;982,6;982,6;982,3;;167
06/05/2023;0800 UTC;983,4;983,4;982,6;;123
06/05/2023;0900 UTC;984;984;983,4;;172
06/05/2023;1000 UTC;986,2;986,2;984;;141
06/05/2023;1100 UTC;991,1;991,1;986,2;;27
06/05/2023;1200 UTC;1001,8;1001,8;991,1;;126
06/05/2023;1300 UTC;1007,4;1007,5;1001,8;;146
06/05/2023;1400 UTC;1007,1;1007,5;1007;;141
06/05/2023;1500 UTC;998,4;1007,2;998,4;;130
06/05/2023;1600 UTC;998,9;998,9;997,2;;153
06/05/2023;1700 UTC;1002,3;1002,3;998,9;;126
06/05/2023;1800 UTC;1002,6;1003,9;1002,3;;147
06/05/2023;1900 UTC;999,3;1002,6;999,3;;147
06/05/2023;2000 UTC;990,1;999,3;990,1;;146
06/05/2023;2100 UTC;978,5;990,1;978,5;;145
06/05/2023;2200 UTC;972,7;978,5;972,7;;147
06/05/2023;2300 UTC;970,4;972,7;970,4;;89
07/05/2023;0000 UTC;970,6;970,6;970,3;;140
07/05/2023;0100 UTC;971,8;971,8;970,6;;135
07/05/2023;0200 UTC;973,2;973,2;971,8;;140
07/05/2023;0300 UTC;974,9;974,9;973,2;;141
07/05/2023;0400 UTC;975,5;975,5;974,9;;141
07/05/2023;0500 UTC;976,3;976,3;975,5;;141
07/05/2023;0600 UTC;977,1;977,1;976,3;;141
07/05/2023;0700 UTC;979,7;979,7;977,1;;360
07/05/2023;0800 UTC;980,4;980,4;979,7;;136
07/05/2023;0900 UTC;982;982;980,4;;360
07/05/2023;1000 UTC;985,8;985,8;982;;4
07/05/2023;1100 UTC;995,4;995,4;985,8;;22
07/05/2023;1200 UTC;1001,3;1001,3;995,4;;16
07/05/2023;1300 UTC;1006,4;1006,4;1001,3;;108
07/05/2023;1400 UTC;1009,7;1009,7;1006,4;;100
07/05/2023;1500 UTC;1011,1;1011,1;1009,7;;118
07/05/2023;1600 UTC;1012,3;1012,3;1011,1;;105
07/05/2023;1700 UTC;1011,5;1013,2;1011,5;;108
07/05/2023;1800 UTC;1008,2;1011,5;1008,2;;143
07/05/2023;1900 UTC;1000,8;1008,2;1000,8;;140
07/05/2023;2000 UTC;989,6;1000,8;989,6;;145
07/05/2023;2100 UTC;975,1;989,6;975,1;;146
07/05/2023;2200 UTC;968,1;975,1;968,1;;151
07/05/2023;2300 UTC;967;968,1;966,9;;141
08/05/2023;0000 UTC;967,7;967,7;967;;156
08/05/2023;0100 UTC;970,1;970,1;967,7;;15
08/05/2023;0200 UTC;971,9;971,9;970,1;;24
08/05/2023;0300 UTC;972,4;972,4;971,9;;5
08/05/2023;0400 UTC;973,8;973,8;972,4;;37
08/05/2023;0500 UTC;975,7;975,7;973,8;;39
08/05/2023;0600 UTC;977,6;977,6;975,7;;34
08/05/2023;0700 UTC;978,6;978,6;977,6;;135
08/05/2023;0800 UTC;977,8;978,9;977,8;;6
08/05/2023;0900 UTC;977,4;977,8;977,1;;6
08/05/2023;1000 UTC;984,7;984,7;977,4;;33
08/05/2023;1100 UTC;995,8;995,8;984,7;;108
08/05/2023;1200 UTC;1003,8;1003,8;995,8;;124
08/05/2023;1300 UTC;1004,5;1005,3;1003,8;;139
08/05/2023;1400 UTC;1008,3;1008,3;1004,5;;136
08/05/2023;1500 UTC;1007,3;1009,4;1007,3;;140
08/05/2023;1600 UTC;1009,3;1009,6;1007,3;;149
08/05/2023;1700 UTC;1010;1010;1009,3;;143
08/05/2023;1800 UTC;1006,1;1010,2;1006,1;;144
08/05/2023;1900 UTC;998,8;1006,1;998,8;;146
08/05/2023;2000 UTC;987,9;998,8;987,9;;138
08/05/2023;2100 UTC;974,4;987,9;974,4;;146
08/05/2023;2200 UTC;967,6;974,3;967,6;;140
08/05/2023;2300 UTC;966;967,6;966;;163
09/05/2023;0000 UTC;966,4;966,4;966;;169
09/05/2023;0100 UTC;968;968;966,4;;135
09/05/2023;0200 UTC;969,8;969,8;968;;140
09/05/2023;0300 UTC;971,6;971,6;969,8;;173
09/05/2023;0400 UTC;972,6;972,6;971,6;;174
09/05/2023;0500 UTC;973,9;973,9;972,6;;174
09/05/2023;0600 UTC;975,3;975,3;973,9;;172
09/05/2023;0700 UTC;977,9;977,9;975,3;;169
09/05/2023;0800 UTC;979,6;979,6;977,9;;146
09/05/2023;0900 UTC;980,2;980,3;979,6;;169
09/05/2023;1000 UTC;984,7;984,7;980,2;;160
09/05/2023;1100 UTC;995,4;995,4;984,7;;134
09/05/2023;1200 UTC;1003;1003;995,5;;147
09/05/2023;1300 UTC;1008,7;1008,7;1003,1;;125
09/05/2023;1400 UTC;1011,5;1011,6;1008,7;;124
09/05/2023;1500 UTC;1011,9;1012;1011,5;;139
09/05/2023;1600 UTC;1009,3;1012;1009,3;;151
09/05/2023;1700 UTC;1002,4;1009,3;1002,4;;144
09/05/2023;1800 UTC;997,3;1002,4;997,3;;144
09/05/2023;1900 UTC;994,6;997,3;994,5;;143
09/05/2023;2000 UTC;987,4;994,6;987,4;;148
09/05/2023;2100 UTC;974,9;987,4;974,9;;145
09/05/2023;2200 UTC;968,4;974,9;968,4;;141
09/05/2023;2300 UTC;967,1;968,4;967,1;;145
10/05/2023;0000 UTC;967,6;967,6;967,1;;173
10/05/2023;0100 UTC;969,1;969,1;967,6;;159
10/05/2023;0200 UTC;970,7;970,7;969,1;;169
10/05/2023;0300 UTC;971,9;971,9;970,7;;164
10/05/2023;0400 UTC;972,9;972,9;971,9;;164
10/05/2023;0500 UTC;973,6;973,6;972,9;;164
10/05/2023;0600 UTC;974,4;974,4;973,6;;168
10/05/2023;0700 UTC;974,3;974,6;974,2;;169
10/05/2023;0800 UTC;976,2;976,2;974,3;;34
10/05/2023;0900 UTC;979;979;976,2;;140
10/05/2023;1000 UTC;985,9;985,9;979;;34
10/05/2023;1100 UTC;997,5;997,5;985,9;;43
10/05/2023;1200 UTC;1005,5;1005,5;997,5;;77
10/05/2023;1300 UTC;1010,2;1010,2;1005,5;;76
10/05/2023;1400 UTC;1010,5;1010,7;1010,2;;99
10/05/2023;1500 UTC;1014,1;1014,1;1010,5;;79
10/05/2023;1600 UTC;1013,4;1016;1013,4;;101
10/05/2023;1700 UTC;1010,7;1013,4;1010,7;;100
10/05/2023;1800 UTC;1006,8;1010,8;1006,8;;140
10/05/2023;1900 UTC;998,1;1006,8;998,1;;141
10/05/2023;2000 UTC;984,9;998,1;984,9;;139
10/05/2023;2100 UTC;972,4;984,8;972,4;;139
10/05/2023;2200 UTC;966,5;972,4;966,5;;140
10/05/2023;2300 UTC;964,6;966,5;964,6;;140
11/05/2023;0000 UTC;964,6;964,7;964,5;;140
11/05/2023;0100 UTC;965,6;965,6;964,6;;134
11/05/2023;0200 UTC;967,2;967,2;965,6;;159
11/05/2023;0300 UTC;968,9;968,9;967,2;;50
11/05/2023;0400 UTC;970,9;970,9;968,9;;44
11/05/2023;0500 UTC;972,3;972,3;970,9;;21
11/05/2023;0600 UTC;972,9;972,9;972,3;;26
11/05/2023;0700 UTC;973,9;973,9;972,9;;32
11/05/2023;0800 UTC;974,5;974,5;973,9;;13
11/05/2023;0900 UTC;975,5;975,5;974,5;;6
11/05/2023;1000 UTC;981,6;981,6;975,5;;33
11/05/2023;1100 UTC;992,6;992,6;981,7;;32
11/05/2023;1200 UTC;1000,7;1000,7;992,6;;32
11/05/2023;1300 UTC;1006,8;1006,8;1000,7;;44
11/05/2023;1400 UTC;1009,5;1009,5;1006,8;;65
11/05/2023;1500 UTC;1011,5;1011,5;1009,5;;75
11/05/2023;1600 UTC;1008,8;1012,2;1008,8;;58
11/05/2023;1700 UTC;1010,3;1010,3;1008,8;;69
11/05/2023;1800 UTC;1007,4;1010,9;1007,4;;143
11/05/2023;1900 UTC;997,3;1007,3;997,3;;142
11/05/2023;2000 UTC;984,3;997,3;984,3;;139
11/05/2023;2100 UTC;970,6;984,3;970,6;;142
11/05/2023;2200 UTC;965;970,6;965;;140
11/05/2023;2300 UTC;964,1;965;964;;91
12/05/2023;0000 UTC;965,2;965,2;964,1;;62
12/05/2023;0100 UTC;966,7;966,7;965,2;;59
12/05/2023;0200 UTC;968;968;966,7;;72
12/05/2023;0300 UTC;969,3;969,3;968;;29
12/05/2023;0400 UTC;970,7;970,7;969,3;;24
12/05/2023;0500 UTC;972,1;972,1;970,7;;30
12/05/2023;0600 UTC;972,6;972,6;972,1;;32
12/05/2023;0700 UTC;973;973;972,6;;28
12/05/2023;0800 UTC;973,6;973,6;973;;35
12/05/2023;0900 UTC;974,6;974,6;973,6;;37
12/05/2023;1000 UTC;982;982;974,6;;55
12/05/2023;1100 UTC;994,9;994,9;982;;74
12/05/2023;1200 UTC;1002,4;1002,4;994,9;;56
12/05/2023;1300 UTC;1006,9;1006,9;1002,4;;116
12/05/2023;1400 UTC;1009,2;1009,2;1006,9;;74
12/05/2023;1500 UTC;1010,4;1010,4;1009,2;;120
12/05/2023;1600 UTC;1012,2;1012,2;1010,4;;137
12/05/2023;1700 UTC;1009,6;1012,9;1009,6;;108
12/05/2023;1800 UTC;1001;1009,6;1001;;129
12/05/2023;1900 UTC;992,7;1001;992,7;;140
12/05/2023;2000 UTC;984,4;992,6;984,4;;138
12/05/2023;2100 UTC;972,6;984,4;972,6;;115
12/05/2023;2200 UTC;967,3;972,6;967,3;;92
12/05/2023;2300 UTC;966,1;967,3;966,1;;76
13/05/2023;0000 UTC;966,7;966,7;966,1;;35
13/05/2023;0100 UTC;968,1;968,1;966,7;;23
13/05/2023;0200 UTC;969,5;969,5;968,1;;38
13/05/2023;0300 UTC;971,4;971,4;969,5;;27
13/05/2023;0400 UTC;971,8;971,8;971,4;;34
13/05/2023;0500 UTC;971,6;971,9;971,6;;16
13/05/2023;0600 UTC;971,9;971,9;971,6;;6
13/05/2023;0700 UTC;972,9;972,9;971,9;;145
13/05/2023;0800 UTC;974,2;974,2;972,9;;157
13/05/2023;0900 UTC;975,4;975,4;974,2;;360
13/05/2023;1000 UTC;982,2;982,2;975,4;;3
13/05/2023;1100 UTC;996,3;996,3;982,2;;17
13/05/2023;1200 UTC;1007,7;1007,7;996,3;;24
13/05/2023;1300 UTC;1012,8;1012,8;1007,7;;88
13/05/2023;1400 UTC;1015;1015;1012,8;;93
13/05/2023;1500 UTC;1015,9;1015,9;1015;;50
13/05/2023;1600 UTC;1017,3;1018,1;1015,9;;51
13/05/2023;1700 UTC;1010,4;1017,3;1010,4;;114
13/05/2023;1800 UTC;1007;1010,4;1007;;127
13/05/2023;1900 UTC;997,1;1007;997,1;;138
13/05/2023;2000 UTC;985,9;997,1;985,9;;144
13/05/2023;2100 UTC;972,6;985,9;972,6;;16
13/05/2023;2200 UTC;967,2;972,6;967,2;;106
13/05/2023;2300 UTC;966,3;967,2;966,3;;103
14/05/2023;0000 UTC;967,1;967,1;966,3;;58
14/05/2023;0100 UTC;968,3;968,3;967,1;;46
14/05/2023;0200 UTC;970;970;968,3;;92
14/05/2023;0300 UTC;971,4;971,4;970;;35
14/05/2023;0400 UTC;972,1;972,1;971,4;;23
14/05/2023;0500 UTC;973,5;973,5;972,1;;29
14/05/2023;0600 UTC;975,4;975,4;973,5;;27
14/05/2023;0700 UTC;978;978;975,4;;42
14/05/2023;0800 UTC;980,3;980,3;978;;48
14/05/2023;0900 UTC;982,1;982,1;980,3;;28
