LOCAL;DATA;HORA;Temp. Ins. (C);TEMP MAX;Temp. Min. (C);PA INST;Pressao Max. (hPa);Pressao Min. (hPa);VEL VEN MED;Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
ARAPIRACA;24/10/2023;1000;24;24;21;988,6;988,6;987,9;2,4;131;4,7;1111,8;0
ARAPIRACA;24/10/2023;1100;26,3;26,5;24;988,8;988,9;988,6;4,1;100;8,1;1562,2;0
ARAPIRACA;24/10/2023;1200;27,9;27,9;26,2;988,5;988,8;988,5;3,3;101;8,1;2335,5;0
ARAPIRACA;24/10/2023;1300;29,2;30,7;27,6;988,1;988,6;988;2,8;95;6,9;2877,2;0,2
ARAPIRACA;24/10/2023;1400;31;31,5;28,6;987,3;988,1;987,3;3,5;85;8,4;3455,7;0
ARAPIRACA;24/10/2023;1500;31;31,9;29,8;986,2;987,3;986,2;3,4;97;8,1;2714,3;0
ARAPIRACA;24/10/2023;1600;31,5;32,5;30,4;985,2;986,2;985,2;4,1;85;8,5;2682,2;0
ARAPIRACA;24/10/2023;1700;32,1;32,9;30,9;984,3;985,2;984,3;3,2;108;8,5;2773;0
ARAPIRACA;24/10/2023;1800;31,6;32,7;31,3;983,6;984,3;983,6;3,4;92;7,5;2333,8;0
ARAPIRACA;24/10/2023;1900;30,3;31,7;30,2;983,5;983,6;983,4;3,7;84;7,6;1403,1;0
ARAPIRACA;24/10/2023;2000;27,3;30,3;27,3;984;984;983,5;4;95;8,6;456,4;0
ARAPIRACA;24/10/2023;2100;25,1;27,3;25,1;984,5;984,5;984;3,1;104;7,9;9,9;0
ARAPIRACA;24/10/2023;2200;23,7;25,1;23,7;984,8;984,8;984,5;2,6;104;6,6;;0,2
ARAPIRACA;24/10/2023;2300;23;23,7;23;985,2;985,2;984,8;2,5;105;5;;0
ARAPIRACA;25/10/2023;0;22,7;23;22,7;985,7;985,7;985,2;2,2;106;5,9;;0
ARAPIRACA;25/10/2023;100;22,5;22,7;22,5;986;986,1;985,7;3;94;6,5;;0
ARAPIRACA;25/10/2023;200;22,2;22,5;22,2;985,2;986;985,2;3,9;79;7,6;;0
ARAPIRACA;25/10/2023;300;21,8;22,2;21,8;984,7;985,2;984,7;2,9;73;7,6;;0
ARAPIRACA;25/10/2023;400;21,4;21,8;21,4;984,2;984,7;984,2;2,4;61;5,4;;0
ARAPIRACA;25/10/2023;500;21,1;21,4;21,1;983,7;984,2;983,6;2;56;4,8;;0
ARAPIRACA;25/10/2023;600;20,8;21,1;20,8;983,7;983,7;983,5;2;64;4,5;;0
ARAPIRACA;25/10/2023;700;20,6;20,9;20,5;984,3;984,3;983,7;1,3;71;3,9;;0
ARAPIRACA;25/10/2023;800;20,5;20,6;20,4;985;985;984,3;1,5;50;3,1;;0
ARAPIRACA;25/10/2023;900;21,7;21,7;20,3;985,5;985,5;985;3,1;60;4,9;246;0
ARAPIRACA;25/10/2023;1000;24,1;24,1;21,7;986,3;986,3;985,5;4;61;7;1083,3;0
ARAPIRACA;25/10/2023;1100;25,6;26,2;24,1;986,6;986,6;986,3;4;47;8,5;1789,5;0
ARAPIRACA;25/10/2023;1200;28,5;28,6;25,6;986,2;986,6;986,2;5,5;68;11,5;2809,1;0
ARAPIRACA;25/10/2023;1300;30,6;30,8;28,4;985,5;986,2;985,5;4,3;74;11,5;3387,1;0
ARAPIRACA;25/10/2023;1400;32,1;32,2;30,5;984,5;985,5;984,5;4,8;81;9,7;3659;0
ARAPIRACA;25/10/2023;1500;33,3;33,6;31,8;983,4;984,5;983,4;3,6;72;9,7;3711,9;0
ARAPIRACA;25/10/2023;1600;34,3;34,6;33,1;981,8;983,4;981,8;4,6;68;10,9;3519,4;0
ARAPIRACA;25/10/2023;1700;34,8;35;34,2;981;981,8;981;3,1;79;9,6;3041,4;0
ARAPIRACA;25/10/2023;1800;34,5;35,2;34,5;980,6;981;980,6;3,9;86;9,8;2294,9;0
ARAPIRACA;25/10/2023;1900;33,2;34,5;33,2;980,5;980,7;980,4;4,1;88;9,3;1411,1;0
ARAPIRACA;25/10/2023;2000;29,5;33,2;29,5;981;981;980,5;4,1;104;8,9;469,8;0
ARAPIRACA;25/10/2023;2100;26,4;29,5;26,4;981,7;981,7;981;3,5;111;7,3;9,5;0
ARAPIRACA;25/10/2023;2200;24,6;26,4;24,6;982,2;982,2;981,7;3;112;6,7;;0
ARAPIRACA;25/10/2023;2300;23,9;24,6;23,9;982,9;982,9;982,2;3,8;92;6,6;;0
ARAPIRACA;26/10/2023;0;23,1;23,9;23,1;983,5;983,5;982,8;3,1;85;6,9;;0
ARAPIRACA;26/10/2023;100;22,4;23,1;22,4;983,6;983,6;983,4;2,4;80;7;;0
ARAPIRACA;26/10/2023;200;21,9;22,4;21,9;983,3;983,6;983,3;2,9;94;5,3;;0
ARAPIRACA;26/10/2023;300;21,5;21,9;21,5;982,5;983,3;982,5;2,1;88;6,6;;0
ARAPIRACA;26/10/2023;400;21,2;21,5;21,2;981,8;982,5;981,8;3,4;89;7,2;;0
ARAPIRACA;26/10/2023;500;20,7;21,2;20,7;981,4;981,8;981,4;3;80;6,9;;0
ARAPIRACA;26/10/2023;600;20,7;20,8;20,7;981,7;981,7;981,2;3,3;88;8;;0
ARAPIRACA;26/10/2023;700;20,6;20,8;20,6;982;982;981,6;2,7;58;7,2;;0
ARAPIRACA;26/10/2023;800;20,3;20,6;20,3;982,5;982,6;982;2,5;51;5,2;;0
ARAPIRACA;26/10/2023;900;21,2;21,2;20,3;982,8;982,9;982,5;2,5;21;4,9;234,6;0
ARAPIRACA;26/10/2023;1000;23,9;23,9;21,2;983,6;983,6;982,8;2,2;25;6,1;1108,2;0
ARAPIRACA;26/10/2023;1100;27,3;27,3;23,9;984;984,1;983,6;4,4;72;8;2005,7;0
ARAPIRACA;26/10/2023;1200;29,4;29,5;27,3;983,9;984,1;983,8;4,2;61;8,8;2817,5;0
ARAPIRACA;26/10/2023;1300;31,5;31,5;29,3;983,7;983,9;983,7;3,7;75;8,5;3412,6;0
ARAPIRACA;26/10/2023;1400;33,1;33,1;31,1;983,3;983,7;983,2;3,3;92;8,6;3661,3;0
ARAPIRACA;26/10/2023;1500;33,8;34,4;32,8;982,5;983,3;982,5;4,3;86;9,3;3702;0
ARAPIRACA;26/10/2023;1600;34;34,6;33,4;981,5;982,5;981,5;4,5;78;8,9;3495,4;0
ARAPIRACA;26/10/2023;1700;33,8;34,3;33,7;981;981,5;981;4,8;87;9,6;2964;0
ARAPIRACA;26/10/2023;1800;33,1;34,1;33,1;980,8;981,1;980,8;4,7;105;10,7;2239,5;0
ARAPIRACA;26/10/2023;1900;30,6;33,2;30,6;980,8;980,8;980,7;5,1;98;9,6;1339,4;0
ARAPIRACA;26/10/2023;2000;28;30,6;28;981,3;981,3;980,8;4,7;100;12;470,2;0
ARAPIRACA;26/10/2023;2100;25,9;28;25,9;982;982;981,3;4,2;93;9,7;12,1;0
ARAPIRACA;26/10/2023;2200;25;25,9;25;982,7;982,8;982;3,9;92;8,7;;0
ARAPIRACA;26/10/2023;2300;24,2;25;24,2;983,1;983,1;982,7;4,6;84;8,6;;0
ARAPIRACA;27/10/2023;0;23,6;24,2;23,6;983,7;983,7;983;3,6;79;8,4;;0
ARAPIRACA;27/10/2023;100;23,1;23,6;23,1;984,2;984,2;983,7;2,7;86;7,9;;0
ARAPIRACA;27/10/2023;200;22,6;23,2;22,6;984,2;984,3;984,2;2,7;85;5,6;;0
ARAPIRACA;27/10/2023;300;22,2;22,6;22,2;983,8;984,3;983,8;2,6;73;5,6;;0
ARAPIRACA;27/10/2023;400;22,1;22,2;22;983,3;983,8;983,3;3,1;68;5,8;;0
ARAPIRACA;27/10/2023;500;21,8;22,1;21,7;983,1;983,3;983,1;1,4;64;5,6;;0
ARAPIRACA;27/10/2023;600;22,6;22,6;21,8;983,1;983,1;982,9;2,2;79;3,9;;0
ARAPIRACA;27/10/2023;700;22,6;22,9;22,6;983,2;983,2;983,1;2,2;65;4,3;;0
ARAPIRACA;27/10/2023;800;22;22,5;22;983,9;983,9;983,2;2,1;59;4,3;;0
ARAPIRACA;27/10/2023;900;23,1;23,1;22;984,5;984,5;983,9;3;78;5,9;241,9;0
ARAPIRACA;27/10/2023;1000;25,6;25,6;23,1;985,6;985,6;984,5;5,9;68;9,3;1124;0
ARAPIRACA;27/10/2023;1100;28;28,3;25,6;985,9;985,9;985,6;5,5;48;11,9;2116,7;0
ARAPIRACA;27/10/2023;1200;30,2;30,2;27,8;985,8;986;985,7;5,6;76;13,8;2751,1;0
ARAPIRACA;27/10/2023;1300;31,2;31,7;29,6;985,5;986;985,5;4,8;70;11;3155,2;0
ARAPIRACA;27/10/2023;1400;32,7;33;31,1;985;985,5;985;4,9;74;10,7;3499,1;0
ARAPIRACA;27/10/2023;1500;33,6;33,7;32,1;984,1;985,1;984,1;4,2;78;10,3;3732,6;0
ARAPIRACA;27/10/2023;1600;34,2;34,4;33,3;983;984,1;983;3,9;84;10,3;3532,1;0
ARAPIRACA;27/10/2023;1700;34,5;34,5;33,7;982,6;983;982,5;4,1;89;10,3;2986,9;0
ARAPIRACA;27/10/2023;1800;33,5;34,6;33,4;982,4;982,6;982,3;4,3;80;9,5;2263,4;0
ARAPIRACA;27/10/2023;1900;30,9;33,6;30,9;982,7;982,7;982,4;4,8;113;10,2;1255,3;0
ARAPIRACA;27/10/2023;2000;27,7;30,9;27,7;983,3;983,3;982,7;5,4;103;11,5;459;0
ARAPIRACA;27/10/2023;2100;25,7;27,7;25,7;984;984;983,3;4,7;98;11,5;18;0
ARAPIRACA;27/10/2023;2200;24,8;25,7;24,8;984,6;984,6;984;3,8;92;10,6;;0
ARAPIRACA;27/10/2023;2300;24,3;24,8;24,3;985,2;985,3;984,6;4,9;83;9,3;;0
ARAPIRACA;28/10/2023;0;23,8;24,3;23,8;985,7;985,7;985,2;4,8;79;9,4;;0
ARAPIRACA;28/10/2023;100;23,7;23,9;23,7;985,9;986;985,7;4,1;75;9,3;;0
ARAPIRACA;28/10/2023;200;23,7;23,8;23,7;985,6;985,9;985,6;4,3;78;9,4;;0
ARAPIRACA;28/10/2023;300;23,3;23,7;23,3;985,4;985,6;985,4;3;87;8;;0
ARAPIRACA;28/10/2023;400;23,1;23,3;23,1;984,9;985,4;984,9;3,2;77;6,4;;0
ARAPIRACA;28/10/2023;500;23,5;23,5;23,1;985;985;984,8;4,5;81;10,6;;0
ARAPIRACA;28/10/2023;600;22,9;23,5;22,9;985,2;985,2;985;2,4;101;10,6;;0
ARAPIRACA;28/10/2023;700;22,9;23;22,8;985,6;985,6;985,2;2,1;91;5,4;;0
ARAPIRACA;28/10/2023;800;22,1;22,9;22,1;985,8;985,8;985,6;1,8;73;5,9;;0
ARAPIRACA;28/10/2023;900;22,8;22,8;22,1;986,6;986,6;985,8;2;78;4,5;203,9;0
ARAPIRACA;28/10/2023;1000;24,3;24,3;22,8;987,2;987,2;986,6;3,3;75;7,4;584,4;0
ARAPIRACA;28/10/2023;1100;27,2;27,2;24,2;987,5;987,5;987,1;6,4;79;10,9;1758,9;0
ARAPIRACA;28/10/2023;1200;28;28,6;26,8;987,5;987,5;987,4;4,8;83;10,9;1935,3;0
ARAPIRACA;28/10/2023;1300;30,7;30,7;28;987,4;987,6;987,4;5,9;108;11,3;2476,9;0
ARAPIRACA;28/10/2023;1400;32,5;32,5;30,4;986,7;987,4;986,7;4,5;96;12,2;3059,3;0
ARAPIRACA;28/10/2023;1500;31,9;32,6;31,5;985,6;986,7;985,6;5,4;85;11,6;3666,5;0
ARAPIRACA;28/10/2023;1600;32,8;33,2;31,9;984,8;985,6;984,8;5,2;95;11,5;3553,3;0
ARAPIRACA;28/10/2023;1700;32,3;32,8;31,8;984,1;984,8;984,1;5,1;94;11,1;3027,4;0
ARAPIRACA;28/10/2023;1800;30,9;32,4;30,9;984;984,1;983,9;4,7;113;11,1;2295,9;0
ARAPIRACA;28/10/2023;1900;29,4;31,1;29,3;984,1;984,1;983,9;4,4;114;10,6;1369,8;0
ARAPIRACA;28/10/2023;2000;26,5;29,4;26,5;985,1;985,1;984,1;4,4;118;10;460,5;0
ARAPIRACA;28/10/2023;2100;24,8;26,5;24,8;985,9;985,9;985,1;3,7;116;9,3;17;0
ARAPIRACA;28/10/2023;2200;24,1;24,8;24,1;986,6;986,6;985,9;3,4;115;7,7;;0
ARAPIRACA;28/10/2023;2300;23,3;24,1;23,3;987,2;987,2;986,6;2,4;120;7,7;;0
ARAPIRACA;29/10/2023;0;22,5;23,3;22,5;987,6;987,6;987,2;1,6;114;4,5;;0
ARAPIRACA;29/10/2023;100;22,1;22,5;22,1;987,3;987,6;987,3;1,7;107;3,4;;0
ARAPIRACA;29/10/2023;200;21,6;22,1;21,6;986,7;987,3;986,7;1,4;118;3,1;;0
ARAPIRACA;29/10/2023;300;21,4;21,6;21,3;986;986,7;986;1;113;2,3;;0
ARAPIRACA;29/10/2023;400;21,3;21,5;21,1;985,7;986;985,7;0;50;2,3;;0
ARAPIRACA;29/10/2023;500;21,4;21,4;21;985,3;985,6;985,3;0,1;151;0,9;;0
ARAPIRACA;29/10/2023;600;22;22;21,4;985,5;985,5;985,3;1;137;3,1;;0
ARAPIRACA;29/10/2023;700;21,6;22,1;21,5;985,8;985,8;985,5;0,2;147;3;;0
ARAPIRACA;29/10/2023;800;21,8;21,8;21,3;986,3;986,3;985,8;1,2;137;2,4;;0
ARAPIRACA;29/10/2023;900;22,5;22,5;21,7;986,8;986,8;986,2;2,2;114;5,4;204,6;0
ARAPIRACA;29/10/2023;1000;24,7;24,8;22,5;987,8;987,8;986,8;3,8;128;7,7;1039,9;0
ARAPIRACA;29/10/2023;1100;27,1;27,4;24,7;988,4;988,4;987,8;3,8;113;9,7;1719,6;0
ARAPIRACA;29/10/2023;1200;27,4;28,7;26,9;988,6;988,6;988,3;3,9;125;9,3;1763;0
ARAPIRACA;29/10/2023;1300;29,8;30,2;27,4;988,6;988,8;988,6;4,8;116;9,6;2203,6;0
ARAPIRACA;29/10/2023;1400;31,7;32,5;29,8;987,8;988,6;987,8;4,6;122;10,1;3439,1;0
ARAPIRACA;29/10/2023;1500;31,9;32,8;30,3;986,8;987,8;986,8;4,4;115;10,7;2932,2;0
ARAPIRACA;29/10/2023;1600;30,8;32,5;30,2;985,7;986,8;985,7;3,6;111;10,6;2344,8;0
ARAPIRACA;29/10/2023;1700;30,3;32,6;30,3;984,9;985,7;984,9;4,7;111;8,8;2577,6;0
ARAPIRACA;29/10/2023;1800;30,5;31,7;29;984,5;984,9;984,5;4,4;114;9,1;2102;0
ARAPIRACA;29/10/2023;1900;29;30,6;29;984,6;984,6;984,4;4;103;9,1;1423,7;0
ARAPIRACA;29/10/2023;2000;26,4;29;26,4;984,8;984,9;984,6;3,9;119;8,2;383,2;0
ARAPIRACA;29/10/2023;2100;24,2;26,4;24,2;984,9;984,9;984,7;2,7;110;8,2;12,4;0
ARAPIRACA;29/10/2023;2200;22,9;24,2;22,9;985,5;985,5;984,9;1,3;103;5,6;;0
ARAPIRACA;29/10/2023;2300;22,3;22,9;22,3;986,2;986,2;985,5;1,2;93;2,8;;0
ARAPIRACA;30/10/2023;0;21,9;22,3;21,9;986,9;986,9;986,2;0,5;108;2,1;;0
ARAPIRACA;30/10/2023;100;21,4;21,9;21,4;987;987,1;986,8;0,7;85;1,4;;0
ARAPIRACA;30/10/2023;200;21;21,4;21;986,5;987;986,5;0,3;71;1,3;;0
ARAPIRACA;30/10/2023;300;20,9;21,1;20,7;985,9;986,5;985,9;0;159;1;;0
ARAPIRACA;30/10/2023;400;20,6;21,1;20,3;985,1;985,9;985,1;0,1;70;0,8;;0
ARAPIRACA;30/10/2023;500;20,7;20,8;20,6;984,8;985,1;984,8;0,2;129;1,9;;0
ARAPIRACA;30/10/2023;600;20,4;20,7;20,1;984,7;984,9;984,7;0;73;0,9;;0
ARAPIRACA;30/10/2023;700;20,1;20,5;20;985,5;985,5;984,7;0,1;37;0,9;;0
ARAPIRACA;30/10/2023;800;19,9;20,4;19,8;985,9;985,9;985,5;0;341;0,6;;0
ARAPIRACA;30/10/2023;900;22,1;22,2;19,9;986,6;986,6;985,9;0,1;129;1;246,8;0
ARAPIRACA;30/10/2023;1000;24,2;24,2;22,1;987;987;986,6;2,1;115;3,8;1094,8;0
ARAPIRACA;30/10/2023;1100;24;25;23,9;987,7;987,7;987;3,4;84;6,2;927,9;0
ARAPIRACA;30/10/2023;1200;26,1;26,3;24;987,5;987,7;987,4;3,7;85;6,8;1598,8;0
ARAPIRACA;30/10/2023;1300;27,8;27,8;26,1;987,2;987,5;987,2;3;92;6,9;1836,9;0
ARAPIRACA;30/10/2023;1400;29,2;29,8;27,5;986,6;987,2;986,6;1,7;86;7,2;2031;0
ARAPIRACA;30/10/2023;1500;29,8;30,1;28,3;985,6;986,6;985,6;2,1;102;5;1574,1;0
ARAPIRACA;30/10/2023;1600;30,8;31,2;29;984,7;985,6;984,7;3,1;135;7,5;1870,4;0
ARAPIRACA;30/10/2023;1700;31;31,9;30,3;983,9;984,7;983,9;2;136;7,5;2272,7;0
ARAPIRACA;30/10/2023;1800;30,9;32,7;30,5;983,6;983,9;983,5;2,7;132;6,8;1995,2;0
ARAPIRACA;30/10/2023;1900;29,2;30,9;29,2;983,7;983,7;983,5;4,1;119;7,9;1527,8;0
ARAPIRACA;30/10/2023;2000;26,1;29,2;26,1;984,1;984,1;983,7;3,1;130;8,8;317,5;0
ARAPIRACA;30/10/2023;2100;24,3;26,1;24,3;984,7;984,7;984,1;2,7;116;7;12,1;0
ARAPIRACA;30/10/2023;2200;22,8;24,3;22,8;985,4;985,4;984,7;2,1;111;4,9;;0
ARAPIRACA;30/10/2023;2300;21,9;22,8;21,9;986;986;985,4;1,7;116;4,3;;0
ARAPIRACA;31/10/2023;0;21,3;21,9;21,3;986,4;986,4;986;1,8;122;3,1;;0
ARAPIRACA;31/10/2023;100;20,8;21,4;20,7;986,4;986,5;986,4;1,2;86;3,7;;0
ARAPIRACA;31/10/2023;200;20,5;20,8;20,5;985,5;986,4;985,5;1,2;79;2,7;;0
ARAPIRACA;31/10/2023;300;20,5;20,8;20,4;984,9;985,5;984,9;0,9;75;3,4;;0
ARAPIRACA;31/10/2023;400;20,2;20,5;20,2;984,3;984,9;984,3;1;113;2,1;;0
ARAPIRACA;31/10/2023;500;19,9;20,2;19,6;983,8;984,3;983,8;0,4;75;1,6;;0
ARAPIRACA;31/10/2023;600;19,9;20,2;19,8;983,8;983,8;983,7;0;44;1,4;;0
ARAPIRACA;31/10/2023;700;19,9;20;19,7;984;984;983,8;1,3;64;2;;0
ARAPIRACA;31/10/2023;800;20;20,1;19,9;984,5;984,5;984;1;63;2,4;;0
ARAPIRACA;31/10/2023;900;21,2;21,2;20;985,2;985,2;984,5;1,4;57;2,3;195,3;0
ARAPIRACA;31/10/2023;1000;23,7;23,7;21,2;985,8;985,8;985,2;2,8;64;5,3;1033,2;0
ARAPIRACA;31/10/2023;1100;26,7;26,7;23,7;985,7;985,8;985,7;3,1;88;7;1920,7;0
ARAPIRACA;31/10/2023;1200;28,9;28,9;26,3;985,8;985,8;985,7;2,5;77;7;2468,7;0
ARAPIRACA;31/10/2023;1300;29,8;29,9;27,8;985,5;985,9;985,5;2,3;103;7,4;2737,4;0
ARAPIRACA;31/10/2023;1400;31,1;31,6;29,8;984,6;985,5;984,6;2,6;69;6,3;3745,7;0
ARAPIRACA;31/10/2023;1500;32,7;33,2;31,1;983,6;984,6;983,6;2,5;128;6,8;3666,4;0
ARAPIRACA;31/10/2023;1600;33;33,7;32;982,5;983,6;982,5;1,5;146;7,3;3509,5;0
ARAPIRACA;31/10/2023;1700;34,4;34,4;32,8;981,6;982,5;981,6;1,6;137;5,6;2627,5;0
ARAPIRACA;31/10/2023;1800;32,8;34,5;32,3;981,3;981,6;981,2;3,8;129;7,4;2218,4;0
ARAPIRACA;31/10/2023;1900;29,4;32,8;29,4;981,7;981,7;981,2;4,7;127;11,2;1286,4;0
ARAPIRACA;31/10/2023;2000;26,4;29,4;26,4;982,3;982,3;981,7;4,5;127;11;438,2;0
ARAPIRACA;31/10/2023;2100;24,6;26,4;24,6;983;983;982,3;3,2;109;9,1;14,1;0
ARAPIRACA;31/10/2023;2200;23,8;24,6;23,8;983,7;983,7;983;3,1;94;8,3;;0
ARAPIRACA;31/10/2023;2300;23,2;23,8;23,2;984,2;984,2;983,7;2,1;84;7;;0
ARAPIRACA;01/11/2023;0;22,9;23,2;22,9;984,3;984,3;984,2;3,4;79;6,6;;0
ARAPIRACA;01/11/2023;100;22,5;22,9;22,5;984,6;984,6;984,3;2,4;86;6;;0
ARAPIRACA;01/11/2023;200;22,2;22,5;22,2;984,6;984,7;984,6;2;92;4,9;;0
ARAPIRACA;01/11/2023;300;22,3;22,4;22,1;983,8;984,6;983,8;2,7;80;5,3;;0
ARAPIRACA;01/11/2023;400;22,4;22,4;22,2;983,5;983,8;983,5;2,7;79;5,9;;0
ARAPIRACA;01/11/2023;500;22,3;22,5;22,2;983,1;983,5;983,1;2,6;79;5,6;;0
ARAPIRACA;01/11/2023;600;22;22,5;22;983,5;983,5;983,1;1,4;77;5,5;;0
ARAPIRACA;01/11/2023;700;21,3;22;21,3;984,1;984,1;983,5;1;98;2,6;;0
ARAPIRACA;01/11/2023;800;22,1;22,1;21,1;984,6;984,6;984,1;2;60;3,4;;0
ARAPIRACA;01/11/2023;900;23,4;23,4;22,1;985;985;984,5;2,9;58;4,8;168,2;0
ARAPIRACA;01/11/2023;1000;25,8;25,9;23,4;985,2;985,3;984,9;3,5;54;8,5;1078,5;0
ARAPIRACA;01/11/2023;1100;28,6;28,6;25,8;985,6;985,6;985,2;4,2;71;7,7;2020,7;0
ARAPIRACA;01/11/2023;1200;29,1;29,6;28,2;985,5;985,6;985,4;4,2;42;8,8;2513,9;0
ARAPIRACA;01/11/2023;1300;31;31,2;29,1;985,1;985,5;985,1;3,2;69;7,8;3310,9;0
ARAPIRACA;01/11/2023;1400;32,1;32,3;30,7;984,5;985,1;984,5;2,5;94;8,1;3311,1;0
ARAPIRACA;01/11/2023;1500;33,6;33,8;31,8;983,3;984,5;983,3;1,9;104;7,8;3496,3;0
ARAPIRACA;01/11/2023;1600;33,8;34,8;33;982;983,3;982;1,3;43;7,2;3238,7;0
ARAPIRACA;01/11/2023;1700;34,7;35,3;33,7;981,1;982;981,1;2,4;81;6;2738,4;0
ARAPIRACA;01/11/2023;1800;35;35,3;34,3;980,9;981,1;980,7;3;135;7,5;2270,4;0
ARAPIRACA;01/11/2023;1900;31,5;35;31,5;981,3;981,4;980,8;4,5;118;9,2;1357,1;0
ARAPIRACA;01/11/2023;2000;28,1;31,5;28,1;981,9;981,9;981,3;4,5;110;9,3;428,5;0
ARAPIRACA;01/11/2023;2100;26;28,1;26;982,6;982,6;981,9;4,4;104;9,8;13,7;0
ARAPIRACA;01/11/2023;2200;25,1;26;25,1;983,2;983,2;982,6;3,7;105;9,8;;0
ARAPIRACA;01/11/2023;2300;24,7;25,1;24,7;983,9;983,9;983,2;4,1;88;9,5;;0
ARAPIRACA;02/11/2023;0;24,3;24,7;24,3;984,3;984,3;983,9;4,4;87;8,6;;0
ARAPIRACA;02/11/2023;100;23,9;24,3;23,9;984,3;984,5;984,3;3,8;81;9,8;;0
ARAPIRACA;02/11/2023;200;23,6;23,9;23,6;983,8;984,4;983,8;4,1;79;7,7;;0
ARAPIRACA;02/11/2023;300;23,4;23,6;23,4;983,3;983,8;983,3;3,5;76;6,5;;0
ARAPIRACA;02/11/2023;400;23,1;23,4;23,1;982,9;983,3;982,8;3,2;82;6,2;;0
ARAPIRACA;02/11/2023;500;22,9;23,1;22,9;982,8;982,9;982,8;2,7;77;5,9;;0
ARAPIRACA;02/11/2023;600;22,7;22,9;22,7;982,7;982,8;982,6;2,7;73;5,2;;0
ARAPIRACA;02/11/2023;700;22,5;22,7;22,5;983,2;983,2;982,7;1,8;73;5;;0
ARAPIRACA;02/11/2023;800;22,4;22,5;22,3;983,8;983,8;983,2;2;74;4,2;;0
ARAPIRACA;02/11/2023;900;23,9;23,9;22,4;984,3;984,3;983,8;2,1;79;4,6;180,5;0
ARAPIRACA;02/11/2023;1000;26,3;26,3;23,9;985,1;985,1;984,3;3,3;61;6,3;1073,5;0
ARAPIRACA;02/11/2023;1100;28,8;28,9;26,3;985,3;985,4;985,1;4,2;64;8,7;1867,1;0
ARAPIRACA;02/11/2023;1200;29;30,3;28,7;985,4;985,5;985,3;3,7;53;8,6;2220,2;0
ARAPIRACA;02/11/2023;1300;31;31,6;29,1;984,9;985,4;984,9;4,5;65;10,4;2461,9;0
ARAPIRACA;02/11/2023;1400;32,8;33,2;30,3;984,4;984,9;984,4;3,8;57;10,4;2988,7;0
ARAPIRACA;02/11/2023;1500;34,5;34,8;32,1;983,6;984,4;983,5;3,4;91;7,9;3502,6;0
ARAPIRACA;02/11/2023;1600;34,4;35,5;33,7;982,5;983,6;982,5;2,1;104;7,5;3150,6;0
ARAPIRACA;02/11/2023;1700;35,7;36,1;34,1;981,8;982,5;981,8;2,8;95;6,6;2992,5;0
ARAPIRACA;02/11/2023;1800;33,1;35,9;33;981,6;981,8;981,5;5,1;108;9,3;1930,9;0
ARAPIRACA;02/11/2023;1900;31,4;33,4;31,4;981,6;981,7;981,5;4,4;107;9,1;1286;0
ARAPIRACA;02/11/2023;2000;28,7;31,4;28,7;982,1;982,1;981,6;4,3;117;9,6;423,7;0
ARAPIRACA;02/11/2023;2100;26,9;28,7;26,9;982,7;982,7;982,1;3,8;111;9,8;14,2;0
ARAPIRACA;02/11/2023;2200;25,9;26,9;25,9;983,3;983,3;982,7;3,2;101;9;;0
ARAPIRACA;02/11/2023;2300;25,3;25,9;25,3;984,1;984,1;983,3;3,7;95;7,9;;0
ARAPIRACA;03/11/2023;0;24,8;25,3;24,8;984,9;984,9;984,1;3,5;86;8,4;;0
ARAPIRACA;03/11/2023;100;24,3;24,8;24,3;985,1;985,2;984,8;3,2;84;7,6;;0
ARAPIRACA;03/11/2023;200;24;24,3;24;984,7;985,1;984,6;3,6;83;6,7;;0
ARAPIRACA;03/11/2023;300;23,5;24;23,5;984,3;984,7;984,3;2,1;82;6,7;;0
ARAPIRACA;03/11/2023;400;23,4;23,5;23,4;984;984,3;984;2,7;87;5,4;;0
ARAPIRACA;03/11/2023;500;23,2;23,4;23,2;984,1;984,1;984;2,6;84;6,6;;0
ARAPIRACA;03/11/2023;600;22,9;23,2;22,9;984,2;984,2;984;2,2;65;4,6;;0
ARAPIRACA;03/11/2023;700;22,9;23;22,9;984,5;984,5;984,2;2,5;81;4,7;;0
ARAPIRACA;03/11/2023;800;23,1;23,1;22,8;985,2;985,2;984,5;1,7;86;4,5;0,3;0
ARAPIRACA;03/11/2023;900;24,1;24,1;23,1;985,6;985,6;985,2;1,9;80;4,6;206;0
ARAPIRACA;03/11/2023;1000;25,9;26,3;24,1;986;986;985,7;3,7;56;7;962,5;0
ARAPIRACA;03/11/2023;1100;29,3;29,4;25,6;986,2;986,2;985,9;4;63;9,6;1648;0
ARAPIRACA;03/11/2023;1200;30,7;30,7;28,8;986,2;986,3;986,1;3,7;66;9,5;2596;0
ARAPIRACA;03/11/2023;1300;30,7;32,2;30,6;986,2;986,2;986,1;3,2;69;8,5;2911,2;0
ARAPIRACA;03/11/2023;1400;31,9;32,4;30,5;985,8;986,2;985,8;3,3;91;7,1;1849,5;0
ARAPIRACA;03/11/2023;1500;32,7;34;31,9;984,7;985,8;984,7;2,5;69;7,9;3015,5;0
ARAPIRACA;03/11/2023;1600;34,5;35;32,1;983,6;984,7;983,6;1,9;105;5,9;2687,6;0
