LOCAL;DATA;HORA;Temp. Ins. (C);TEMP MAX;Temp. Min. (C);PA INST;Pressao Max. (hPa);Pressao Min. (hPa);VEL VEN MED;Dir. Vento (m/s);Raj. Vento (m/s)
CORURIPE;14/10/2023;0;25;25,4;24,9;1006,2;1006,2;1005,7;2,5;56;6,1
CORURIPE;14/10/2023;100;24,6;24,9;24,6;1006;1006,2;1005,9;2,3;51;6,1
CORURIPE;14/10/2023;200;24,3;24,6;24,3;1005,7;1006;1005,7;2,3;61;5,5
CORURIPE;14/10/2023;300;24;24,3;24;1005,5;1005,7;1005,5;1,5;57;4,6
CORURIPE;14/10/2023;400;23,6;24;23,6;1004,9;1005,5;1004,9;1,6;54;4
CORURIPE;14/10/2023;500;23,6;23,8;23,5;1004,7;1004,9;1004,7;1,1;83;4,4
CORURIPE;14/10/2023;600;23,5;23,6;23,3;1004,9;1004,9;1004,5;0,8;61;3,3
CORURIPE;14/10/2023;700;22,9;23,5;22,9;1005,1;1005,1;1004,9;0,9;22;2
CORURIPE;14/10/2023;800;22,4;22,9;22,4;1005,5;1005,5;1005,1;0,9;54;2,4
CORURIPE;14/10/2023;900;23,4;23,4;22,4;1006;1006;1005,5;1,5;54;3,4
CORURIPE;14/10/2023;1000;25,2;25,5;23,4;1006,8;1006,8;1006;1,5;42;4,1
CORURIPE;14/10/2023;1100;27,2;27,2;25,2;1007,1;1007,2;1006,8;2,5;63;5
CORURIPE;14/10/2023;1200;27,8;27,9;27;1007,3;1007,4;1007,1;3;98;8,7
CORURIPE;14/10/2023;1300;28,8;29,3;27,6;1007,3;1007,5;1007,3;4,3;93;10,5
CORURIPE;14/10/2023;1400;29,7;30,3;28,5;1006,7;1007,3;1006,7;4,9;99;10,5
CORURIPE;14/10/2023;1500;30,7;30,9;29,7;1006,3;1006,8;1006,3;4,1;99;10,1
CORURIPE;14/10/2023;1600;29,7;30,8;29,7;1005,3;1006,3;1005,2;4,7;96;9,6
CORURIPE;14/10/2023;1700;29,4;30,6;29,2;1004,9;1005,3;1004,8;3,4;97;9,8
CORURIPE;14/10/2023;1800;29,2;29,9;28,8;1005,2;1005,2;1004,9;3,5;101;9
CORURIPE;14/10/2023;1900;27,8;29,3;27,7;1005,7;1005,7;1005,2;3,8;92;8,7
CORURIPE;14/10/2023;2000;26,4;27,8;26,3;1006,3;1006,3;1005,7;2,7;103;7,6
CORURIPE;14/10/2023;2100;25,6;26,4;25,6;1006,6;1006,7;1006,3;2,4;100;7,2
CORURIPE;14/10/2023;2200;25,4;25,6;25,4;1007,2;1007,2;1006,6;2,5;103;5,7
CORURIPE;14/10/2023;2300;25,3;25,4;25,2;1008;1008;1007,2;2,8;104;5,9
CORURIPE;15/10/2023;0;24,9;25,3;24,9;1008,7;1008,7;1008;2,4;98;5,9
CORURIPE;15/10/2023;100;24,7;24,9;24,6;1009,1;1009,1;1008,7;1,9;100;5,5
CORURIPE;15/10/2023;200;24,6;24,7;24,6;1008,8;1009,1;1008,8;2;101;5,2
CORURIPE;15/10/2023;300;24,4;24,8;24,4;1008,5;1008,8;1008,5;2,1;100;5,2
CORURIPE;15/10/2023;400;24,1;24,4;24,1;1007,7;1008,5;1007,7;1,7;98;5,2
CORURIPE;15/10/2023;500;23,7;24,1;23,7;1007;1007,7;1007;1,4;100;4,2
CORURIPE;15/10/2023;600;24,1;24,1;23,6;1006,7;1007;1006,6;1,6;104;5
CORURIPE;15/10/2023;700;23,5;24,2;23,5;1007,1;1007,1;1006,7;1,2;56;3,7
CORURIPE;15/10/2023;800;23,4;23,7;23,2;1007,6;1007,6;1007,1;0,7;65;3,5
CORURIPE;15/10/2023;900;25,4;25,4;23,4;1008,1;1008,1;1007,6;2,4;101;5,9
CORURIPE;15/10/2023;1000;26,3;26,8;25,4;1008,8;1008,8;1008,1;3,1;106;7,2
CORURIPE;15/10/2023;1100;27,9;27,9;26,2;1009,3;1009,3;1008,8;3,4;104;9,1
CORURIPE;15/10/2023;1200;28,6;28,6;27,5;1009,5;1009,5;1009,2;4,2;111;11
CORURIPE;15/10/2023;1300;28,5;29,4;27,9;1009,4;1009,5;1009,3;4,9;118;10,5
CORURIPE;15/10/2023;1400;29;30,3;28,4;1008,8;1009,4;1008,8;4,7;106;9,4
CORURIPE;15/10/2023;1500;29,2;29,9;28,4;1008;1008,9;1008;4,1;102;10,7
CORURIPE;15/10/2023;1600;28,4;29,8;28;1006,9;1008;1006,9;4,5;111;11,3
CORURIPE;15/10/2023;1700;28,9;29,6;27,5;1006,3;1006,9;1006,3;4;120;11
CORURIPE;15/10/2023;1800;27,9;29;27,5;1005,9;1006,3;1005,8;3,8;122;9,3
CORURIPE;15/10/2023;1900;26,7;27,9;26,5;1006,1;1006,1;1005,8;4;124;7,9
CORURIPE;15/10/2023;2000;26,1;27,2;26,1;1006,4;1006,4;1006,1;3,4;131;7,9
CORURIPE;15/10/2023;2100;25,1;26,1;25,1;1006,7;1006,7;1006,4;3,6;130;6,3
CORURIPE;15/10/2023;2200;24,5;25,1;24,5;1007,3;1007,3;1006,7;2,6;133;6,4
CORURIPE;15/10/2023;2300;24,1;24,6;24,1;1007,9;1007,9;1007,3;2,4;147;4,7
CORURIPE;16/10/2023;0;24,3;24,3;24;1008,4;1008,4;1007,9;3,1;131;4,7
CORURIPE;16/10/2023;100;24,2;24,3;24;1008,6;1008,6;1008,4;2;122;4,4
CORURIPE;16/10/2023;200;24,1;24,3;23,9;1008,2;1008,6;1008,2;1,9;123;4,4
CORURIPE;16/10/2023;300;23,8;24,1;23,6;1007,6;1008,2;1007,6;2,3;130;4,4
CORURIPE;16/10/2023;400;23,2;23,8;23,2;1007;1007,6;1007;1,7;129;4
CORURIPE;16/10/2023;500;22,6;23,3;22,6;1006,5;1007;1006,5;1,5;144;3,1
CORURIPE;16/10/2023;600;22,8;22,8;22,3;1006,2;1006,5;1006,1;1,3;87;2,8
CORURIPE;16/10/2023;700;22,3;22,8;22,3;1006,2;1006,2;1006,1;0,9;100;2,4
CORURIPE;16/10/2023;800;22,5;22,5;22,2;1006,2;1006,3;1006,1;1,4;110;2,6
CORURIPE;16/10/2023;900;23,9;23,9;22,5;1006,9;1006,9;1006,2;0,7;157;2,9
CORURIPE;16/10/2023;1000;25,6;26,3;23,9;1007,5;1007,5;1006,9;3,1;127;5,1
CORURIPE;16/10/2023;1100;27,4;27,4;25,6;1008;1008;1007,5;4,2;144;7,3
CORURIPE;16/10/2023;1200;28,4;28,7;27,1;1008,1;1008,2;1008;3,9;139;7
CORURIPE;16/10/2023;1300;28,8;29,3;27,9;1008,1;1008,2;1008;4,7;154;8,7
CORURIPE;16/10/2023;1400;29;29,3;27,9;1007,7;1008,1;1007,6;4,5;139;8,7
CORURIPE;16/10/2023;1500;28,8;29,6;28,4;1007;1007,7;1007;5;140;8,7
CORURIPE;16/10/2023;1600;28,7;29,7;27,7;1006;1007;1006;4;129;8,7
CORURIPE;16/10/2023;1700;29,1;29,7;28,4;1005,4;1006;1005,4;2,8;103;6,8
CORURIPE;16/10/2023;1800;27,4;29,4;27,2;1005,2;1005,5;1005,1;3,7;117;7,8
CORURIPE;16/10/2023;1900;27,4;28,5;27,2;1005;1005,2;1005;3,6;133;7,3
CORURIPE;16/10/2023;2000;25,9;27,5;25,9;1005,5;1005,5;1005;3,8;141;6,9
CORURIPE;16/10/2023;2100;24,8;25,9;24,7;1005,9;1005,9;1005,5;2,6;140;6,5
CORURIPE;16/10/2023;2200;24,2;24,8;24,2;1006,3;1006,3;1005,9;2;134;4,5
CORURIPE;16/10/2023;2300;24,5;24,5;24,2;1006,7;1006,7;1006,2;1,7;135;3,8
CORURIPE;17/10/2023;0;24;24,8;24;1006,9;1006,9;1006,6;0,8;58;3,6
CORURIPE;17/10/2023;100;23,6;24;23,6;1006,8;1007,1;1006,8;1,3;95;2,8
CORURIPE;17/10/2023;200;23,5;23,6;23,4;1006,2;1006,8;1006,2;1,4;109;3
CORURIPE;17/10/2023;300;23,3;23,5;23,2;1005,3;1006,2;1005,3;0,6;44;2,7
CORURIPE;17/10/2023;400;23,4;23,6;23,3;1004,7;1005,3;1004,7;1;116;2,4
CORURIPE;17/10/2023;500;23,2;23,5;22,9;1004,4;1004,7;1004,3;1,6;110;3,3
CORURIPE;17/10/2023;600;23,3;23,3;23,1;1004,4;1004,4;1004,2;2,9;133;5
CORURIPE;17/10/2023;700;23,2;23,4;23,2;1004,7;1004,7;1004,4;3,2;131;5,4
CORURIPE;17/10/2023;800;22,8;23,5;22,7;1005,2;1005,2;1004,7;2,4;135;6,3
CORURIPE;17/10/2023;900;23,8;23,8;22,6;1005,6;1005,6;1005,2;2;157;4,1
CORURIPE;17/10/2023;1000;26,2;26,2;23,8;1006,2;1006,3;1005,6;3,5;160;5,7
CORURIPE;17/10/2023;1100;26,4;27;25,8;1006,8;1006,8;1006,1;4,5;171;7,5
CORURIPE;17/10/2023;1200;27;27,1;25,7;1007,1;1007,2;1006,8;4,2;172;8,8
CORURIPE;17/10/2023;1300;28,4;28,9;27;1007;1007,1;1007;3,5;143;9,3
CORURIPE;17/10/2023;1400;26,8;28,6;26,5;1006,9;1007;1006,8;6,8;162;11,8
CORURIPE;17/10/2023;1500;27,9;28,4;26,3;1005,9;1006,9;1005,8;4,2;170;11,8
CORURIPE;17/10/2023;1600;27,2;28,8;26,9;1005;1005,9;1005;4,1;163;8,5
CORURIPE;17/10/2023;1700;26,7;28,1;26,7;1004,8;1005;1004,7;4;135;7,8
CORURIPE;17/10/2023;1800;27,4;27,9;26,7;1004,5;1004,9;1004,5;4,5;155;7,6
CORURIPE;17/10/2023;1900;26,5;28;26,5;1004,8;1004,8;1004,5;4,7;154;8
CORURIPE;17/10/2023;2000;25,8;26,8;25,8;1005,1;1005,1;1004,8;3,6;156;8,1
CORURIPE;17/10/2023;2100;24,5;25,8;24,5;1005,3;1005,4;1005,1;2,8;150;6,3
CORURIPE;17/10/2023;2200;23,5;24,5;23,2;1005,9;1006;1005,3;1,4;129;7,5
CORURIPE;17/10/2023;2300;23,1;23,6;23;1006,5;1006,5;1005,9;1,5;325;3,1
CORURIPE;18/10/2023;0;22,3;23,1;22,2;1007;1007;1006,5;1,5;7;2,9
CORURIPE;18/10/2023;100;22,2;22,7;22,1;1006,8;1007;1006,8;1,5;51;3,4
CORURIPE;18/10/2023;200;21,6;22,3;21,6;1006,5;1006,8;1006,5;1,3;353;3,8
CORURIPE;18/10/2023;300;21,7;21,7;21,6;1005,9;1006,5;1005,9;1,4;327;3,5
CORURIPE;18/10/2023;400;21,3;21,8;21,3;1005,3;1005,9;1005,3;2,1;316;3,5
CORURIPE;18/10/2023;500;21,3;21,4;21,2;1005,3;1005,4;1005,1;1,9;239;4,6
CORURIPE;18/10/2023;600;21,1;21,4;21,1;1005,5;1005,5;1005,3;2,2;272;3,6
CORURIPE;18/10/2023;700;21;21,1;20,9;1005,7;1005,9;1005,5;2,1;293;3,9
CORURIPE;18/10/2023;800;21,2;21,3;21;1005,8;1005,9;1005,7;2;252;3,5
CORURIPE;18/10/2023;900;21,3;21,5;21,2;1006,5;1006,6;1005,8;2,1;90;3,9
CORURIPE;18/10/2023;1000;21,7;21,9;21,3;1006,8;1006,8;1006,5;1,1;70;4,1
CORURIPE;18/10/2023;1100;25,5;25,8;21,6;1007,1;1007,1;1006,8;1,5;200;3,5
CORURIPE;18/10/2023;1200;27;27,6;25;1006,8;1007,1;1006,8;3,3;153;5,8
CORURIPE;18/10/2023;1300;27,4;27,9;26,7;1006,6;1006,8;1006,6;3,8;137;7
CORURIPE;18/10/2023;1400;28,2;28,9;27,4;1006,3;1006,6;1006,3;4,7;164;8,8
CORURIPE;18/10/2023;1500;27,7;29,1;27,1;1005,3;1006,3;1005,3;5;145;8,3
CORURIPE;18/10/2023;1600;28,4;29;27,6;1004,3;1005,3;1004,3;4;133;8,3
CORURIPE;18/10/2023;1700;27,5;28,9;27,2;1003,8;1004,3;1003,7;4;126;8,9
CORURIPE;18/10/2023;1800;27,1;28;26,7;1003,4;1003,8;1003,4;3,6;121;8,3
CORURIPE;18/10/2023;1900;26,4;27,7;26,3;1003,7;1003,7;1003,4;3,8;121;7,3
CORURIPE;18/10/2023;2000;25,7;26,6;25,7;1004,1;1004,1;1003,7;2,9;118;7,3
CORURIPE;18/10/2023;2100;24,5;25,7;24,5;1004,2;1004,3;1004,1;2,2;128;5,3
CORURIPE;18/10/2023;2200;24,1;24,5;24,1;1004,6;1004,6;1004,2;1,8;117;4,3
CORURIPE;18/10/2023;2300;24;24,2;23,9;1005,1;1005,1;1004,6;1,8;110;4
CORURIPE;19/10/2023;0;23,6;24;23,6;1005,6;1005,6;1005,1;1,6;119;4
CORURIPE;19/10/2023;100;23,4;23,6;23,4;1005,7;1005,8;1005,6;1,6;112;3,6
CORURIPE;19/10/2023;200;22,8;23,5;22,8;1005,4;1005,8;1005,4;0,8;58;3,2
CORURIPE;19/10/2023;300;23,1;23,2;22,8;1004,8;1005,4;1004,8;0,4;118;1,7
CORURIPE;19/10/2023;400;23,1;23,6;23,1;1004,3;1004,8;1004,3;1,1;123;2,6
CORURIPE;19/10/2023;500;22,5;23,1;22,4;1004;1004,3;1004;0,8;352;1,9
CORURIPE;19/10/2023;600;21,7;22,7;21,7;1004;1004,1;1003,9;0,9;307;1,5
CORURIPE;19/10/2023;700;21,5;22;21,3;1004,2;1004,3;1004;0,6;326;1,7
CORURIPE;19/10/2023;800;20,8;21,6;20,8;1004,8;1004,8;1004,2;0,9;294;2
CORURIPE;19/10/2023;900;21,9;21,9;20,7;1005,3;1005,3;1004,8;1,4;300;2,5
CORURIPE;19/10/2023;1000;25,1;25,3;21,9;1006,2;1006,2;1005,3;1;3;2,6
CORURIPE;19/10/2023;1100;26,4;26,9;25,1;1006,8;1006,8;1006,2;2;79;3,6
CORURIPE;19/10/2023;1200;27,5;28,2;26,4;1007;1007,1;1006,8;2,1;95;5
CORURIPE;19/10/2023;1300;28,5;28,5;26,6;1006,8;1007;1006,8;2,3;147;5,7
CORURIPE;19/10/2023;1400;29,3;29,3;27;1006,1;1006,8;1006,1;2,9;114;7,9
CORURIPE;19/10/2023;1500;29,2;30,1;27,8;1005,3;1006,1;1005,3;3,7;118;9
CORURIPE;19/10/2023;1600;28,4;30,6;28,3;1004,6;1005,3;1004,6;3,4;109;8,3
CORURIPE;19/10/2023;1700;29,2;29,8;28;1004,2;1004,6;1004,2;3,4;115;8
CORURIPE;19/10/2023;1800;28,4;29,3;28,2;1003,9;1004,3;1003,9;3,8;118;7,2
CORURIPE;19/10/2023;1900;27,5;28,9;26,9;1004,2;1004,2;1003,9;3,3;121;7,1
CORURIPE;19/10/2023;2000;26,2;27,7;26,2;1004,6;1004,6;1004,2;2,7;121;7,4
CORURIPE;19/10/2023;2100;25,3;26,2;25,2;1005,1;1005,1;1004,6;1,7;112;5,5
CORURIPE;19/10/2023;2200;24,8;25,3;24,8;1005,7;1005,7;1005,1;1,7;107;4,5
CORURIPE;19/10/2023;2300;24,7;24,8;24,5;1006,4;1006,4;1005,7;1,8;107;3,6
CORURIPE;20/10/2023;0;24,6;24,7;24,6;1006,8;1006,8;1006,4;2;104;4,6
CORURIPE;20/10/2023;100;24,6;24,6;24,4;1006,9;1007;1006,8;1,6;102;4,1
CORURIPE;20/10/2023;200;24,3;24,6;24,2;1006,5;1006,9;1006,5;1,3;100;3,3
CORURIPE;20/10/2023;300;24;24,3;24;1006,1;1006,5;1006,1;1,4;119;3,3
CORURIPE;20/10/2023;400;23,5;24;23,5;1005,5;1006,1;1005,5;0,5;181;3
CORURIPE;20/10/2023;500;23;23,8;22,8;1005,2;1005,5;1005,2;2,2;125;5,8
CORURIPE;20/10/2023;600;23,5;23,6;23;1004,8;1005,2;1004,7;1,6;173;5,8
CORURIPE;20/10/2023;700;23,3;23,5;23,2;1005,1;1005,1;1004,8;0,8;98;2,8
CORURIPE;20/10/2023;800;23,2;23,6;23,2;1005,4;1005,4;1005,1;0,6;126;1,5
CORURIPE;20/10/2023;900;23,5;23,6;23,2;1006,2;1006,2;1005,4;0,9;295;1,5
CORURIPE;20/10/2023;1000;24,4;24,4;23,5;1006,7;1006,8;1006,2;0,6;68;1,3
CORURIPE;20/10/2023;1100;26,5;26,6;24,3;1007;1007;1006,7;1,5;62;2,7
CORURIPE;20/10/2023;1200;24,1;26,6;24;1007,3;1007,3;1006,9;2;63;5,1
CORURIPE;20/10/2023;1300;24,2;25,7;24,1;1007,3;1007,4;1007,2;2,7;111;5,8
CORURIPE;20/10/2023;1400;24,4;25,4;23,9;1006,6;1007,2;1006,6;3,3;130;6,1
CORURIPE;20/10/2023;1500;26;26,6;24,3;1005,5;1006,6;1005,5;3,5;119;7,6
CORURIPE;20/10/2023;1600;27,2;27,3;26;1004,6;1005,5;1004,5;4,1;123;8,6
CORURIPE;20/10/2023;1700;28,2;28,2;27,2;1004,2;1004,6;1004,1;3,9;129;8,3
CORURIPE;20/10/2023;1800;28,1;28,3;27;1004,2;1004,3;1004,1;3,2;115;8,4
CORURIPE;20/10/2023;1900;26,7;28,1;26,5;1004,5;1004,5;1004,2;3,3;120;6,9
CORURIPE;20/10/2023;2000;25,6;26,8;25,6;1005,1;1005,1;1004,5;1,9;108;6,9
CORURIPE;20/10/2023;2100;25;25,6;24,8;1005,6;1005,6;1005,1;1,5;113;3,6
CORURIPE;20/10/2023;2200;25,1;25,1;24,9;1006;1006;1005,6;1,8;112;3,8
CORURIPE;20/10/2023;2300;24,7;25,1;24,6;1006,6;1006,6;1006;1,3;100;4,1
CORURIPE;21/10/2023;0;24,5;24,8;24,5;1006,9;1006,9;1006,6;1,5;109;4
CORURIPE;21/10/2023;100;23,9;24,5;23,9;1007;1007,1;1006,9;1,4;120;3,8
CORURIPE;21/10/2023;200;24,2;24,3;23,9;1006,5;1007;1006,5;1,1;107;3
CORURIPE;21/10/2023;300;24,1;24,3;24;1005,8;1006,5;1005,8;0,9;104;2,3
CORURIPE;21/10/2023;400;23,7;24,2;23,7;1005,4;1005,8;1005,4;1,6;97;5,2
CORURIPE;21/10/2023;500;23,6;23,7;23,4;1005;1005,4;1005;1,2;106;3,1
CORURIPE;21/10/2023;600;23,3;23,6;23,3;1005,2;1005,2;1004,9;0,9;122;2,3
CORURIPE;21/10/2023;700;23,4;23,6;23,2;1005,5;1005,6;1005,2;1,3;68;3
CORURIPE;21/10/2023;800;23;23,5;22,9;1005,8;1005,8;1005,5;1,2;116;4,5
CORURIPE;21/10/2023;900;23,6;23,6;23;1006,2;1006,2;1005,8;0,8;206;4,1
CORURIPE;21/10/2023;1000;25,4;25,4;23,2;1006,5;1006,5;1006,2;1;93;4,7
CORURIPE;21/10/2023;1100;23,8;26;23,8;1007,1;1007,1;1006,5;2,2;48;5,5
CORURIPE;21/10/2023;1200;25,3;25,3;23,7;1007,2;1007,2;1007,1;2,2;78;5,1
CORURIPE;21/10/2023;1300;28,1;28,1;25,3;1006,5;1007,2;1006,5;2,7;113;5,2
CORURIPE;21/10/2023;1400;27,3;28,1;26,5;1006;1006,5;1005,9;2,1;93;7,8
CORURIPE;21/10/2023;1500;27,7;28;25,1;1004,8;1006,1;1004,8;4,4;127;8
CORURIPE;21/10/2023;1600;28,5;28,6;27,4;1003,9;1004,8;1003,9;4,4;127;8,5
CORURIPE;21/10/2023;1700;26,3;28,8;25,6;1003,7;1003,9;1003,6;3,3;141;8,5
CORURIPE;21/10/2023;1800;27,8;28,2;25,6;1003,2;1003,7;1003,2;3,8;123;7,1
CORURIPE;21/10/2023;1900;26,9;28,2;26,9;1003,6;1003,6;1003,2;2,8;120;7,1
CORURIPE;21/10/2023;2000;25,9;26,9;25,9;1004,3;1004,3;1003,6;2,8;125;7
CORURIPE;21/10/2023;2100;24,8;25,9;24,8;1004,9;1004,9;1004,3;1,9;119;5,1
CORURIPE;21/10/2023;2200;24,6;24,8;24,4;1005,4;1005,4;1004,9;2;131;3,6
CORURIPE;21/10/2023;2300;24,3;24,6;24,3;1006,3;1006,3;1005,4;1,3;134;3,4
CORURIPE;22/10/2023;0;24,2;24,5;24,1;1006,7;1006,7;1006,3;0,9;141;2,9
CORURIPE;22/10/2023;100;23,8;24,2;23,3;1006,7;1006,9;1006,7;0,8;109;4,4
CORURIPE;22/10/2023;200;23,4;23,9;23,4;1006;1006,7;1006;1,8;109;5,1
CORURIPE;22/10/2023;300;22,9;23,4;22,8;1005,2;1006;1005,2;0,9;132;5,1
CORURIPE;22/10/2023;400;23,2;23,2;22,9;1004,7;1005,2;1004,7;0,5;105;2,3
CORURIPE;22/10/2023;500;22,9;23,4;22,8;1004,6;1004,7;1004,5;1,3;67;2,7
CORURIPE;22/10/2023;600;22,8;22,9;22,7;1004,7;1004,7;1004,5;0,5;170;2,6
CORURIPE;22/10/2023;700;23;23;22,8;1005,3;1005,3;1004,7;0,3;25;1,4
CORURIPE;22/10/2023;800;22,7;23;22,6;1005,8;1005,8;1005,3;0,5;51;2,9
CORURIPE;22/10/2023;900;23,1;23,1;22,6;1006,5;1006,5;1005,8;1,4;55;3,1
CORURIPE;22/10/2023;1000;25,3;25,3;23,1;1007,1;1007,1;1006,5;1,4;60;3
CORURIPE;22/10/2023;1100;27,5;27,5;25,1;1007,4;1007,5;1007,1;1,5;81;4,9
CORURIPE;22/10/2023;1200;27,6;28;27,2;1007,4;1007,5;1007,3;2,7;102;5,3
CORURIPE;22/10/2023;1300;27,9;28,5;27,4;1006,9;1007,4;1006,9;3;89;6,9
CORURIPE;22/10/2023;1400;27,4;29;27,4;1006;1006,9;1006;2,8;96;7,5
CORURIPE;22/10/2023;1500;28,6;28,8;27,3;1005,1;1006;1005,1;3,6;98;8,1
CORURIPE;22/10/2023;1600;27,9;29,3;27,7;1004,1;1005,1;1004,1;3,6;95;8,2
CORURIPE;22/10/2023;1700;28,4;29,3;27,9;1003,7;1004,1;1003,7;3,5;92;8,2
CORURIPE;22/10/2023;1800;28,3;28,9;27,9;1003,4;1003,7;1003,4;3,7;117;7,7
CORURIPE;22/10/2023;1900;27;28,6;27;1003,8;1003,8;1003,4;2,7;98;7,2
CORURIPE;22/10/2023;2000;26,2;27,5;26,2;1004,3;1004,3;1003,8;1,9;99;5,9
CORURIPE;22/10/2023;2100;25;26,2;25;1005,1;1005,1;1004,3;2;103;4,8
CORURIPE;22/10/2023;2200;24,4;25;24,4;1005,5;1005,5;1005,1;0,8;73;4,1
CORURIPE;22/10/2023;2300;24;24,4;24;1006,1;1006,1;1005,5;1;63;2,1
CORURIPE;23/10/2023;0;23,9;24,1;23,8;1006,6;1006,6;1006;0,8;76;2,1
CORURIPE;23/10/2023;100;23,8;24;23,8;1006,5;1006,7;1006,5;0,8;34;1,9
CORURIPE;23/10/2023;200;23,6;23,8;23,5;1005,8;1006,6;1005,8;0,9;73;1,9
CORURIPE;23/10/2023;300;23,3;23,7;23,3;1005,2;1005,8;1005,2;0,9;93;1,9
CORURIPE;23/10/2023;400;23,2;23,3;23,2;1004,5;1005,2;1004,5;1;88;2,2
CORURIPE;23/10/2023;500;23;23,3;23;1004;1004,5;1004;0,7;58;2
CORURIPE;23/10/2023;600;22,7;23;22,6;1004,3;1004,3;1004;0,8;58;1,9
CORURIPE;23/10/2023;700;22,7;22,8;22,6;1004,9;1004,9;1004,3;0,2;68;1,5
CORURIPE;23/10/2023;800;22,7;22,8;22,2;1005,8;1005,8;1004,9;0,7;145;1,5
CORURIPE;23/10/2023;900;24,5;24,5;22,6;1006,5;1006,5;1005,8;1,2;103;2,6
CORURIPE;23/10/2023;1000;26,5;26,5;24,5;1007,6;1007,6;1006,5;3,8;132;6,5
CORURIPE;23/10/2023;1100;27,1;28,2;26,5;1008,1;1008,1;1007,6;4;121;7,7
CORURIPE;23/10/2023;1200;28,1;28,1;26,6;1007,8;1008,1;1007,8;3,5;127;7,7
CORURIPE;23/10/2023;1300;28,9;29,6;27,5;1007,3;1007,8;1007,2;3,3;97;7,4
CORURIPE;23/10/2023;1400;29;29,8;28,3;1006,4;1007,3;1006,4;2,7;91;7,5
CORURIPE;23/10/2023;1500;29,7;30,5;28,7;1005,1;1006,5;1005,1;3,1;97;6,3
CORURIPE;23/10/2023;1600;30,1;30,6;29,1;1003,9;1005,1;1003,9;3,4;104;7,8
CORURIPE;23/10/2023;1700;28,9;30,3;28,9;1003,5;1003,9;1003,5;3,5;104;8,4
CORURIPE;23/10/2023;1800;28,3;29,4;28;1003,1;1003,5;1003;4,1;123;7,9
CORURIPE;23/10/2023;1900;27,4;28,8;27,3;1002,9;1003,1;1002,8;3,5;113;7,4
CORURIPE;23/10/2023;2000;26,1;27,5;26,1;1003,6;1003,6;1002,9;2,2;110;7,3
CORURIPE;23/10/2023;2100;25;26,1;25;1004,2;1004,2;1003,6;1,5;115;5,1
CORURIPE;23/10/2023;2200;24,6;25;24,5;1004,8;1004,8;1004,2;1,8;119;3,8
CORURIPE;23/10/2023;2300;24,3;24,6;24,2;1005,6;1005,6;1004,8;1,8;118;4,2
CORURIPE;24/10/2023;0;24;24,4;24;1006,1;1006,1;1005,6;1,8;107;3,7
CORURIPE;24/10/2023;100;24,1;24,1;23,9;1006,2;1006,3;1006,1;2;119;4,2
CORURIPE;24/10/2023;200;23,9;24,1;23,9;1005,4;1006,2;1005,4;1,7;124;4,2
CORURIPE;24/10/2023;300;23,5;24;23,5;1004,6;1005,4;1004,6;1;96;3,3
CORURIPE;24/10/2023;400;23,2;23,6;23;1004,2;1004,6;1004,2;0,8;119;1,7
CORURIPE;24/10/2023;500;22,7;23,3;22,7;1004,1;1004,2;1003,9;0,2;1;1,3
CORURIPE;24/10/2023;600;21,8;22,8;21,8;1004,2;1004,2;1003,9;1;297;1,6
CORURIPE;24/10/2023;700;21,6;22;21,6;1004,6;1004,7;1004,2;0,5;271;1,5
CORURIPE;24/10/2023;800;21,8;21,8;21,3;1004,9;1005,1;1004,5;0,2;224;1,5
CORURIPE;24/10/2023;900;22,9;22,9;21,8;1005,4;1005,4;1004,9;0,7;65;1,4
CORURIPE;24/10/2023;1000;25;25,3;22,9;1006,2;1006,2;1005,4;1,4;88;2,5
CORURIPE;24/10/2023;1100;27,8;28,1;25;1006,3;1006,5;1006,2;3,1;119;6,1
CORURIPE;24/10/2023;1200;29;29,2;27,8;1006;1006,3;1006;2,6;97;7
CORURIPE;24/10/2023;1300;29,3;30,1;28,6;1005,8;1006;1005,7;2,9;108;7,5
CORURIPE;24/10/2023;1400;30,8;30,8;29,3;1005,2;1005,8;1005,2;2,6;103;8,4
CORURIPE;24/10/2023;1500;30,4;31,2;29,7;1004,1;1005,2;1004,1;3,7;102;7,6
CORURIPE;24/10/2023;1600;30,2;30,9;29,8;1003,2;1004,1;1003,2;3,3;103;9,1
CORURIPE;24/10/2023;1700;29,9;30,8;29,6;1002,3;1003,2;1002,3;3,3;96;9,1
CORURIPE;24/10/2023;1800;29,3;30,4;28,8;1001,8;1002,3;1001,8;3,6;102;7,7
CORURIPE;24/10/2023;1900;28,2;29,4;27,9;1001,6;1001,8;1001,5;3,7;90;8,4
CORURIPE;24/10/2023;2000;26,5;28,2;26,4;1001,8;1001,8;1001,5;2,8;85;8
CORURIPE;24/10/2023;2100;25,1;26,5;25,1;1002,2;1002,2;1001,8;1,4;73;7,8
CORURIPE;24/10/2023;2200;24,8;25,1;24,7;1002,6;1002,6;1002,2;1,1;78;3,4
CORURIPE;24/10/2023;2300;24,4;24,8;24,3;1002,9;1003;1002,5;1,5;62;4,2
CORURIPE;25/10/2023;0;24;24,4;24;1003,4;1003,4;1002,9;1,5;85;3,2
CORURIPE;25/10/2023;100;24,1;24,1;23,7;1003,7;1003,7;1003,4;1,2;52;3,2
CORURIPE;25/10/2023;200;23,2;24,1;23,2;1002,9;1003,7;1002,9;1,2;13;2,8
