LOCAL;DATA;HORA;Temp. Ins. (C);TEMP MAX;Temp. Min. (C);PA INST;Pressao Max. (hPa);Pressao Min. (hPa);VEL VEN MED;Dir. Vento (m/s);Raj. Vento (m/s)
CORURIPE;13/11/2023;1500;30,7;31,3;29,9;1003,2;1004,2;1003,2;3,6;86;9,2
CORURIPE;13/11/2023;1600;30,7;31,2;29,8;1002,4;1003,2;1002,4;3,9;98;8,6
CORURIPE;13/11/2023;1700;29,8;31,2;29,6;1001,8;1002,4;1001,8;3,8;95;8,5
CORURIPE;13/11/2023;1800;29,3;30,6;29,1;1001,4;1001,8;1001,3;3,8;103;8
CORURIPE;13/11/2023;1900;28,2;29,8;28,2;1001,6;1001,6;1001,4;3,8;103;8,8
CORURIPE;13/11/2023;2000;26,9;28,3;26,9;1002,1;1002,1;1001,5;2,9;97;8,8
CORURIPE;13/11/2023;2100;25,7;26,9;25,7;1002,5;1002,5;1002,1;2,4;92;6,4
CORURIPE;13/11/2023;2200;25,2;25,7;25,2;1003,2;1003,2;1002,5;1,7;84;5
CORURIPE;13/11/2023;2300;24,9;25,2;24,9;1004;1004;1003,2;1,4;80;4,1
CORURIPE;14/11/2023;0;24,8;24,9;24,6;1004,6;1004,6;1004;1,9;66;4,1
CORURIPE;14/11/2023;100;24,5;24,8;24,5;1004,4;1004,7;1004,4;2;63;4,3
CORURIPE;14/11/2023;200;24,2;24,5;24;1004;1004,4;1004;1,2;58;3,9
CORURIPE;14/11/2023;300;24,2;24,4;24,2;1003,4;1004;1003,4;1;82;2,9
CORURIPE;14/11/2023;400;24,3;24,7;24,2;1002,7;1003,4;1002,6;0,9;8;2,3
CORURIPE;14/11/2023;500;24,6;24,6;24,2;1002,4;1002,7;1002,4;1,2;37;3
CORURIPE;14/11/2023;600;24,4;24,7;24,4;1002,4;1002,5;1002,4;1,5;48;3,4
CORURIPE;14/11/2023;700;24,2;24,5;24,1;1002,9;1002,9;1002,4;1,1;8;3,1
CORURIPE;14/11/2023;800;24,3;24,3;24,1;1003,5;1003,5;1002,9;1,6;7;4,1
CORURIPE;14/11/2023;900;24,7;24,8;24,1;1004,3;1004,3;1003,5;1,7;39;4,5
CORURIPE;14/11/2023;1000;25,1;25,4;24,6;1005;1005;1004,3;2,1;46;4,7
CORURIPE;14/11/2023;1100;27,7;27,8;24,9;1005,3;1005,3;1005;2,3;47;4,8
CORURIPE;14/11/2023;1200;29,1;29,7;27,6;1005,1;1005,4;1005,1;3,4;67;10
CORURIPE;14/11/2023;1300;29,5;30,1;28,5;1004,6;1005,1;1004,6;4,6;69;10,3
CORURIPE;14/11/2023;1400;31;31,1;29,3;1003,9;1004,7;1003,9;3,8;89;10,4
CORURIPE;14/11/2023;1500;31,5;31,7;30,4;1002,9;1003,9;1002,8;3,9;77;11,5
CORURIPE;14/11/2023;1600;31,5;32,1;30,7;1001,8;1002,9;1001,8;4,2;90;11,5
CORURIPE;14/11/2023;1700;30,4;31,5;29,9;1000,9;1001,8;1000,9;4,4;101;10,8
CORURIPE;14/11/2023;1800;29,3;30,4;29,2;1000,5;1001;1000,5;4,4;98;10,8
CORURIPE;14/11/2023;1900;28,2;29,6;28,1;1000,5;1000,7;1000,5;4,3;92;10,6
CORURIPE;14/11/2023;2000;27,4;28,3;27,4;1000,9;1000,9;1000,5;4,1;84;9,7
CORURIPE;14/11/2023;2100;26,3;27,4;26,3;1001,2;1001,2;1000,9;3,5;76;8,7
CORURIPE;14/11/2023;2200;26,1;26,5;26,1;1001,6;1001,6;1001,2;4,1;75;9,6
CORURIPE;14/11/2023;2300;26,2;26,2;26;1002,4;1002,4;1001,6;2,9;70;9,6
CORURIPE;15/11/2023;0;25,8;26,2;25,8;1003;1003;1002,4;2,3;69;7,6
CORURIPE;15/11/2023;100;25,2;26;25,2;1003;1003,1;1003;1,6;58;6,7
CORURIPE;15/11/2023;200;25,4;25,5;25,2;1002,7;1003;1002,7;1,9;54;5,3
CORURIPE;15/11/2023;300;25;25,4;24,9;1002;1002,7;1002;1,8;79;4,7
CORURIPE;15/11/2023;400;24,6;25;24,6;1001,5;1002;1001,5;1,2;66;4,7
CORURIPE;15/11/2023;500;24,2;24,6;24,1;1001,4;1001,5;1001,2;2;56;4
CORURIPE;15/11/2023;600;24;24,3;24;1001,2;1001,4;1001,2;1,9;48;4,4
CORURIPE;15/11/2023;700;24;24,1;23,9;1001,8;1001,8;1001,2;1,5;72;4,3
CORURIPE;15/11/2023;800;24,2;24,3;24;1002,3;1002,3;1001,8;2,3;51;5
CORURIPE;15/11/2023;900;24,5;24,5;24,2;1003,3;1003,3;1002,3;1,7;63;5
CORURIPE;15/11/2023;1000;24,4;24,6;24,3;1004,1;1004,1;1003,3;1,7;54;4,7
CORURIPE;15/11/2023;1100;25,2;25,4;24,4;1004,8;1004,9;1004,1;1,5;91;4,1
CORURIPE;15/11/2023;1200;27;28,1;25,1;1004,5;1004,8;1004,3;3,9;61;7,5
CORURIPE;15/11/2023;1300;26,2;27;25,1;1004,5;1004,8;1004,5;2,5;73;8,9
CORURIPE;15/11/2023;1400;27,1;28;26,2;1003,9;1004,5;1003,9;3,3;87;8,8
CORURIPE;15/11/2023;1500;28,3;29,1;27,1;1003,2;1003,9;1003,2;4,1;89;10,2
CORURIPE;15/11/2023;1600;29,9;30,1;28,3;1002,4;1003,2;1002,3;4,4;99;10
CORURIPE;15/11/2023;1700;29,1;29,9;28,7;1001,7;1002,4;1001,7;4,7;84;10,1
CORURIPE;15/11/2023;1800;28,6;29,7;28,6;1001,6;1001,7;1001,4;4,2;97;10,5
CORURIPE;15/11/2023;1900;28,1;28,7;28;1001,7;1001,8;1001,5;3,9;90;10,5
CORURIPE;15/11/2023;2000;26,9;28,2;26,9;1002,1;1002,1;1001,7;3,4;90;8,9
CORURIPE;15/11/2023;2100;25,7;26,9;25,7;1002,2;1002,2;1002;2,6;75;8,4
CORURIPE;15/11/2023;2200;25,4;25,8;25,4;1002,7;1002,7;1002,2;2,2;77;6,9
CORURIPE;15/11/2023;2300;25,2;25,4;25,2;1002,9;1002,9;1002,7;2,6;68;6,2
CORURIPE;16/11/2023;0;25,2;25,3;25,2;1003,3;1003,3;1002,9;2,5;62;6,3
CORURIPE;16/11/2023;100;24,9;25,2;24,9;1003,1;1003,4;1003,1;2,2;56;6,3
CORURIPE;16/11/2023;200;24,7;24,9;24,7;1002,5;1003,1;1002,5;1,8;62;5,4
CORURIPE;16/11/2023;300;24,6;24,9;24,6;1002,3;1002,5;1002,2;1,7;61;4,6
CORURIPE;16/11/2023;400;24,5;24,6;24,3;1001,7;1002,3;1001,7;1,8;57;3,8
CORURIPE;16/11/2023;500;24,6;24,6;24,5;1001,5;1001,7;1001,4;1,7;59;4,8
CORURIPE;16/11/2023;600;24,6;24,8;24,5;1001,3;1001,5;1001,3;2,5;52;4,9
CORURIPE;16/11/2023;700;24,5;24,6;24,4;1001,5;1001,5;1001,2;2,5;49;4,9
CORURIPE;16/11/2023;800;24,5;24,6;24,4;1002,2;1002,2;1001,5;2,5;43;5,6
CORURIPE;16/11/2023;900;25;25,1;24,5;1002,7;1002,7;1002,2;2,8;41;7,3
CORURIPE;16/11/2023;1000;27,4;27,9;25,1;1003,6;1003,6;1002,7;2,9;72;5,6
CORURIPE;16/11/2023;1100;26,8;27,7;26,8;1004;1004;1003,6;3,1;47;6,8
CORURIPE;16/11/2023;1200;30,2;30,5;26,8;1004;1004,1;1003,9;4,3;95;9,3
CORURIPE;16/11/2023;1300;30,4;30,8;29,5;1003,6;1004;1003,6;4,1;85;9,7
CORURIPE;16/11/2023;1400;31,3;31,7;30;1003,1;1003,6;1003,1;4,7;63;10,5
CORURIPE;16/11/2023;1500;31,3;32,1;30,8;1002,3;1003,1;1002,3;4,4;90;12,1
CORURIPE;16/11/2023;1600;30,9;32;30,8;1001,7;1002,3;1001,7;5,3;97;12,1
CORURIPE;16/11/2023;1700;30,4;31,1;30,2;1001,2;1001,8;1001,2;4,3;87;12,1
CORURIPE;16/11/2023;1800;29,6;30,7;29,5;1000,9;1001,2;1000,8;3,9;87;12,1
CORURIPE;16/11/2023;1900;28,5;29,7;28,4;1000,8;1001,1;1000,8;4,5;90;9,9
CORURIPE;16/11/2023;2000;27,2;28,7;27,2;1001,6;1001,6;1000,8;3,5;92;9,4
CORURIPE;16/11/2023;2100;26,1;27,2;26,1;1002;1002;1001,5;2,3;89;9,2
CORURIPE;16/11/2023;2200;25,8;26,2;25,8;1002,4;1002,5;1002;2,5;79;6,4
CORURIPE;16/11/2023;2300;25,7;25,9;25,7;1002,9;1002,9;1002,3;3,1;88;6,8
CORURIPE;17/11/2023;0;25,5;25,7;25,5;1003;1003,1;1002,8;2,8;87;8,5
CORURIPE;17/11/2023;100;25,7;25,7;25,4;1003,3;1003,3;1002,9;3,5;76;8,6
CORURIPE;17/11/2023;200;25,5;25,8;25,5;1002,9;1003,5;1002,9;3,3;69;8,5
CORURIPE;17/11/2023;300;25,1;25,5;25,1;1002,4;1002,9;1002,4;2,3;55;7,2
CORURIPE;17/11/2023;400;25,2;25,2;25;1002,2;1002,4;1002,2;2,2;53;4,9
CORURIPE;17/11/2023;500;24,5;25,2;24,5;1002;1002,2;1001,9;2,1;54;5,1
CORURIPE;17/11/2023;600;24,2;24,5;24,2;1002,1;1002,2;1001,9;2,2;45;4,4
CORURIPE;17/11/2023;700;23,1;24,2;23,1;1002,3;1002,3;1002,1;1,1;16;4,3
CORURIPE;17/11/2023;800;22,8;23,1;22,8;1002,7;1002,7;1002,3;1,2;34;2,7
CORURIPE;17/11/2023;900;23,8;23,9;22,7;1003,2;1003,2;1002,7;1,7;23;3,8
CORURIPE;17/11/2023;1000;27;27,1;23,8;1003,9;1003,9;1003,2;3,2;56;6,5
CORURIPE;17/11/2023;1100;28,7;28,8;27;1004,2;1004,2;1003,9;4,7;42;8,6
CORURIPE;17/11/2023;1200;29,5;30;28;1004,4;1004,5;1004,2;3,7;52;9,2
CORURIPE;17/11/2023;1300;30,4;31,1;29,3;1003,7;1004,4;1003,7;4,7;67;10,2
CORURIPE;17/11/2023;1400;31,1;31,5;30;1002,8;1003,8;1002,8;4,2;69;11,6
CORURIPE;17/11/2023;1500;31,1;31,7;30,7;1002,1;1002,9;1002,1;5;63;11,3
CORURIPE;17/11/2023;1600;31,2;31,7;30,7;1001,4;1002,1;1001,3;4,5;83;11
CORURIPE;17/11/2023;1700;30;31,4;30;1001,3;1001,4;1001,1;4,4;96;10,6
CORURIPE;17/11/2023;1800;29;30,2;29;1001;1001,3;1000,9;5,4;95;11,6
CORURIPE;17/11/2023;1900;28,4;29,5;28,4;1001;1001,1;1000,9;4,2;92;11,6
CORURIPE;17/11/2023;2000;27;28,4;27;1001,3;1001,4;1000,9;4,4;74;10,4
CORURIPE;17/11/2023;2100;26;27;25,9;1001,9;1001,9;1001,3;3,2;83;10,9
CORURIPE;17/11/2023;2200;25,5;26;25,5;1002,6;1002,6;1001,9;2,9;71;7,2
CORURIPE;17/11/2023;2300;25,6;25,6;25,5;1003,2;1003,2;1002,5;3,5;73;8,5
CORURIPE;18/11/2023;0;25,3;25,6;25,3;1003,6;1003,7;1003,2;2,9;77;8,3
CORURIPE;18/11/2023;100;25;25,3;25;1003,6;1003,8;1003,6;2,5;71;6,7
CORURIPE;18/11/2023;200;24,9;25;24,8;1003,3;1003,7;1003,3;2,3;61;5,9
CORURIPE;18/11/2023;300;24,7;24,9;24,7;1002,9;1003,4;1002,9;1,7;65;4,3
CORURIPE;18/11/2023;400;24,2;24,7;24,2;1002,3;1002,9;1002,3;2,3;70;4,8
CORURIPE;18/11/2023;500;24,4;24,4;24,2;1002;1002,3;1001,9;2,3;52;5,9
CORURIPE;18/11/2023;600;22,9;24,4;22,9;1002,3;1002,4;1002;1,5;19;4,3
CORURIPE;18/11/2023;700;22,7;22,9;22,6;1002,8;1002,8;1002,4;1,2;21;3,2
CORURIPE;18/11/2023;800;22,5;22,8;22,4;1003,2;1003,2;1002,7;1,6;4;3,5
CORURIPE;18/11/2023;900;23,9;23,9;22,5;1004;1004;1003,2;1,6;27;3,8
CORURIPE;18/11/2023;1000;26,6;26,6;23,9;1004,6;1004,6;1004;3;45;7,1
CORURIPE;18/11/2023;1100;28,6;28,7;26,6;1004,9;1004,9;1004,6;4,2;54;8,1
CORURIPE;18/11/2023;1200;29,3;29,8;28,1;1005;1005,1;1004,9;3;52;8,1
CORURIPE;18/11/2023;1300;30;30,6;29;1004,6;1005;1004,6;3,4;52;8,3
CORURIPE;18/11/2023;1400;31,3;32;29,9;1004,1;1004,7;1004,1;4,6;84;9,8
CORURIPE;18/11/2023;1500;31,5;32,2;30,8;1003,4;1004,1;1003,4;4,1;90;12
CORURIPE;18/11/2023;1600;30,7;31,6;30,3;1002,7;1003,4;1002,7;5;95;10,7
CORURIPE;18/11/2023;1700;30,3;31,5;30,1;1002;1002,7;1001,9;5;94;11,2
CORURIPE;18/11/2023;1800;29,9;30,8;29,6;1001,5;1002;1001,4;4,5;83;11,2
CORURIPE;18/11/2023;1900;29;30;28,8;1001,8;1001,8;1001,5;3,9;72;10
CORURIPE;18/11/2023;2000;27,4;29,1;27,4;1002,1;1002,1;1001,7;4,2;80;10,4
CORURIPE;18/11/2023;2100;26,2;27,4;26,2;1002,3;1002,3;1002,1;2,9;71;10,4
CORURIPE;18/11/2023;2200;25,7;26,2;25,7;1003,3;1003,3;1002,3;1,8;79;6,3
CORURIPE;18/11/2023;2300;25,6;25,7;25,5;1004,2;1004,2;1003,3;2;77;5,5
CORURIPE;19/11/2023;0;25,2;25,6;25,2;1004,9;1004,9;1004,2;1,7;70;5,5
CORURIPE;19/11/2023;100;25,1;25,3;25;1004,9;1005;1004,8;1,8;56;4,8
CORURIPE;19/11/2023;200;25,2;25,2;24,8;1004,3;1005;1004,3;1,5;49;3,8
CORURIPE;19/11/2023;300;24,6;25,2;24,6;1003,5;1004,3;1003,5;2;51;4,2
CORURIPE;19/11/2023;400;24;24,6;24;1003,1;1003,5;1003,1;1,7;40;4,2
CORURIPE;19/11/2023;500;24;24,1;23,8;1002,9;1003,1;1002,8;2,3;45;4,8
CORURIPE;19/11/2023;600;23,7;24,1;23,7;1002,7;1002,9;1002,7;2,5;50;5,5
CORURIPE;19/11/2023;700;23,1;23,9;23,1;1002,7;1002,8;1002,4;2,2;6;7
CORURIPE;19/11/2023;800;23,2;23,2;23;1003,2;1003,2;1002,7;1,8;37;4,9
CORURIPE;19/11/2023;900;24,3;24,3;23;1003,9;1003,9;1003,2;2,9;49;6,8
CORURIPE;19/11/2023;1000;26,7;26,7;24,3;1004,5;1004,5;1003,9;3,3;40;6,9
CORURIPE;19/11/2023;1100;28,8;28,8;26,7;1004,3;1004,5;1004,2;4;53;8,1
CORURIPE;19/11/2023;1200;30,5;30,9;28,7;1004,1;1004,3;1004,1;3,6;49;8,3
CORURIPE;19/11/2023;1300;31,4;32,4;29,7;1003,9;1004,1;1003,8;4,1;83;8,3
CORURIPE;19/11/2023;1400;31,5;32,3;30,6;1003,4;1003,9;1003,4;4,6;103;10,3
CORURIPE;19/11/2023;1500;31,9;32,7;30,9;1002,8;1003,4;1002,8;4,2;99;10,5
CORURIPE;19/11/2023;1600;31,5;32;31,1;1002,3;1002,8;1002,3;4,2;93;10,4
CORURIPE;19/11/2023;1700;30,6;31,7;30,5;1002,1;1002,3;1002;4,9;91;10,6
CORURIPE;19/11/2023;1800;29,9;30,8;29,8;1001,9;1002,2;1001,8;4,1;97;10,8
CORURIPE;19/11/2023;1900;28,8;29,9;28,7;1001,8;1001,9;1001,7;3,9;92;10
CORURIPE;19/11/2023;2000;27,6;28,8;27,6;1001,9;1001,9;1001,7;3,5;83;9
CORURIPE;19/11/2023;2100;26,2;27,6;26,2;1002,1;1002,2;1001,9;3,2;77;8,6
CORURIPE;19/11/2023;2200;25,7;26,2;25,7;1002,6;1002,6;1002,1;2,4;71;7,1
CORURIPE;19/11/2023;2300;25,6;25,7;25,6;1002,9;1002,9;1002,5;2,6;70;6,1
CORURIPE;20/11/2023;0;25,6;25,6;25,5;1003,1;1003,1;1002,9;2,6;63;6,3
CORURIPE;20/11/2023;100;25,5;25,6;25,5;1002,9;1003,1;1002,8;2,7;64;5,7
CORURIPE;20/11/2023;200;25,1;25,5;25,1;1002,5;1002,9;1002,5;2,3;60;5,6
CORURIPE;20/11/2023;300;25,3;25,3;25,1;1001,5;1002,5;1001,5;2,4;51;5,8
CORURIPE;20/11/2023;400;25,1;25,4;25,1;1000,8;1001,5;1000,8;2,1;68;5,8
CORURIPE;20/11/2023;500;25,4;25,5;25,1;1000,8;1000,9;1000,7;1,6;36;4,6
CORURIPE;20/11/2023;600;24,8;25,4;24,8;1001,1;1001,1;1000,7;2;45;5,3
CORURIPE;20/11/2023;700;24,4;24,8;24,4;1001,8;1001,8;1001,1;1,5;72;5
CORURIPE;20/11/2023;800;23,9;24,4;23,9;1002,4;1002,4;1001,8;1,1;61;3,3
CORURIPE;20/11/2023;900;24,4;24,4;23,9;1003,2;1003,2;1002,4;1,2;50;3,2
CORURIPE;20/11/2023;1000;26,6;26,7;24,4;1003,7;1003,7;1003,2;2,8;43;5,1
CORURIPE;20/11/2023;1100;28,1;28,1;26,6;1004,2;1004,2;1003,7;2,3;55;6,7
CORURIPE;20/11/2023;1200;29,7;30,2;28,1;1004;1004,2;1004;4,3;81;8,1
CORURIPE;20/11/2023;1300;29,4;30,7;29,4;1003,8;1004,1;1003,8;4;90;9,1
CORURIPE;20/11/2023;1400;31;31;29,3;1003,4;1003,8;1003,3;4,5;97;9,5
CORURIPE;20/11/2023;1500;30,1;31,7;30,1;1002,8;1003,4;1002,7;4,2;86;10,5
CORURIPE;20/11/2023;1600;31,1;31,4;30;1001,9;1002,8;1001,9;4,6;94;11
CORURIPE;20/11/2023;1700;30,5;31,3;30,1;1001,4;1001,9;1001,4;4,2;95;11,4
CORURIPE;20/11/2023;1800;29,9;30,7;29,1;1001,2;1001,6;1001,2;3,8;93;10,2
CORURIPE;20/11/2023;1900;28,4;29,9;28,4;1001,1;1001,3;1001,1;4,6;92;11,3
CORURIPE;20/11/2023;2000;27,3;28,6;27,3;1001,3;1001,4;1001,1;4,2;75;10,5
CORURIPE;20/11/2023;2100;26,4;27,3;26,4;1001,9;1002;1001,2;3,5;69;9,4
CORURIPE;20/11/2023;2200;26,2;26,4;26,2;1002,3;1002,4;1001,9;3,1;66;7,8
CORURIPE;20/11/2023;2300;26,1;26,2;26;1003;1003;1002,3;2,9;66;7,9
CORURIPE;21/11/2023;0;25,8;26,2;25,7;1003,5;1003,5;1003;2,6;72;7,9
CORURIPE;21/11/2023;100;25,9;26;25,7;1003,8;1003,8;1003,4;2,4;61;6,3
CORURIPE;21/11/2023;200;25,9;25,9;25,7;1003,9;1004;1003,8;1,9;58;5,5
CORURIPE;21/11/2023;300;25,2;25,9;25,2;1003,2;1003,9;1003,2;1,3;60;3,7
CORURIPE;21/11/2023;400;25;25,2;24,7;1003;1003,2;1002,9;1,1;51;3,4
CORURIPE;21/11/2023;500;24,8;25,1;24,7;1002,3;1003;1002,3;1,5;56;3,2
CORURIPE;21/11/2023;600;24,5;24,8;24,4;1002,6;1002,6;1002,1;1;77;4
CORURIPE;21/11/2023;700;24,2;24,5;24,2;1002,7;1003;1002,6;1,7;60;3,3
CORURIPE;21/11/2023;800;23,9;24,2;23,9;1003,2;1003,2;1002,8;0,9;85;3,4
CORURIPE;21/11/2023;900;24,6;24,7;23,9;1004,2;1004,2;1003,2;1,1;64;2,1
CORURIPE;21/11/2023;1000;25,8;25,8;24,6;1004,7;1004,7;1004,2;0,9;107;2,6
CORURIPE;21/11/2023;1100;26,8;26,8;25,8;1005;1005,1;1004,5;2,3;102;6,8
CORURIPE;21/11/2023;1200;25,5;27,7;25,4;1004,9;1005,1;1004,8;2,4;53;7,9
CORURIPE;21/11/2023;1300;24,7;25,9;24,4;1004,6;1005;1004,6;2,4;27;6,1
CORURIPE;21/11/2023;1400;25,5;25,6;24,7;1004,2;1004,6;1004,2;1,8;52;6,1
CORURIPE;21/11/2023;1500;27,8;27,8;25,4;1003,4;1004,2;1003,4;2,6;87;6,4
CORURIPE;21/11/2023;1600;27,9;28,2;27;1002,5;1003,4;1002,5;3;80;6,5
CORURIPE;21/11/2023;1700;28,1;28,4;27,9;1001,7;1002,5;1001,7;3,4;97;8,6
CORURIPE;21/11/2023;1800;27,5;28,1;27,5;1001,4;1001,7;1001,4;3,4;95;8,3
CORURIPE;21/11/2023;1900;28,2;28,6;27,5;1001,3;1001,4;1001,1;3,3;81;8,5
CORURIPE;21/11/2023;2000;27;28,3;27;1001,9;1001,9;1001,3;3,3;85;8,3
CORURIPE;21/11/2023;2100;25,7;27;25,7;1002;1002;1001,8;2,9;75;7,6
CORURIPE;21/11/2023;2200;25,1;25,7;25,1;1002,7;1002,7;1002;2,1;69;6,6
CORURIPE;21/11/2023;2300;25,1;25,2;25;1003,2;1003,2;1002,7;2,1;59;5,4
CORURIPE;22/11/2023;0;24,8;25,1;24,8;1003,4;1003,5;1003,2;1,8;59;4,8
CORURIPE;22/11/2023;100;24,6;24,8;24,5;1003,1;1003,4;1003,1;1,6;56;3,8
CORURIPE;22/11/2023;200;24,3;24,6;24,3;1002,9;1003,1;1002,9;1,4;53;3,6
CORURIPE;22/11/2023;300;23,9;24,4;23,9;1002,3;1002,9;1002,3;1,2;23;2,9
CORURIPE;22/11/2023;400;23,6;23,9;23,5;1001,8;1002,3;1001,8;1,3;13;3,5
CORURIPE;22/11/2023;500;23,2;23,6;23,2;1001,7;1001,9;1001,6;1;42;3,5
CORURIPE;22/11/2023;600;23,1;23,3;23,1;1001,9;1001,9;1001,6;1;28;2,6
CORURIPE;22/11/2023;700;23;23,2;23;1002,3;1002,3;1001,9;1,2;15;2,4
CORURIPE;22/11/2023;800;22,7;23,2;22,7;1002,6;1002,6;1002,3;0,9;45;3
CORURIPE;22/11/2023;900;23,5;23,7;22,7;1003,3;1003,3;1002,6;0,9;39;3,1
CORURIPE;22/11/2023;1000;25,7;25,7;23,5;1003,9;1003,9;1003,3;1,9;49;4,1
CORURIPE;22/11/2023;1100;27,8;28;25,7;1004,4;1004,4;1004;3,2;67;7,2
CORURIPE;22/11/2023;1200;29,8;29,8;27,7;1004,5;1004,6;1004,3;4;77;8,1
CORURIPE;22/11/2023;1300;30,3;30,5;29,1;1004,4;1004,6;1004,4;3,9;91;10,1
CORURIPE;22/11/2023;1400;30,5;31,1;29,7;1003,9;1004,4;1003,9;4,4;98;9,8
CORURIPE;22/11/2023;1500;30,9;31,1;30;1003,2;1003,9;1003,2;4,4;100;9,8
CORURIPE;22/11/2023;1600;31;31,7;30,6;1002,7;1003,3;1002,6;4,3;93;10,3
CORURIPE;22/11/2023;1700;30,4;31,1;30,1;1002,3;1002,7;1002,3;5,3;93;12,5
CORURIPE;22/11/2023;1800;28,4;30,4;28,4;1002,1;1002,3;1002;4,6;89;11,1
CORURIPE;22/11/2023;1900;28,2;29,1;28,2;1002,1;1002,2;1002,1;4,2;97;9,8
CORURIPE;22/11/2023;2000;26,9;28,3;26,9;1002,4;1002,4;1002,1;3,9;93;9,1
CORURIPE;22/11/2023;2100;26,5;26,9;26,4;1003;1003;1002,4;2,9;90;9
CORURIPE;22/11/2023;2200;26,4;26,5;26,2;1003,7;1003,7;1003;4;72;8,3
CORURIPE;22/11/2023;2300;25,9;26,4;25,9;1004,4;1004,4;1003,7;3,3;77;8,3
CORURIPE;23/11/2023;0;25,7;25,9;25,7;1004,9;1004,9;1004,4;3;69;7,8
CORURIPE;23/11/2023;100;25,8;25,8;25,7;1004,5;1004,9;1004,5;3,1;70;7
CORURIPE;23/11/2023;200;25,6;25,9;25,6;1004,2;1004,5;1004,2;3,1;73;7,5
CORURIPE;23/11/2023;300;25;25,6;24,8;1003,4;1004,2;1003,4;2,6;64;7,2
CORURIPE;23/11/2023;400;24,6;25;24,6;1002,9;1003,4;1002,9;2,1;63;5,7
CORURIPE;23/11/2023;500;24,5;24,7;24,3;1003,2;1003,2;1002,9;1,5;53;4,7
CORURIPE;23/11/2023;600;23,7;24,5;23,7;1003,4;1003,4;1003,2;1,6;64;3,3
CORURIPE;23/11/2023;700;23,5;23,7;23,5;1004,1;1004,1;1003,4;1;42;3,1
CORURIPE;23/11/2023;800;22,8;23,5;22,8;1004,8;1004,8;1004,1;0,5;107;2,4
CORURIPE;23/11/2023;900;24;24;22,8;1005,6;1005,6;1004,8;1,1;64;2,1
CORURIPE;23/11/2023;1000;27,4;27,7;24;1006,4;1006,4;1005,6;2,8;84;5,8
CORURIPE;23/11/2023;1100;28,9;29,4;26,9;1006,9;1006,9;1006,4;3,8;89;7,8
CORURIPE;23/11/2023;1200;29,6;30,1;28,2;1006,8;1006,9;1006,7;3,8;74;9,2
CORURIPE;23/11/2023;1300;28,8;30,1;28,8;1006,8;1006,9;1006,7;4,6;76;9,6
CORURIPE;23/11/2023;1400;30,4;31,1;28,5;1006,3;1006,8;1006,3;4,3;91;10,3
CORURIPE;23/11/2023;1500;30,3;31,3;29,9;1005,5;1006,3;1005,5;4,3;96;9,5
CORURIPE;23/11/2023;1600;31,1;31,4;30,3;1004,7;1005,6;1004,7;3,4;97;9,9
CORURIPE;23/11/2023;1700;30,2;31,2;30;1004,1;1004,7;1004,1;4,4;104;9,5
CORURIPE;23/11/2023;1800;29,7;30,6;29,5;1003,9;1004,1;1003,8;4,1;96;8,5
CORURIPE;23/11/2023;1900;28,5;29,9;28,5;1003,8;1003,9;1003,6;3,2;98;7,8
CORURIPE;23/11/2023;2000;27,2;28,6;27,2;1004,1;1004,2;1003,8;2,4;93;7,5
CORURIPE;23/11/2023;2100;25,9;27,2;25,9;1004,5;1004,5;1004,1;1,9;91;6,1
CORURIPE;23/11/2023;2200;25,1;25,9;25,1;1005,2;1005,2;1004,5;1,1;96;5,7
CORURIPE;23/11/2023;2300;24,4;25,1;24,3;1006;1006;1005,2;1;100;3,2
CORURIPE;24/11/2023;0;24,2;24,5;24,1;1006,1;1006,3;1006;2,1;70;4,3
CORURIPE;24/11/2023;100;24;24,4;24;1006,2;1006,2;1006,1;1,1;72;4,3
CORURIPE;24/11/2023;200;23,9;24;23,8;1005,8;1006,2;1005,8;1,1;65;2,6
CORURIPE;24/11/2023;300;23,4;24;23,4;1004,8;1005,8;1004,8;1,4;61;2,9
CORURIPE;24/11/2023;400;23,1;23,4;23;1004,4;1004,8;1004,2;0,8;91;2,8
CORURIPE;24/11/2023;500;22,9;23,2;22,9;1003,9;1004,4;1003,8;1;41;2,7
CORURIPE;24/11/2023;600;22,5;22,9;22,5;1004,2;1004,2;1003,8;0,8;351;2,1
CORURIPE;24/11/2023;700;23;23,1;22,4;1004,5;1004,5;1004,2;1,2;7;2,6
CORURIPE;24/11/2023;800;22,8;23,1;22,8;1005,2;1005,2;1004,5;1,2;359;3
CORURIPE;24/11/2023;900;24;24;22,8;1006,1;1006,1;1005,2;1,3;3;3,4
CORURIPE;24/11/2023;1000;26,3;26,3;23,9;1006,6;1006,6;1006,1;1,4;17;3,3
CORURIPE;24/11/2023;1100;27,5;28;26,1;1007;1007;1006,5;2,4;64;6,3
CORURIPE;24/11/2023;1200;29,6;30,3;27,5;1006,9;1007,1;1006,9;2,4;88;6,3
CORURIPE;24/11/2023;1300;30,3;30,4;29;1006,8;1006,9;1006,7;3,3;89;8,2
CORURIPE;24/11/2023;1400;30,8;31,2;30,1;1006,2;1006,8;1006,2;3,9;106;8,3
CORURIPE;24/11/2023;1500;30,8;31,7;30,1;1005,1;1006,2;1005,1;3,3;100;8,3
CORURIPE;24/11/2023;1600;31,4;31,7;30,3;1003,9;1005,1;1003,9;4;96;8,7
